agency_cd,site_no,datetime,165986_00060_00001,165986_00060_00001_cd,165987_00060_00002,165987_00060_00002_cd,84936_00060_00003,84936_00060_00003_cd,84937_00065_00001,84937_00065_00001_cd,84938_00065_00002,84938_00065_00002_cd,84939_00065_00003,84939_00065_00003_cd
USGS,2085000,12/7/71,,,,,,,,,,,,
USGS,2085000,12/8/71,,,,,,,,,,,,
USGS,2085000,12/9/71,,,,,,,,,,,,
USGS,2085000,12/10/71,,,,,,,,,,,,
USGS,2085000,12/11/71,,,,,,,,,,,,
USGS,2085000,12/12/71,,,,,,,,,,,,
USGS,2085000,12/13/71,,,,,,,,,,,,
USGS,2085000,12/14/71,,,,,,,,,,,,
USGS,2085000,12/15/71,,,,,,,,,,,,
USGS,2085000,12/16/71,,,,,,,,,,,,
USGS,2085000,12/17/71,,,,,,,,,,,,
USGS,2085000,12/18/71,,,,,,,,,,,,
USGS,2085000,12/19/71,,,,,,,,,,,,
USGS,2085000,12/20/71,,,,,,,,,,,,
USGS,2085000,12/21/71,,,,,,,,,,,,
USGS,2085000,12/22/71,,,,,,,,,,,,
USGS,2085000,12/23/71,,,,,,,,,,,,
USGS,2085000,12/24/71,,,,,,,,,,,,
USGS,2085000,12/25/71,,,,,,,,,,,,
USGS,2085000,12/26/71,,,,,,,,,,,,
USGS,2085000,12/27/71,,,,,,,,,,,,
USGS,2085000,12/28/71,,,,,,,,,,,,
USGS,2085000,12/29/71,,,,,,,,,,,,
USGS,2085000,12/30/71,,,,,,,,,,,,
USGS,2085000,12/31/71,,,,,,,,,,,,
USGS,2085000,1/1/72,,,,,,,,,,,,
USGS,2085000,1/2/72,,,,,,,,,,,,
USGS,2085000,1/3/72,,,,,,,,,,,,
USGS,2085000,1/4/72,,,,,,,,,,,,
USGS,2085000,1/5/72,,,,,,,,,,,,
USGS,2085000,1/6/72,,,,,,,,,,,,
USGS,2085000,1/7/72,,,,,,,,,,,,
USGS,2085000,1/8/72,,,,,,,,,,,,
USGS,2085000,1/9/72,,,,,,,,,,,,
USGS,2085000,1/10/72,,,,,,,,,,,,
USGS,2085000,1/11/72,,,,,,,,,,,,
USGS,2085000,1/12/72,,,,,,,,,,,,
USGS,2085000,1/13/72,,,,,,,,,,,,
USGS,2085000,1/14/72,,,,,,,,,,,,
USGS,2085000,1/15/72,,,,,,,,,,,,
USGS,2085000,1/16/72,,,,,,,,,,,,
USGS,2085000,1/17/72,,,,,,,,,,,,
USGS,2085000,1/18/72,,,,,,,,,,,,
USGS,2085000,1/19/72,,,,,,,,,,,,
USGS,2085000,1/20/72,,,,,,,,,,,,
USGS,2085000,1/21/72,,,,,,,,,,,,
USGS,2085000,1/22/72,,,,,,,,,,,,
USGS,2085000,1/23/72,,,,,,,,,,,,
USGS,2085000,1/24/72,,,,,,,,,,,,
USGS,2085000,1/25/72,,,,,,,,,,,,
USGS,2085000,1/26/72,,,,,,,,,,,,
USGS,2085000,1/27/72,,,,,,,,,,,,
USGS,2085000,1/28/72,,,,,,,,,,,,
USGS,2085000,1/29/72,,,,,,,,,,,,
USGS,2085000,1/30/72,,,,,,,,,,,,
USGS,2085000,1/31/72,,,,,,,,,,,,
USGS,2085000,2/1/72,,,,,,,,,,,,
USGS,2085000,2/2/72,,,,,,,,,,,,
USGS,2085000,2/3/72,,,,,,,,,,,,
USGS,2085000,2/4/72,,,,,,,,,,,,
USGS,2085000,2/5/72,,,,,,,,,,,,
USGS,2085000,2/6/72,,,,,,,,,,,,
USGS,2085000,2/7/72,,,,,,,,,,,,
USGS,2085000,2/8/72,,,,,,,,,,,,
USGS,2085000,2/9/72,,,,,,,,,,,,
USGS,2085000,2/10/72,,,,,,,,,,,,
USGS,2085000,2/11/72,,,,,,,,,,,,
USGS,2085000,2/12/72,,,,,,,,,,,,
USGS,2085000,2/13/72,,,,,,,,,,,,
USGS,2085000,2/14/72,,,,,,,,,,,,
USGS,2085000,2/15/72,,,,,,,,,,,,
USGS,2085000,2/16/72,,,,,,,,,,,,
USGS,2085000,2/17/72,,,,,,,,,,,,
USGS,2085000,2/18/72,,,,,,,,,,,,
USGS,2085000,2/19/72,,,,,,,,,,,,
USGS,2085000,2/20/72,,,,,,,,,,,,
USGS,2085000,2/21/72,,,,,,,,,,,,
USGS,2085000,2/22/72,,,,,,,,,,,,
USGS,2085000,2/23/72,,,,,,,,,,,,
USGS,2085000,2/24/72,,,,,,,,,,,,
USGS,2085000,2/25/72,,,,,,,,,,,,
USGS,2085000,2/26/72,,,,,,,,,,,,
USGS,2085000,2/27/72,,,,,,,,,,,,
USGS,2085000,2/28/72,,,,,,,,,,,,
USGS,2085000,2/29/72,,,,,,,,,,,,
USGS,2085000,3/1/72,,,,,,,,,,,,
USGS,2085000,3/2/72,,,,,,,,,,,,
USGS,2085000,3/3/72,,,,,,,,,,,,
USGS,2085000,3/4/72,,,,,,,,,,,,
USGS,2085000,3/5/72,,,,,,,,,,,,
USGS,2085000,3/6/72,,,,,,,,,,,,
USGS,2085000,3/7/72,,,,,,,,,,,,
USGS,2085000,3/8/72,,,,,,,,,,,,
USGS,2085000,3/9/72,,,,,,,,,,,,
USGS,2085000,3/10/72,,,,,,,,,,,,
USGS,2085000,3/11/72,,,,,,,,,,,,
USGS,2085000,3/12/72,,,,,,,,,,,,
USGS,2085000,3/13/72,,,,,,,,,,,,
USGS,2085000,3/14/72,,,,,,,,,,,,
USGS,2085000,3/15/72,,,,,,,,,,,,
USGS,2085000,3/16/72,,,,,,,,,,,,
USGS,2085000,3/17/72,,,,,,,,,,,,
USGS,2085000,3/18/72,,,,,,,,,,,,
USGS,2085000,3/19/72,,,,,,,,,,,,
USGS,2085000,3/20/72,,,,,,,,,,,,
USGS,2085000,3/21/72,,,,,,,,,,,,
USGS,2085000,3/22/72,,,,,,,,,,,,
USGS,2085000,3/23/72,,,,,,,,,,,,
USGS,2085000,3/24/72,,,,,,,,,,,,
USGS,2085000,3/25/72,,,,,,,,,,,,
USGS,2085000,3/26/72,,,,,,,,,,,,
USGS,2085000,3/27/72,,,,,,,,,,,,
USGS,2085000,3/28/72,,,,,,,,,,,,
USGS,2085000,3/29/72,,,,,,,,,,,,
USGS,2085000,3/30/72,,,,,,,,,,,,
USGS,2085000,3/31/72,,,,,,,,,,,,
USGS,2085000,4/1/72,,,,,,,,,,,,
USGS,2085000,4/2/72,,,,,,,,,,,,
USGS,2085000,4/3/72,,,,,,,,,,,,
USGS,2085000,4/4/72,,,,,,,,,,,,
USGS,2085000,4/5/72,,,,,,,,,,,,
USGS,2085000,4/6/72,,,,,,,,,,,,
USGS,2085000,4/7/72,,,,,,,,,,,,
USGS,2085000,4/8/72,,,,,,,,,,,,
USGS,2085000,4/9/72,,,,,,,,,,,,
USGS,2085000,4/10/72,,,,,,,,,,,,
USGS,2085000,4/11/72,,,,,,,,,,,,
USGS,2085000,4/12/72,,,,,,,,,,,,
USGS,2085000,4/13/72,,,,,,,,,,,,
USGS,2085000,4/14/72,,,,,,,,,,,,
USGS,2085000,4/15/72,,,,,,,,,,,,
USGS,2085000,4/16/72,,,,,,,,,,,,
USGS,2085000,4/17/72,,,,,,,,,,,,
USGS,2085000,4/18/72,,,,,,,,,,,,
USGS,2085000,4/19/72,,,,,,,,,,,,
USGS,2085000,4/20/72,,,,,,,,,,,,
USGS,2085000,4/21/72,,,,,,,,,,,,
USGS,2085000,4/22/72,,,,,,,,,,,,
USGS,2085000,4/23/72,,,,,,,,,,,,
USGS,2085000,4/24/72,,,,,,,,,,,,
USGS,2085000,4/25/72,,,,,,,,,,,,
USGS,2085000,4/26/72,,,,,,,,,,,,
USGS,2085000,4/27/72,,,,,,,,,,,,
USGS,2085000,4/28/72,,,,,,,,,,,,
USGS,2085000,4/29/72,,,,,,,,,,,,
USGS,2085000,4/30/72,,,,,,,,,,,,
USGS,2085000,5/1/72,,,,,,,,,,,,
USGS,2085000,5/2/72,,,,,,,,,,,,
USGS,2085000,5/3/72,,,,,,,,,,,,
USGS,2085000,5/4/72,,,,,,,,,,,,
USGS,2085000,5/5/72,,,,,,,,,,,,
USGS,2085000,5/6/72,,,,,,,,,,,,
USGS,2085000,5/7/72,,,,,,,,,,,,
USGS,2085000,5/8/72,,,,,,,,,,,,
USGS,2085000,5/9/72,,,,,,,,,,,,
USGS,2085000,5/10/72,,,,,,,,,,,,
USGS,2085000,5/11/72,,,,,,,,,,,,
USGS,2085000,5/12/72,,,,,,,,,,,,
USGS,2085000,5/13/72,,,,,,,,,,,,
USGS,2085000,5/14/72,,,,,,,,,,,,
USGS,2085000,5/15/72,,,,,,,,,,,,
USGS,2085000,5/16/72,,,,,,,,,,,,
USGS,2085000,5/17/72,,,,,,,,,,,,
USGS,2085000,5/18/72,,,,,,,,,,,,
USGS,2085000,5/19/72,,,,,,,,,,,,
USGS,2085000,5/20/72,,,,,,,,,,,,
USGS,2085000,5/21/72,,,,,,,,,,,,
USGS,2085000,5/22/72,,,,,,,,,,,,
USGS,2085000,5/23/72,,,,,,,,,,,,
USGS,2085000,5/24/72,,,,,,,,,,,,
USGS,2085000,5/25/72,,,,,,,,,,,,
USGS,2085000,5/26/72,,,,,,,,,,,,
USGS,2085000,5/27/72,,,,,,,,,,,,
USGS,2085000,5/28/72,,,,,,,,,,,,
USGS,2085000,5/29/72,,,,,,,,,,,,
USGS,2085000,5/30/72,,,,,,,,,,,,
USGS,2085000,5/31/72,,,,,,,,,,,,
USGS,2085000,6/1/72,,,,,,,,,,,,
USGS,2085000,6/2/72,,,,,,,,,,,,
USGS,2085000,6/3/72,,,,,,,,,,,,
USGS,2085000,6/4/72,,,,,,,,,,,,
USGS,2085000,6/5/72,,,,,,,,,,,,
USGS,2085000,6/6/72,,,,,,,,,,,,
USGS,2085000,6/7/72,,,,,,,,,,,,
USGS,2085000,6/8/72,,,,,,,,,,,,
USGS,2085000,6/9/72,,,,,,,,,,,,
USGS,2085000,6/10/72,,,,,,,,,,,,
USGS,2085000,6/11/72,,,,,,,,,,,,
USGS,2085000,6/12/72,,,,,,,,,,,,
USGS,2085000,6/13/72,,,,,,,,,,,,
USGS,2085000,6/14/72,,,,,,,,,,,,
USGS,2085000,6/15/72,,,,,,,,,,,,
USGS,2085000,6/16/72,,,,,,,,,,,,
USGS,2085000,6/17/72,,,,,,,,,,,,
USGS,2085000,6/18/72,,,,,,,,,,,,
USGS,2085000,6/19/72,,,,,,,,,,,,
USGS,2085000,6/20/72,,,,,,,,,,,,
USGS,2085000,6/21/72,,,,,,,,,,,,
USGS,2085000,6/22/72,,,,,,,,,,,,
USGS,2085000,6/23/72,,,,,,,,,,,,
USGS,2085000,6/24/72,,,,,,,,,,,,
USGS,2085000,6/25/72,,,,,,,,,,,,
USGS,2085000,6/26/72,,,,,,,,,,,,
USGS,2085000,6/27/72,,,,,,,,,,,,
USGS,2085000,6/28/72,,,,,,,,,,,,
USGS,2085000,6/29/72,,,,,,,,,,,,
USGS,2085000,6/30/72,,,,,,,,,,,,
USGS,2085000,7/1/72,,,,,,,,,,,,
USGS,2085000,7/2/72,,,,,,,,,,,,
USGS,2085000,7/3/72,,,,,,,,,,,,
USGS,2085000,7/4/72,,,,,,,,,,,,
USGS,2085000,7/5/72,,,,,,,,,,,,
USGS,2085000,7/6/72,,,,,,,,,,,,
USGS,2085000,7/7/72,,,,,,,,,,,,
USGS,2085000,7/8/72,,,,,,,,,,,,
USGS,2085000,7/9/72,,,,,,,,,,,,
USGS,2085000,7/10/72,,,,,,,,,,,,
USGS,2085000,7/11/72,,,,,,,,,,,,
USGS,2085000,7/12/72,,,,,,,,,,,,
USGS,2085000,7/13/72,,,,,,,,,,,,
USGS,2085000,7/14/72,,,,,,,,,,,,
USGS,2085000,7/15/72,,,,,,,,,,,,
USGS,2085000,7/16/72,,,,,,,,,,,,
USGS,2085000,7/17/72,,,,,,,,,,,,
USGS,2085000,7/18/72,,,,,,,,,,,,
USGS,2085000,7/19/72,,,,,,,,,,,,
USGS,2085000,7/20/72,,,,,,,,,,,,
USGS,2085000,7/21/72,,,,,,,,,,,,
USGS,2085000,7/22/72,,,,,,,,,,,,
USGS,2085000,7/23/72,,,,,,,,,,,,
USGS,2085000,7/24/72,,,,,,,,,,,,
USGS,2085000,7/25/72,,,,,,,,,,,,
USGS,2085000,7/26/72,,,,,,,,,,,,
USGS,2085000,7/27/72,,,,,,,,,,,,
USGS,2085000,7/28/72,,,,,,,,,,,,
USGS,2085000,7/29/72,,,,,,,,,,,,
USGS,2085000,7/30/72,,,,,,,,,,,,
USGS,2085000,7/31/72,,,,,,,,,,,,
USGS,2085000,8/1/72,,,,,,,,,,,,
USGS,2085000,8/2/72,,,,,,,,,,,,
USGS,2085000,8/3/72,,,,,,,,,,,,
USGS,2085000,8/4/72,,,,,,,,,,,,
USGS,2085000,8/5/72,,,,,,,,,,,,
USGS,2085000,8/6/72,,,,,,,,,,,,
USGS,2085000,8/7/72,,,,,,,,,,,,
USGS,2085000,8/8/72,,,,,,,,,,,,
USGS,2085000,8/9/72,,,,,,,,,,,,
USGS,2085000,8/10/72,,,,,,,,,,,,
USGS,2085000,8/11/72,,,,,,,,,,,,
USGS,2085000,8/12/72,,,,,,,,,,,,
USGS,2085000,8/13/72,,,,,,,,,,,,
USGS,2085000,8/14/72,,,,,,,,,,,,
USGS,2085000,8/15/72,,,,,,,,,,,,
USGS,2085000,8/16/72,,,,,,,,,,,,
USGS,2085000,8/17/72,,,,,,,,,,,,
USGS,2085000,8/18/72,,,,,,,,,,,,
USGS,2085000,8/19/72,,,,,,,,,,,,
USGS,2085000,8/20/72,,,,,,,,,,,,
USGS,2085000,8/21/72,,,,,,,,,,,,
USGS,2085000,8/22/72,,,,,,,,,,,,
USGS,2085000,8/23/72,,,,,,,,,,,,
USGS,2085000,8/24/72,,,,,,,,,,,,
USGS,2085000,8/25/72,,,,,,,,,,,,
USGS,2085000,8/26/72,,,,,,,,,,,,
USGS,2085000,8/27/72,,,,,,,,,,,,
USGS,2085000,8/28/72,,,,,,,,,,,,
USGS,2085000,8/29/72,,,,,,,,,,,,
USGS,2085000,8/30/72,,,,,,,,,,,,
USGS,2085000,8/31/72,,,,,,,,,,,,
USGS,2085000,9/1/72,,,,,,,,,,,,
USGS,2085000,9/2/72,,,,,,,,,,,,
USGS,2085000,9/3/72,,,,,,,,,,,,
USGS,2085000,9/4/72,,,,,,,,,,,,
USGS,2085000,9/5/72,,,,,,,,,,,,
USGS,2085000,9/6/72,,,,,,,,,,,,
USGS,2085000,9/7/72,,,,,,,,,,,,
USGS,2085000,9/8/72,,,,,,,,,,,,
USGS,2085000,9/9/72,,,,,,,,,,,,
USGS,2085000,9/10/72,,,,,,,,,,,,
USGS,2085000,9/11/72,,,,,,,,,,,,
USGS,2085000,9/12/72,,,,,,,,,,,,
USGS,2085000,9/13/72,,,,,,,,,,,,
USGS,2085000,9/14/72,,,,,,,,,,,,
USGS,2085000,9/15/72,,,,,,,,,,,,
USGS,2085000,9/16/72,,,,,,,,,,,,
USGS,2085000,9/17/72,,,,,,,,,,,,
USGS,2085000,9/18/72,,,,,,,,,,,,
USGS,2085000,9/19/72,,,,,,,,,,,,
USGS,2085000,9/20/72,,,,,,,,,,,,
USGS,2085000,9/21/72,,,,,,,,,,,,
USGS,2085000,9/22/72,,,,,,,,,,,,
USGS,2085000,9/23/72,,,,,,,,,,,,
USGS,2085000,9/24/72,,,,,,,,,,,,
USGS,2085000,9/25/72,,,,,,,,,,,,
USGS,2085000,9/26/72,,,,,,,,,,,,
USGS,2085000,9/27/72,,,,,,,,,,,,
USGS,2085000,9/28/72,,,,,,,,,,,,
USGS,2085000,9/29/72,,,,,,,,,,,,
USGS,2085000,9/30/72,,,,,,,,,,,,
USGS,2085000,10/1/72,,,,,,,,,,,,
USGS,2085000,10/2/72,,,,,,,,,,,,
USGS,2085000,10/3/72,,,,,,,,,,,,
USGS,2085000,10/4/72,,,,,,,,,,,,
USGS,2085000,10/5/72,,,,,,,,,,,,
USGS,2085000,10/6/72,,,,,,,,,,,,
USGS,2085000,10/7/72,,,,,,,,,,,,
USGS,2085000,10/8/72,,,,,,,,,,,,
USGS,2085000,10/9/72,,,,,,,,,,,,
USGS,2085000,10/10/72,,,,,,,,,,,,
USGS,2085000,10/11/72,,,,,,,,,,,,
USGS,2085000,10/12/72,,,,,,,,,,,,
USGS,2085000,10/13/72,,,,,,,,,,,,
USGS,2085000,10/14/72,,,,,,,,,,,,
USGS,2085000,10/15/72,,,,,,,,,,,,
USGS,2085000,10/16/72,,,,,,,,,,,,
USGS,2085000,10/17/72,,,,,,,,,,,,
USGS,2085000,10/18/72,,,,,,,,,,,,
USGS,2085000,10/19/72,,,,,,,,,,,,
USGS,2085000,10/20/72,,,,,,,,,,,,
USGS,2085000,10/21/72,,,,,,,,,,,,
USGS,2085000,10/22/72,,,,,,,,,,,,
USGS,2085000,10/23/72,,,,,,,,,,,,
USGS,2085000,10/24/72,,,,,,,,,,,,
USGS,2085000,10/25/72,,,,,,,,,,,,
USGS,2085000,10/26/72,,,,,,,,,,,,
USGS,2085000,10/27/72,,,,,,,,,,,,
USGS,2085000,10/28/72,,,,,,,,,,,,
USGS,2085000,10/29/72,,,,,,,,,,,,
USGS,2085000,10/30/72,,,,,,,,,,,,
USGS,2085000,10/31/72,,,,,,,,,,,,
USGS,2085000,11/1/72,,,,,,,,,,,,
USGS,2085000,11/2/72,,,,,,,,,,,,
USGS,2085000,11/3/72,,,,,,,,,,,,
USGS,2085000,11/4/72,,,,,,,,,,,,
USGS,2085000,11/5/72,,,,,,,,,,,,
USGS,2085000,11/6/72,,,,,,,,,,,,
USGS,2085000,11/7/72,,,,,,,,,,,,
USGS,2085000,11/8/72,,,,,,,,,,,,
USGS,2085000,11/9/72,,,,,,,,,,,,
USGS,2085000,11/10/72,,,,,,,,,,,,
USGS,2085000,11/11/72,,,,,,,,,,,,
USGS,2085000,11/12/72,,,,,,,,,,,,
USGS,2085000,11/13/72,,,,,,,,,,,,
USGS,2085000,11/14/72,,,,,,,,,,,,
USGS,2085000,11/15/72,,,,,,,,,,,,
USGS,2085000,11/16/72,,,,,,,,,,,,
USGS,2085000,11/17/72,,,,,,,,,,,,
USGS,2085000,11/18/72,,,,,,,,,,,,
USGS,2085000,11/19/72,,,,,,,,,,,,
USGS,2085000,11/20/72,,,,,,,,,,,,
USGS,2085000,11/21/72,,,,,,,,,,,,
USGS,2085000,11/22/72,,,,,,,,,,,,
USGS,2085000,11/23/72,,,,,,,,,,,,
USGS,2085000,11/24/72,,,,,,,,,,,,
USGS,2085000,11/25/72,,,,,,,,,,,,
USGS,2085000,11/26/72,,,,,,,,,,,,
USGS,2085000,11/27/72,,,,,,,,,,,,
USGS,2085000,11/28/72,,,,,,,,,,,,
USGS,2085000,11/29/72,,,,,,,,,,,,
USGS,2085000,11/30/72,,,,,,,,,,,,
USGS,2085000,12/1/72,,,,,,,,,,,,
USGS,2085000,12/2/72,,,,,,,,,,,,
USGS,2085000,12/3/72,,,,,,,,,,,,
USGS,2085000,12/4/72,,,,,,,,,,,,
USGS,2085000,12/5/72,,,,,,,,,,,,
USGS,2085000,12/6/72,,,,,,,,,,,,
USGS,2085000,12/7/72,,,,,,,,,,,,
USGS,2085000,12/8/72,,,,,,,,,,,,
USGS,2085000,12/9/72,,,,,,,,,,,,
USGS,2085000,12/10/72,,,,,,,,,,,,
USGS,2085000,12/11/72,,,,,,,,,,,,
USGS,2085000,12/12/72,,,,,,,,,,,,
USGS,2085000,12/13/72,,,,,,,,,,,,
USGS,2085000,12/14/72,,,,,,,,,,,,
USGS,2085000,12/15/72,,,,,,,,,,,,
USGS,2085000,12/16/72,,,,,,,,,,,,
USGS,2085000,12/17/72,,,,,,,,,,,,
USGS,2085000,12/18/72,,,,,,,,,,,,
USGS,2085000,12/19/72,,,,,,,,,,,,
USGS,2085000,12/20/72,,,,,,,,,,,,
USGS,2085000,12/21/72,,,,,,,,,,,,
USGS,2085000,12/22/72,,,,,,,,,,,,
USGS,2085000,12/23/72,,,,,,,,,,,,
USGS,2085000,12/24/72,,,,,,,,,,,,
USGS,2085000,12/25/72,,,,,,,,,,,,
USGS,2085000,12/26/72,,,,,,,,,,,,
USGS,2085000,12/27/72,,,,,,,,,,,,
USGS,2085000,12/28/72,,,,,,,,,,,,
USGS,2085000,12/29/72,,,,,,,,,,,,
USGS,2085000,12/30/72,,,,,,,,,,,,
USGS,2085000,12/31/72,,,,,,,,,,,,
USGS,2085000,1/1/73,,,,,,,,,,,,
USGS,2085000,1/2/73,,,,,,,,,,,,
USGS,2085000,1/3/73,,,,,,,,,,,,
USGS,2085000,1/4/73,,,,,,,,,,,,
USGS,2085000,1/5/73,,,,,,,,,,,,
USGS,2085000,1/6/73,,,,,,,,,,,,
USGS,2085000,1/7/73,,,,,,,,,,,,
USGS,2085000,1/8/73,,,,,,,,,,,,
USGS,2085000,1/9/73,,,,,,,,,,,,
USGS,2085000,1/10/73,,,,,,,,,,,,
USGS,2085000,1/11/73,,,,,,,,,,,,
USGS,2085000,1/12/73,,,,,,,,,,,,
USGS,2085000,1/13/73,,,,,,,,,,,,
USGS,2085000,1/14/73,,,,,,,,,,,,
USGS,2085000,1/15/73,,,,,,,,,,,,
USGS,2085000,1/16/73,,,,,,,,,,,,
USGS,2085000,1/17/73,,,,,,,,,,,,
USGS,2085000,1/18/73,,,,,,,,,,,,
USGS,2085000,1/19/73,,,,,,,,,,,,
USGS,2085000,1/20/73,,,,,,,,,,,,
USGS,2085000,1/21/73,,,,,,,,,,,,
USGS,2085000,1/22/73,,,,,,,,,,,,
USGS,2085000,1/23/73,,,,,,,,,,,,
USGS,2085000,1/24/73,,,,,,,,,,,,
USGS,2085000,1/25/73,,,,,,,,,,,,
USGS,2085000,1/26/73,,,,,,,,,,,,
USGS,2085000,1/27/73,,,,,,,,,,,,
USGS,2085000,1/28/73,,,,,,,,,,,,
USGS,2085000,1/29/73,,,,,,,,,,,,
USGS,2085000,1/30/73,,,,,,,,,,,,
USGS,2085000,1/31/73,,,,,,,,,,,,
USGS,2085000,2/1/73,,,,,,,,,,,,
USGS,2085000,2/2/73,,,,,,,,,,,,
USGS,2085000,2/3/73,,,,,,,,,,,,
USGS,2085000,2/4/73,,,,,,,,,,,,
USGS,2085000,2/5/73,,,,,,,,,,,,
USGS,2085000,2/6/73,,,,,,,,,,,,
USGS,2085000,2/7/73,,,,,,,,,,,,
USGS,2085000,2/8/73,,,,,,,,,,,,
USGS,2085000,2/9/73,,,,,,,,,,,,
USGS,2085000,2/10/73,,,,,,,,,,,,
USGS,2085000,2/11/73,,,,,,,,,,,,
USGS,2085000,2/12/73,,,,,,,,,,,,
USGS,2085000,2/13/73,,,,,,,,,,,,
USGS,2085000,2/14/73,,,,,,,,,,,,
USGS,2085000,2/15/73,,,,,,,,,,,,
USGS,2085000,2/16/73,,,,,,,,,,,,
USGS,2085000,2/17/73,,,,,,,,,,,,
USGS,2085000,2/18/73,,,,,,,,,,,,
USGS,2085000,2/19/73,,,,,,,,,,,,
USGS,2085000,2/20/73,,,,,,,,,,,,
USGS,2085000,2/21/73,,,,,,,,,,,,
USGS,2085000,2/22/73,,,,,,,,,,,,
USGS,2085000,2/23/73,,,,,,,,,,,,
USGS,2085000,2/24/73,,,,,,,,,,,,
USGS,2085000,2/25/73,,,,,,,,,,,,
USGS,2085000,2/26/73,,,,,,,,,,,,
USGS,2085000,2/27/73,,,,,,,,,,,,
USGS,2085000,2/28/73,,,,,,,,,,,,
USGS,2085000,3/1/73,,,,,,,,,,,,
USGS,2085000,3/2/73,,,,,,,,,,,,
USGS,2085000,3/3/73,,,,,,,,,,,,
USGS,2085000,3/4/73,,,,,,,,,,,,
USGS,2085000,3/5/73,,,,,,,,,,,,
USGS,2085000,3/6/73,,,,,,,,,,,,
USGS,2085000,3/7/73,,,,,,,,,,,,
USGS,2085000,3/8/73,,,,,,,,,,,,
USGS,2085000,3/9/73,,,,,,,,,,,,
USGS,2085000,3/10/73,,,,,,,,,,,,
USGS,2085000,3/11/73,,,,,,,,,,,,
USGS,2085000,3/12/73,,,,,,,,,,,,
USGS,2085000,3/13/73,,,,,,,,,,,,
USGS,2085000,3/14/73,,,,,,,,,,,,
USGS,2085000,3/15/73,,,,,,,,,,,,
USGS,2085000,3/16/73,,,,,,,,,,,,
USGS,2085000,3/17/73,,,,,,,,,,,,
USGS,2085000,3/18/73,,,,,,,,,,,,
USGS,2085000,3/19/73,,,,,,,,,,,,
USGS,2085000,3/20/73,,,,,,,,,,,,
USGS,2085000,3/21/73,,,,,,,,,,,,
USGS,2085000,3/22/73,,,,,,,,,,,,
USGS,2085000,3/23/73,,,,,,,,,,,,
USGS,2085000,3/24/73,,,,,,,,,,,,
USGS,2085000,3/25/73,,,,,,,,,,,,
USGS,2085000,3/26/73,,,,,,,,,,,,
USGS,2085000,3/27/73,,,,,,,,,,,,
USGS,2085000,3/28/73,,,,,,,,,,,,
USGS,2085000,3/29/73,,,,,,,,,,,,
USGS,2085000,3/30/73,,,,,,,,,,,,
USGS,2085000,3/31/73,,,,,,,,,,,,
USGS,2085000,4/1/73,,,,,,,,,,,,
USGS,2085000,4/2/73,,,,,,,,,,,,
USGS,2085000,4/3/73,,,,,,,,,,,,
USGS,2085000,4/4/73,,,,,,,,,,,,
USGS,2085000,4/5/73,,,,,,,,,,,,
USGS,2085000,4/6/73,,,,,,,,,,,,
USGS,2085000,4/7/73,,,,,,,,,,,,
USGS,2085000,4/8/73,,,,,,,,,,,,
USGS,2085000,4/9/73,,,,,,,,,,,,
USGS,2085000,4/10/73,,,,,,,,,,,,
USGS,2085000,4/11/73,,,,,,,,,,,,
USGS,2085000,4/12/73,,,,,,,,,,,,
USGS,2085000,4/13/73,,,,,,,,,,,,
USGS,2085000,4/14/73,,,,,,,,,,,,
USGS,2085000,4/15/73,,,,,,,,,,,,
USGS,2085000,4/16/73,,,,,,,,,,,,
USGS,2085000,4/17/73,,,,,,,,,,,,
USGS,2085000,4/18/73,,,,,,,,,,,,
USGS,2085000,4/19/73,,,,,,,,,,,,
USGS,2085000,4/20/73,,,,,,,,,,,,
USGS,2085000,4/21/73,,,,,,,,,,,,
USGS,2085000,4/22/73,,,,,,,,,,,,
USGS,2085000,4/23/73,,,,,,,,,,,,
USGS,2085000,4/24/73,,,,,,,,,,,,
USGS,2085000,4/25/73,,,,,,,,,,,,
USGS,2085000,4/26/73,,,,,,,,,,,,
USGS,2085000,4/27/73,,,,,,,,,,,,
USGS,2085000,4/28/73,,,,,,,,,,,,
USGS,2085000,4/29/73,,,,,,,,,,,,
USGS,2085000,4/30/73,,,,,,,,,,,,
USGS,2085000,5/1/73,,,,,,,,,,,,
USGS,2085000,5/2/73,,,,,,,,,,,,
USGS,2085000,5/3/73,,,,,,,,,,,,
USGS,2085000,5/4/73,,,,,,,,,,,,
USGS,2085000,5/5/73,,,,,,,,,,,,
USGS,2085000,5/6/73,,,,,,,,,,,,
USGS,2085000,5/7/73,,,,,,,,,,,,
USGS,2085000,5/8/73,,,,,,,,,,,,
USGS,2085000,5/9/73,,,,,,,,,,,,
USGS,2085000,5/10/73,,,,,,,,,,,,
USGS,2085000,5/11/73,,,,,,,,,,,,
USGS,2085000,5/12/73,,,,,,,,,,,,
USGS,2085000,5/13/73,,,,,,,,,,,,
USGS,2085000,5/14/73,,,,,,,,,,,,
USGS,2085000,5/15/73,,,,,,,,,,,,
USGS,2085000,5/16/73,,,,,,,,,,,,
USGS,2085000,5/17/73,,,,,,,,,,,,
USGS,2085000,5/18/73,,,,,,,,,,,,
USGS,2085000,5/19/73,,,,,,,,,,,,
USGS,2085000,5/20/73,,,,,,,,,,,,
USGS,2085000,5/21/73,,,,,,,,,,,,
USGS,2085000,5/22/73,,,,,,,,,,,,
