lakeid,lakename,year4,daynum,sampledate,depth,depth_id,tpc,tpn,DIC_mg,DIC_uM,air_pco2,water_pco2,doc,absorbance
H,Hummingbird Lake,2001,213,8/1/01,PML,-1,2.11,0.44,NA,NA,NA,NA,19.92,0.839
H,Hummingbird Lake,2001,213,8/1/01,0,1,NA,NA,0.812,67.66666667,352,1755,NA,NA
H,Hummingbird Lake,2001,213,8/1/01,0.2,3,NA,NA,0.98,81.66666667,NA,NA,NA,NA
H,Hummingbird Lake,2001,213,8/1/01,0.5,5,NA,NA,0.893,74.41666667,NA,NA,NA,NA
H,Hummingbird Lake,2001,213,8/1/01,0.8,6,NA,NA,1.363,113.5833333,NA,NA,NA,NA
H,Hummingbird Lake,2001,213,8/1/01,6,7,NA,NA,7.418,618.1666667,NA,NA,NA,NA
H,Hummingbird Lake,2001,213,8/1/01,Hypolimnion,7,1.15,0.2,NA,NA,NA,NA,20.6,NA
R,Peter Lake,2001,215,8/3/01,NA,NA,0.43,0.05,NA,NA,NA,NA,NA,NA
L,Paul Lake,2001,218,8/6/01,Metalimnion,-2,0.85,0.09,NA,NA,NA,NA,3.32,0.064
L,Paul Lake,2001,218,8/6/01,PML,-1,0.58,0.07,NA,NA,NA,NA,4.37,0.066
L,Paul Lake,2001,218,8/6/01,0,1,NA,NA,1.034,86.16666667,356,1113,NA,NA
L,Paul Lake,2001,218,8/6/01,0.7,2,NA,NA,1.011,84.25,NA,NA,NA,NA
L,Paul Lake,2001,218,8/6/01,1.4,3,NA,NA,0.933,77.75,NA,NA,NA,NA
L,Paul Lake,2001,218,8/6/01,2.6,4,NA,NA,1.154,96.16666667,NA,NA,NA,NA
L,Paul Lake,2001,218,8/6/01,3.4,5,NA,NA,2.016,168,NA,NA,NA,NA
L,Paul Lake,2001,218,8/6/01,5.1,6,NA,NA,3.577,298.0833333,NA,NA,NA,NA
L,Paul Lake,2001,218,8/6/01,9,7,NA,NA,9.078,756.5,NA,NA,NA,NA
L,Paul Lake,2001,218,8/6/01,Hypolimnion,7,2.1,0.27,NA,NA,NA,NA,4.38,0.459
L,Paul Lake,2001,218,8/6/01,NA,NA,0.45,0.05,NA,NA,NA,NA,NA,NA
R,Peter Lake,2001,219,8/7/01,Metalimnion,-2,0.49,0.07,NA,NA,NA,NA,4.76,0.055
R,Peter Lake,2001,219,8/7/01,PML,-1,0.42,0.06,NA,NA,NA,NA,4.75,0.054
R,Peter Lake,2001,219,8/7/01,0,1,NA,NA,1.535,127.9166667,369,687,NA,NA
R,Peter Lake,2001,219,8/7/01,0.8,2,NA,NA,1.647,137.25,NA,NA,NA,NA
R,Peter Lake,2001,219,8/7/01,1.6,3,NA,NA,1.662,138.5,NA,NA,NA,NA
R,Peter Lake,2001,219,8/7/01,3,4,NA,NA,1.847,153.9166667,NA,NA,NA,NA
R,Peter Lake,2001,219,8/7/01,3.9,5,NA,NA,2.076,173,NA,NA,NA,NA
R,Peter Lake,2001,219,8/7/01,6.2,6,NA,NA,5.231,435.9166667,NA,NA,NA,NA
R,Peter Lake,2001,219,8/7/01,12,7,NA,NA,10.311,859.25,NA,NA,NA,NA
R,Peter Lake,2001,219,8/7/01,Hypolimnion,7,1.75,0.32,NA,NA,NA,NA,5.6,0.286
L,Paul Lake,2001,225,8/13/01,Metalimnion,-2,0.71,0.07,NA,NA,NA,NA,3.41,0.062
L,Paul Lake,2001,225,8/13/01,PML,-1,0.55,0.07,NA,NA,NA,NA,4.09,0.063
L,Paul Lake,2001,225,8/13/01,0,1,NA,NA,1.123,93.58333333,351,1137,NA,NA
L,Paul Lake,2001,225,8/13/01,0.6,2,NA,NA,1.168,97.33333333,NA,NA,NA,NA
L,Paul Lake,2001,225,8/13/01,1.4,3,NA,NA,1.146,95.5,NA,NA,NA,NA
L,Paul Lake,2001,225,8/13/01,2.5,4,NA,NA,1.152,96,NA,NA,NA,NA
L,Paul Lake,2001,225,8/13/01,3.3,5,NA,NA,1.978,164.8333333,NA,NA,NA,NA
L,Paul Lake,2001,225,8/13/01,5.1,6,NA,NA,2.544,212,NA,NA,NA,NA
L,Paul Lake,2001,225,8/13/01,9,7,NA,NA,9.416,784.6666667,NA,NA,NA,NA
L,Paul Lake,2001,225,8/13/01,Hypolimnion,7,2.19,0.3,NA,NA,NA,NA,4.45,0.474
L,Paul Lake,2001,225,8/13/01,NA,NA,0.53,0.06,NA,NA,NA,NA,NA,NA
R,Peter Lake,2001,226,8/14/01,Metalimnion,-2,0.61,0.08,NA,NA,NA,NA,4.49,0.063
R,Peter Lake,2001,226,8/14/01,PML,-1,0.51,0.07,NA,NA,NA,NA,4.77,0.057
R,Peter Lake,2001,226,8/14/01,0,1,NA,NA,1.76,146.6666667,341,800,NA,NA
R,Peter Lake,2001,226,8/14/01,0.75,2,NA,NA,1.82,151.6666667,NA,NA,NA,NA
R,Peter Lake,2001,226,8/14/01,1.7,3,NA,NA,1.734,144.5,NA,NA,NA,NA
R,Peter Lake,2001,226,8/14/01,2.9,4,NA,NA,1.758,146.5,NA,NA,NA,NA
R,Peter Lake,2001,226,8/14/01,4,5,NA,NA,2.362,196.8333333,NA,NA,NA,NA
R,Peter Lake,2001,226,8/14/01,6.1,6,NA,NA,5.44,453.3333333,NA,NA,NA,NA
R,Peter Lake,2001,226,8/14/01,12,7,NA,NA,10.767,897.25,NA,NA,NA,NA
R,Peter Lake,2001,226,8/14/01,Hypolimnion,7,1.7,0.31,NA,NA,NA,NA,5.76,0.273
H,Hummingbird Lake,2001,227,8/15/01,Metalimnion,-2,1.33,0.18,NA,NA,NA,NA,20.83,0.868
H,Hummingbird Lake,2001,227,8/15/01,PML,-1,1.18,0.2,NA,NA,NA,NA,21.34,0.877
H,Hummingbird Lake,2001,227,8/15/01,0,1,NA,NA,1.102,91.83333333,347,2309,NA,NA
H,Hummingbird Lake,2001,227,8/15/01,0.25,3,NA,NA,1.14,95,NA,NA,NA,NA
H,Hummingbird Lake,2001,227,8/15/01,0.5,4,NA,NA,1.117,93.08333333,NA,NA,NA,NA
H,Hummingbird Lake,2001,227,8/15/01,0.75,5,NA,NA,1.628,135.6666667,NA,NA,NA,NA
H,Hummingbird Lake,2001,227,8/15/01,1,6,NA,NA,1.435,119.5833333,NA,NA,NA,NA
H,Hummingbird Lake,2001,227,8/15/01,6,7,NA,NA,7.858,654.8333333,NA,NA,NA,NA
H,Hummingbird Lake,2001,227,8/15/01,Hypolimnion,7,1.19,0.17,NA,NA,NA,NA,20.32,0.815
L,Paul Lake,2001,232,8/20/01,Metalimnion,-2,0.52,0.07,NA,NA,NA,NA,3.52,0.058
L,Paul Lake,2001,232,8/20/01,PML,-1,0.44,0.06,NA,NA,NA,NA,4.45,0.059
L,Paul Lake,2001,232,8/20/01,0,1,NA,NA,1.168,97.33333333,386,1233,NA,NA
L,Paul Lake,2001,232,8/20/01,0.75,2,NA,NA,1.165,97.08333333,NA,NA,NA,NA
L,Paul Lake,2001,232,8/20/01,1.6,3,NA,NA,1.219,101.5833333,NA,NA,NA,NA
L,Paul Lake,2001,232,8/20/01,2.7,4,NA,NA,2.228,185.6666667,NA,NA,NA,NA
L,Paul Lake,2001,232,8/20/01,3.5,5,NA,NA,1.692,141,NA,NA,NA,NA
L,Paul Lake,2001,232,8/20/01,5.3,6,NA,NA,2.751,229.25,NA,NA,NA,NA
L,Paul Lake,2001,232,8/20/01,9,7,NA,NA,8.846,737.1666667,NA,NA,NA,NA
L,Paul Lake,2001,232,8/20/01,Hypolimnion,7,2.49,0.35,NA,NA,NA,NA,4.29,0.407
R,Peter Lake,2001,233,8/21/01,Metalimnion,-2,0.58,0.1,NA,NA,NA,NA,4.2,0.058
R,Peter Lake,2001,233,8/21/01,PML,-1,0.53,0.07,NA,NA,NA,NA,4.38,0.055
R,Peter Lake,2001,233,8/21/01,0,1,NA,NA,1.637,136.4166667,349,663,NA,NA
R,Peter Lake,2001,233,8/21/01,0.7,2,NA,NA,1.713,142.75,NA,NA,NA,NA
R,Peter Lake,2001,233,8/21/01,1.7,3,NA,NA,1.709,142.4166667,NA,NA,NA,NA
R,Peter Lake,2001,233,8/21/01,3,4,NA,NA,1.719,143.25,NA,NA,NA,NA
R,Peter Lake,2001,233,8/21/01,4,5,NA,NA,2.6,216.6666667,NA,NA,NA,NA
R,Peter Lake,2001,233,8/21/01,5.9,6,NA,NA,5.054,421.1666667,NA,NA,NA,NA
R,Peter Lake,2001,233,8/21/01,12,7,NA,NA,10.225,852.0833333,NA,NA,NA,NA
R,Peter Lake,2001,233,8/21/01,Hypolimnion,7,1.73,0.34,NA,NA,NA,NA,4.93,0.209
L,Paul Lake,2001,239,8/27/01,Metalimnion,-2,0.46,0.06,NA,NA,NA,NA,3.23,0.063
L,Paul Lake,2001,239,8/27/01,PML,-1,0.42,0.05,NA,NA,NA,NA,3.43,0.055
L,Paul Lake,2001,239,8/27/01,0,1,NA,NA,1.182,98.5,355,1244,NA,NA
L,Paul Lake,2001,239,8/27/01,0.7,2,NA,NA,1.227,102.25,NA,NA,NA,NA
L,Paul Lake,2001,239,8/27/01,1.7,3,NA,NA,1.213,101.0833333,NA,NA,NA,NA
L,Paul Lake,2001,239,8/27/01,2.9,4,NA,NA,1.387,115.5833333,NA,NA,NA,NA
L,Paul Lake,2001,239,8/27/01,3.8,5,NA,NA,2.6,216.6666667,NA,NA,NA,NA
L,Paul Lake,2001,239,8/27/01,5.5,6,NA,NA,4.063,338.5833333,NA,NA,NA,NA
L,Paul Lake,2001,239,8/27/01,9,7,NA,NA,9.977,831.4166667,NA,NA,NA,NA
L,Paul Lake,2001,239,8/27/01,Hypolimnion,7,2.7,0.36,NA,NA,NA,NA,4.43,0.496
L,Paul Lake,2001,239,8/27/01,NA,NA,0.37,0.06,NA,NA,NA,NA,NA,NA
R,Peter Lake,2001,240,8/28/01,Metalimnion,-2,0.63,0.09,NA,NA,NA,NA,4.19,0.059
R,Peter Lake,2001,240,8/28/01,PML,-1,0.59,0.08,NA,NA,NA,NA,4.28,0.059
R,Peter Lake,2001,240,8/28/01,0,1,NA,NA,1.526,127.1666667,385,492,NA,NA
R,Peter Lake,2001,240,8/28/01,0.7,2,NA,NA,1.616,134.6666667,NA,NA,NA,NA
R,Peter Lake,2001,240,8/28/01,1.7,3,NA,NA,1.748,145.6666667,NA,NA,NA,NA
R,Peter Lake,2001,240,8/28/01,3,4,NA,NA,1.636,136.3333333,NA,NA,NA,NA
R,Peter Lake,2001,240,8/28/01,4,5,NA,NA,2.047,170.5833333,NA,NA,NA,NA
R,Peter Lake,2001,240,8/28/01,6,6,NA,NA,4.534,377.8333333,NA,NA,NA,NA
R,Peter Lake,2001,240,8/28/01,12,7,NA,NA,11.249,937.4166667,NA,NA,NA,NA
R,Peter Lake,2001,240,8/28/01,Hypolimnion,7,1.8,0.33,NA,NA,NA,NA,5.59,0.296
R,Peter Lake,2002,148,5/28/02,Metalimnion,-2,0.99,0.16,NA,NA,NA,NA,5.3,0.07
R,Peter Lake,2002,148,5/28/02,PML,-1,1.1,0.13,NA,NA,NA,NA,4.9,0.069
R,Peter Lake,2002,148,5/28/02,0,1,NA,NA,1.775,147.9166667,398.96,140.56,NA,NA
R,Peter Lake,2002,148,5/28/02,0.75,2,NA,NA,1.8,150,NA,NA,NA,NA
R,Peter Lake,2002,148,5/28/02,1.5,3,NA,NA,1.747,145.5833333,NA,NA,NA,NA
R,Peter Lake,2002,148,5/28/02,2.5,4,NA,NA,1.636,136.3333333,NA,NA,NA,NA
R,Peter Lake,2002,148,5/28/02,3.3,5,NA,NA,1.576,131.3333333,NA,NA,NA,NA
R,Peter Lake,2002,148,5/28/02,5,6,NA,NA,1.912,159.3333333,NA,NA,NA,NA
R,Peter Lake,2002,148,5/28/02,12,7,NA,NA,8.015,667.9166667,NA,NA,NA,NA
R,Peter Lake,2002,148,5/28/02,Hypolimnion,7,1.12,0.25,NA,NA,NA,NA,5.29,0.168
T,Tuesday Lake,2002,149,5/29/02,Metalimnion,-2,1.47,0.19,NA,NA,NA,NA,7.91,0.158
T,Tuesday Lake,2002,149,5/29/02,PML,-1,1.1,0.16,NA,NA,NA,NA,7.86,0.151
T,Tuesday Lake,2002,149,5/29/02,0,1,NA,NA,0.874,72.83333333,387,491.8,NA,NA
T,Tuesday Lake,2002,149,5/29/02,0.5,2,NA,NA,0.854,71.16666667,NA,NA,NA,NA
T,Tuesday Lake,2002,149,5/29/02,0.9,3,NA,NA,0.793,66.08333333,NA,NA,NA,NA
T,Tuesday Lake,2002,149,5/29/02,1.6,4,NA,NA,0.738,61.5,NA,NA,NA,NA
T,Tuesday Lake,2002,149,5/29/02,2.1,5,NA,NA,0.665,55.41666667,NA,NA,NA,NA
T,Tuesday Lake,2002,149,5/29/02,3.3,6,NA,NA,0.81,67.5,NA,NA,NA,NA
T,Tuesday Lake,2002,149,5/29/02,12,7,NA,NA,6.693,557.75,NA,NA,NA,NA
T,Tuesday Lake,2002,149,5/29/02,Hypolimnion,7,1.94,0.26,NA,NA,NA,NA,8.28,0.244
L,Paul Lake,2002,150,5/30/02,Metalimnion,-2,1.48,0.19,NA,NA,NA,NA,3.59,0.078
L,Paul Lake,2002,150,5/30/02,PML,-1,0.57,0.08,NA,NA,NA,NA,3.77,0.062
L,Paul Lake,2002,150,5/30/02,0,1,NA,NA,1.198,99.83333333,414.66,828.27,NA,NA
L,Paul Lake,2002,150,5/30/02,0.65,2,NA,NA,1.213,101.0833333,NA,NA,NA,NA
L,Paul Lake,2002,150,5/30/02,1.3,3,NA,NA,1.17,97.5,NA,NA,NA,NA
L,Paul Lake,2002,150,5/30/02,2.7,4,NA,NA,1.079,89.91666667,NA,NA,NA,NA
L,Paul Lake,2002,150,5/30/02,3.6,5,NA,NA,1.113,92.75,NA,NA,NA,NA
L,Paul Lake,2002,150,5/30/02,4.5,6,NA,NA,1.072,89.33333333,NA,NA,NA,NA
L,Paul Lake,2002,150,5/30/02,9,7,NA,NA,5.325,443.75,NA,NA,NA,NA
L,Paul Lake,2002,150,5/30/02,Hypolimnion,7,3.02,0.52,NA,NA,NA,NA,3.81,0.064
R,Peter Lake,2002,154,6/3/02,Metalimnion,-2,1.34,0.3,NA,NA,NA,NA,4.51,0.067
R,Peter Lake,2002,154,6/3/02,PML,-1,0.77,0.1,NA,NA,NA,NA,4.62,0.064
R,Peter Lake,2002,154,6/3/02,0,1,NA,NA,1.499,124.9166667,387.33,313.46,NA,NA
R,Peter Lake,2002,154,6/3/02,0.75,2,NA,NA,1.547,128.9166667,NA,NA,NA,NA
R,Peter Lake,2002,154,6/3/02,1.4,3,NA,NA,1.626,135.5,NA,NA,NA,NA
R,Peter Lake,2002,154,6/3/02,2.5,4,NA,NA,1.333,111.0833333,NA,NA,NA,NA
R,Peter Lake,2002,154,6/3/02,3.4,5,NA,NA,0.917,76.41666667,NA,NA,NA,NA
R,Peter Lake,2002,154,6/3/02,5,6,NA,NA,2.025,168.75,NA,NA,NA,NA
R,Peter Lake,2002,154,6/3/02,12,7,NA,NA,7.37,614.1666667,NA,NA,NA,NA
R,Peter Lake,2002,154,6/3/02,Hypolimnion,7,0.99,0.19,NA,NA,NA,NA,4.97,0.116
T,Tuesday Lake,2002,155,6/4/02,Metalimnion,-2,1.03,0.11,NA,NA,NA,NA,9.58,0.163
T,Tuesday Lake,2002,155,6/4/02,PML,-1,1.28,0.18,NA,NA,NA,NA,7.75,0.151
T,Tuesday Lake,2002,155,6/4/02,0,1,NA,NA,0.777,64.75,382.09,712.83,NA,NA
T,Tuesday Lake,2002,155,6/4/02,0.4,2,NA,NA,0.796,66.33333333,NA,NA,NA,NA
T,Tuesday Lake,2002,155,6/4/02,0.8,3,NA,NA,0.811,67.58333333,NA,NA,NA,NA
T,Tuesday Lake,2002,155,6/4/02,1.3,4,NA,NA,0.789,65.75,NA,NA,NA,NA
T,Tuesday Lake,2002,155,6/4/02,1.9,5,NA,NA,0.817,68.08333333,NA,NA,NA,NA
T,Tuesday Lake,2002,155,6/4/02,3.1,6,NA,NA,0.734,61.16666667,NA,NA,NA,NA
T,Tuesday Lake,2002,155,6/4/02,12,7,NA,NA,6.342,528.5,NA,NA,NA,NA
T,Tuesday Lake,2002,155,6/4/02,Hypolimnion,7,1.58,0.21,NA,NA,NA,NA,8.76,0.244
L,Paul Lake,2002,156,6/5/02,Metalimnion,-2,1.38,0.19,NA,NA,NA,NA,3.86,0.07
L,Paul Lake,2002,156,6/5/02,PML,-1,0.85,0.18,NA,NA,NA,NA,6.19,0.074
L,Paul Lake,2002,156,6/5/02,0,1,NA,NA,1.074,89.5,368.89,724.54,NA,NA
L,Paul Lake,2002,156,6/5/02,0.45,2,NA,NA,1.065,88.75,NA,NA,NA,NA
L,Paul Lake,2002,156,6/5/02,1,3,NA,NA,1.101,91.75,NA,NA,NA,NA
L,Paul Lake,2002,156,6/5/02,2,4,NA,NA,1.189,99.08333333,NA,NA,NA,NA
L,Paul Lake,2002,156,6/5/02,2.9,5,NA,NA,1.045,87.08333333,NA,NA,NA,NA
L,Paul Lake,2002,156,6/5/02,4.2,6,NA,NA,1.269,105.75,NA,NA,NA,NA
L,Paul Lake,2002,156,6/5/02,9,7,NA,NA,5.022,418.5,NA,NA,NA,NA
L,Paul Lake,2002,156,6/5/02,Hypolimnion,7,2.52,0.37,NA,NA,NA,NA,3.59,0.085
R,Peter Lake,2002,161,6/10/02,Metalimnion,-2,1.16,0.16,NA,NA,NA,NA,4.79,0.069
R,Peter Lake,2002,161,6/10/02,PML,-1,1.13,0.18,NA,NA,NA,NA,5.3,0.063
R,Peter Lake,2002,161,6/10/02,0,1,NA,NA,1.225,102.0833333,504.88,81.51,NA,NA
R,Peter Lake,2002,161,6/10/02,0.75,2,NA,NA,1.257,104.75,NA,NA,NA,NA
R,Peter Lake,2002,161,6/10/02,1.4,3,NA,NA,1.159,96.58333333,NA,NA,NA,NA
R,Peter Lake,2002,161,6/10/02,2.3,4,NA,NA,1.079,89.91666667,NA,NA,NA,NA
R,Peter Lake,2002,161,6/10/02,3,5,NA,NA,0.982,81.83333333,NA,NA,NA,NA
R,Peter Lake,2002,161,6/10/02,4.5,6,NA,NA,1.11,92.5,NA,NA,NA,NA
R,Peter Lake,2002,161,6/10/02,12,7,NA,NA,7.763,646.9166667,NA,NA,NA,NA
R,Peter Lake,2002,161,6/10/02,Hypolimnion,7,1.05,0.2,NA,NA,NA,NA,4.86,0.181
T,Tuesday Lake,2002,162,6/11/02,Metalimnion,-2,1.07,0.11,NA,NA,NA,NA,8.07,0.156
T,Tuesday Lake,2002,162,6/11/02,PML,-1,1.11,0.15,NA,NA,NA,NA,7.91,0.137
T,Tuesday Lake,2002,162,6/11/02,0,1,NA,NA,0.606,50.5,370.38,597.84,NA,NA
T,Tuesday Lake,2002,162,6/11/02,0.45,2,NA,NA,0.629,52.41666667,NA,NA,NA,NA
T,Tuesday Lake,2002,162,6/11/02,0.85,3,NA,NA,0.617,51.41666667,NA,NA,NA,NA
T,Tuesday Lake,2002,162,6/11/02,1.5,4,NA,NA,0.6,50,NA,NA,NA,NA
T,Tuesday Lake,2002,162,6/11/02,2.1,5,NA,NA,0.593,49.41666667,NA,NA,NA,NA
T,Tuesday Lake,2002,162,6/11/02,3.3,6,NA,NA,0.527,43.91666667,NA,NA,NA,NA
T,Tuesday Lake,2002,162,6/11/02,12,7,NA,NA,5.935,494.5833333,NA,NA,NA,NA
T,Tuesday Lake,2002,162,6/11/02,Hypolimnion,7,1.39,0.19,NA,NA,NA,NA,10.07,0.278
L,Paul Lake,2002,163,6/12/02,Metalimnion,-2,1.41,0.2,NA,NA,NA,NA,6.78,0.073
L,Paul Lake,2002,163,6/12/02,PML,-1,0.55,0.08,NA,NA,NA,NA,4.47,0.071
L,Paul Lake,2002,163,6/12/02,0,1,NA,NA,1.05,87.5,367.14,869.6,NA,NA
L,Paul Lake,2002,163,6/12/02,0.5,2,NA,NA,1.108,92.33333333,NA,NA,NA,NA
L,Paul Lake,2002,163,6/12/02,0.95,3,NA,NA,1.163,96.91666667,NA,NA,NA,NA
L,Paul Lake,2002,163,6/12/02,1.9,4,NA,NA,1.106,92.16666667,NA,NA,NA,NA
L,Paul Lake,2002,163,6/12/02,2.8,5,NA,NA,1.002,83.5,NA,NA,NA,NA
L,Paul Lake,2002,163,6/12/02,4.3,6,NA,NA,1.051,87.58333333,NA,NA,NA,NA
L,Paul Lake,2002,163,6/12/02,9,7,NA,NA,5.814,484.5,NA,NA,NA,NA
L,Paul Lake,2002,163,6/12/02,Hypolimnion,7,2.17,0.34,NA,NA,NA,NA,4.37,0.145
R,Peter Lake,2002,168,6/17/02,Metalimnion,-2,1.4,0.23,NA,NA,NA,NA,4.6,0.065
R,Peter Lake,2002,168,6/17/02,PML,-1,0.8,0.14,NA,NA,NA,NA,5.68,0.078
R,Peter Lake,2002,168,6/17/02,0,1,NA,NA,1.221,101.75,366.13,118.99,NA,NA
R,Peter Lake,2002,168,6/17/02,0.5,2,NA,NA,1.444,120.3333333,NA,NA,NA,NA
R,Peter Lake,2002,168,6/17/02,1.2,3,NA,NA,1.175,97.91666667,NA,NA,NA,NA
R,Peter Lake,2002,168,6/17/02,2.1,4,NA,NA,1.124,93.66666667,NA,NA,NA,NA
R,Peter Lake,2002,168,6/17/02,2.8,5,NA,NA,0.967,80.58333333,NA,NA,NA,NA
R,Peter Lake,2002,168,6/17/02,4.2,6,NA,NA,1.501,125.0833333,NA,NA,NA,NA
R,Peter Lake,2002,168,6/17/02,12,7,NA,NA,7.953,662.75,NA,NA,NA,NA
R,Peter Lake,2002,168,6/17/02,Hypolimnion,7,0.97,0.18,NA,NA,NA,NA,5.66,0.179
R,Peter Lake,2002,168,6/17/02,0.6,NA,NA,NA,1.246,103.8333333,NA,NA,NA,NA
T,Tuesday Lake,2002,168,6/17/02,0.5,NA,NA,NA,1.07,89.16666667,NA,NA,NA,NA
R,Peter Lake,2002,169,6/18/02,0.5,NA,NA,NA,1.414,117.8333333,NA,NA,NA,NA
T,Tuesday Lake,2002,169,6/18/02,Metalimnion,-2,1.16,0.11,NA,NA,NA,NA,5.93,0.162
T,Tuesday Lake,2002,169,6/18/02,PML,-1,1.13,0.15,NA,NA,NA,NA,9.18,0.169
T,Tuesday Lake,2002,169,6/18/02,0,1,NA,NA,0.732,61,411.53,681.31,NA,NA
T,Tuesday Lake,2002,169,6/18/02,0.4,2,NA,NA,0.73,60.83333333,NA,NA,NA,NA
T,Tuesday Lake,2002,169,6/18/02,0.85,3,NA,NA,0.822,68.5,NA,NA,NA,NA
T,Tuesday Lake,2002,169,6/18/02,1.4,4,NA,NA,0.796,66.33333333,NA,NA,NA,NA
T,Tuesday Lake,2002,169,6/18/02,1.9,5,NA,NA,1.421,118.4166667,NA,NA,NA,NA
T,Tuesday Lake,2002,169,6/18/02,3,6,NA,NA,0.569,47.41666667,NA,NA,NA,NA
T,Tuesday Lake,2002,169,6/18/02,12,7,NA,NA,6.225,518.75,NA,NA,NA,NA
T,Tuesday Lake,2002,169,6/18/02,Hypolimnion,7,1.31,0.19,NA,NA,NA,NA,9.6,0.265
T,Tuesday Lake,2002,169,6/18/02,0.5,NA,NA,NA,0.865,72.08333333,NA,NA,NA,NA
L,Paul Lake,2002,170,6/19/02,Metalimnion,-2,1.12,0.14,NA,NA,NA,NA,3.63,0.072
L,Paul Lake,2002,170,6/19/02,PML,-1,0.47,0.07,NA,NA,NA,NA,4.04,0.077
L,Paul Lake,2002,170,6/19/02,0,1,NA,NA,1.152,96,388.28,968.91,NA,NA
L,Paul Lake,2002,170,6/19/02,0.6,2,NA,NA,1.141,95.08333333,NA,NA,NA,NA
L,Paul Lake,2002,170,6/19/02,1.1,3,NA,NA,1.135,94.58333333,NA,NA,NA,NA
L,Paul Lake,2002,170,6/19/02,2,4,NA,NA,1.178,98.16666667,NA,NA,NA,NA
L,Paul Lake,2002,170,6/19/02,2.9,5,NA,NA,1.189,99.08333333,NA,NA,NA,NA
L,Paul Lake,2002,170,6/19/02,4.5,6,NA,NA,1.133,94.41666667,NA,NA,NA,NA
L,Paul Lake,2002,170,6/19/02,9,7,NA,NA,5.403,450.25,NA,NA,NA,NA
L,Paul Lake,2002,170,6/19/02,Hypolimnion,7,1.92,0.3,NA,NA,NA,NA,4.2,0.13
R,Peter Lake,2002,170,6/19/02,0.5,NA,NA,NA,1.712,142.6666667,NA,NA,NA,NA
T,Tuesday Lake,2002,170,6/19/02,0.5,NA,NA,NA,1.052,87.66666667,NA,NA,NA,NA
R,Peter Lake,2002,171,6/20/02,0.5,NA,NA,NA,1.604,133.6666667,NA,NA,NA,NA
T,Tuesday Lake,2002,171,6/20/02,0.5,NA,NA,NA,1.068,89,NA,NA,NA,NA
R,Peter Lake,2002,172,6/21/02,0.5,NA,NA,NA,1.644,137,NA,NA,NA,NA
T,Tuesday Lake,2002,172,6/21/02,0.5,NA,NA,NA,0.924,77,NA,NA,NA,NA
R,Peter Lake,2002,173,6/22/02,0.5,NA,NA,NA,1.643,136.9166667,NA,NA,NA,NA
T,Tuesday Lake,2002,173,6/22/02,NA,NA,NA,NA,0.936,78,NA,NA,NA,NA
R,Peter Lake,2002,174,6/23/02,0.5,NA,NA,NA,1.766,147.1666667,NA,NA,NA,NA
R,Peter Lake,2002,175,6/24/02,Metalimnion,-2,1.11,0.19,NA,NA,NA,NA,4.44,0.072
R,Peter Lake,2002,175,6/24/02,PML,-1,0.78,0.16,NA,NA,NA,NA,5.03,0.075
R,Peter Lake,2002,175,6/24/02,0,1,NA,NA,1.488,124,377.24,635.96,NA,NA
R,Peter Lake,2002,175,6/24/02,0.6,2,NA,NA,1.435,119.5833333,NA,NA,NA,NA
R,Peter Lake,2002,175,6/24/02,1,3,NA,NA,1.531,127.5833333,NA,NA,NA,NA
R,Peter Lake,2002,175,6/24/02,2.1,4,NA,NA,1.563,130.25,NA,NA,NA,NA
R,Peter Lake,2002,175,6/24/02,3.1,5,NA,NA,1.266,105.5,NA,NA,NA,NA
R,Peter Lake,2002,175,6/24/02,4.7,6,NA,NA,1.549,129.0833333,NA,NA,NA,NA
R,Peter Lake,2002,175,6/24/02,12,7,NA,NA,7.996,666.3333333,NA,NA,NA,NA
R,Peter Lake,2002,175,6/24/02,Hypolimnion,7,1.3,0.26,NA,NA,NA,NA,5.65,0.156
R,Peter Lake,2002,175,6/24/02,NA,NA,NA,NA,1.584,132,NA,NA,NA,NA
T,Tuesday Lake,2002,175,6/24/02,NA,NA,NA,NA,0.706,58.83333333,NA,NA,NA,NA
R,Peter Lake,2002,176,6/25/02,NA,NA,NA,NA,1.298,108.1666667,NA,NA,NA,NA
T,Tuesday Lake,2002,176,6/25/02,Metalimnion,-2,1.04,0.13,NA,NA,NA,NA,7.95,0.164
T,Tuesday Lake,2002,176,6/25/02,PML,-1,1.07,0.11,NA,NA,NA,NA,8.23,0.153
T,Tuesday Lake,2002,176,6/25/02,0,1,NA,NA,0.651,54.25,367.43,500.85,NA,NA
T,Tuesday Lake,2002,176,6/25/02,0.4,2,NA,NA,0.587,48.91666667,NA,NA,NA,NA
T,Tuesday Lake,2002,176,6/25/02,0.85,3,NA,NA,0.595,49.58333333,NA,NA,NA,NA
T,Tuesday Lake,2002,176,6/25/02,1.5,4,NA,NA,0.639,53.25,NA,NA,NA,NA
T,Tuesday Lake,2002,176,6/25/02,2,5,NA,NA,1.553,129.4166667,NA,NA,NA,NA
T,Tuesday Lake,2002,176,6/25/02,3.3,6,NA,NA,0.8,66.66666667,NA,NA,NA,NA
T,Tuesday Lake,2002,176,6/25/02,12,7,NA,NA,6.626,552.1666667,NA,NA,NA,NA
T,Tuesday Lake,2002,176,6/25/02,Hypolimnion,7,1.33,0.2,NA,NA,NA,NA,10.63,0.27
