Rainfall - (MM), Year, Statistics, Country, ISO3
69.9056, 2001, Jul Average, Brazil, BRA
48.4775, 2001, Aug Average, Brazil, BRA
83.6756, 2001, Sep Average, Brazil, BRA
132.902, 2001, Oct Average, Brazil, BRA
177.945, 2001, Nov Average, Brazil, BRA
232.173, 2001, Dec Average, Brazil, BRA
274.321, 2002, Jan Average, Brazil, BRA
215.577, 2002, Feb Average, Brazil, BRA
215.577, 2002, Mar Average, Brazil, BRA
191.741, 2002, Apr Average, Brazil, BRA
152.821, 2002, May Average, Brazil, BRA
81.0081, 2002, Jun Average, Brazil, BRA
63.698, 2002, Jul Average, Brazil, BRA
56.1344, 2002, Aug Average, Brazil, BRA
75.3035, 2002, Sep Average, Brazil, BRA
115.758, 2002, Oct Average, Brazil, BRA
141.532, 2002, Nov Average, Brazil, BRA
235.131, 2002, Dec Average, Brazil, BRA
218.979, 2003, Jan Average, Brazil, BRA
233.898, 2003, Feb Average, Brazil, BRA
224.243, 2003, Mar Average, Brazil, BRA
171.405, 2003, Apr Average, Brazil, BRA
134.656, 2003, May Average, Brazil, BRA
86.2865, 2003, Jun Average, Brazil, BRA
58.5221, 2003, Jul Average, Brazil, BRA
65.2096, 2003, Aug Average, Brazil, BRA
85.3208, 2003, Sep Average, Brazil, BRA
105.474, 2003, Oct Average, Brazil, BRA
152.578, 2003, Nov Average, Brazil, BRA
155.336, 2003, Dec Average, Brazil, BRA
275.218, 2004, Jan Average, Brazil, BRA
279.715, 2004, Feb Average, Brazil, BRA
249.953, 2004, Mar Average, Brazil, BRA
162.854, 2004, Apr Average, Brazil, BRA
133.053, 2004, May Average, Brazil, BRA
74.7453, 2004, Jun Average, Brazil, BRA
76.1883, 2004, Jul Average, Brazil, BRA
51.4091, 2004, Aug Average, Brazil, BRA
54.1408, 2004, Sep Average, Brazil, BRA
120.685, 2004, Oct Average, Brazil, BRA
143.71, 2004, Nov Average, Brazil, BRA
179.312, 2004, Dec Average, Brazil, BRA
220.766, 2005, Jan Average, Brazil, BRA
225.89, 2005, Feb Average, Brazil, BRA
285.732, 2005, Mar Average, Brazil, BRA
186.65, 2005, Apr Average, Brazil, BRA
161.415, 2005, May Average, Brazil, BRA
70.305, 2005, Jun Average, Brazil, BRA
47.144, 2005, Jul Average, Brazil, BRA
51.4537, 2005, Aug Average, Brazil, BRA
71.6992, 2005, Sep Average, Brazil, BRA
113.066, 2005, Oct Average, Brazil, BRA
137.595, 2005, Nov Average, Brazil, BRA
241.65, 2005, Dec Average, Brazil, BRA
203.852, 2006, Jan Average, Brazil, BRA
237.058, 2006, Feb Average, Brazil, BRA
261.471, 2006, Mar Average, Brazil, BRA
219.675, 2006, Apr Average, Brazil, BRA
157.874, 2006, May Average, Brazil, BRA
81.0846, 2006, Jun Average, Brazil, BRA
60.9879, 2006, Jul Average, Brazil, BRA
46.0967, 2006, Aug Average, Brazil, BRA
73.7723, 2006, Sep Average, Brazil, BRA
131.124, 2006, Oct Average, Brazil, BRA
178.842, 2006, Nov Average, Brazil, BRA
206.148, 2006, Dec Average, Brazil, BRA
211.163, 2007, Jan Average, Brazil, BRA
242.422, 2007, Feb Average, Brazil, BRA
209.806, 2007, Mar Average, Brazil, BRA
183.982, 2007, Apr Average, Brazil, BRA
125.068, 2007, May Average, Brazil, BRA
66.1688, 2007, Jun Average, Brazil, BRA
69.4399, 2007, Jul Average, Brazil, BRA
53.1302, 2007, Aug Average, Brazil, BRA
48.0215, 2007, Sep Average, Brazil, BRA
111.526, 2007, Oct Average, Brazil, BRA
165.099, 2007, Nov Average, Brazil, BRA
213.294, 2007, Dec Average, Brazil, BRA
273.881, 2008, Jan Average, Brazil, BRA
236.915, 2008, Feb Average, Brazil, BRA
276.601, 2008, Mar Average, Brazil, BRA
205.173, 2008, Apr Average, Brazil, BRA
134.812, 2008, May Average, Brazil, BRA
77.829, 2008, Jun Average, Brazil, BRA
55.3164, 2008, Jul Average, Brazil, BRA
54.6816, 2008, Aug Average, Brazil, BRA
74.755, 2008, Sep Average, Brazil, BRA
114.063, 2008, Oct Average, Brazil, BRA
157.871, 2008, Nov Average, Brazil, BRA
234.459, 2008, Dec Average, Brazil, BRA
243.597, 2009, Jan Average, Brazil, BRA
245.226, 2009, Feb Average, Brazil, BRA
262.495, 2009, Mar Average, Brazil, BRA
209.818, 2009, Apr Average, Brazil, BRA
148.634, 2009, May Average, Brazil, BRA
103.132, 2009, Jun Average, Brazil, BRA
74.99, 2009, Jul Average, Brazil, BRA
64.2687, 2009, Aug Average, Brazil, BRA
79.6446, 2009, Sep Average, Brazil, BRA
155.088, 2009, Oct Average, Brazil, BRA
140.53, 2009, Nov Average, Brazil, BRA
236.77, 2009, Dec Average, Brazil, BRA
245.466, 2010, Jan Average, Brazil, BRA
214.736, 2010, Feb Average, Brazil, BRA
240.907, 2010, Mar Average, Brazil, BRA
202.919, 2010, Apr Average, Brazil, BRA
133.099, 2010, May Average, Brazil, BRA
72.7541, 2010, Jun Average, Brazil, BRA
67.3053, 2010, Jul Average, Brazil, BRA
40.758, 2010, Aug Average, Brazil, BRA
57.6373, 2010, Sep Average, Brazil, BRA
113.856, 2010, Oct Average, Brazil, BRA
161.147, 2010, Nov Average, Brazil, BRA
213.956, 2010, Dec Average, Brazil, BRA
245.482, 2011, Jan Average, Brazil, BRA
262.373, 2011, Feb Average, Brazil, BRA
282.616, 2011, Mar Average, Brazil, BRA
203.862, 2011, Apr Average, Brazil, BRA
139.706, 2011, May Average, Brazil, BRA
72.2089, 2011, Jun Average, Brazil, BRA
62.3055, 2011, Jul Average, Brazil, BRA
52.4179, 2011, Aug Average, Brazil, BRA
52.0665, 2011, Sep Average, Brazil, BRA
140.386, 2011, Oct Average, Brazil, BRA
168.241, 2011, Nov Average, Brazil, BRA
180.697, 2011, Dec Average, Brazil, BRA
256.824, 2012, Jan Average, Brazil, BRA
239.551, 2012, Feb Average, Brazil, BRA
222.431, 2012, Mar Average, Brazil, BRA
167.197, 2012, Apr Average, Brazil, BRA
111.888, 2012, May Average, Brazil, BRA
74.9119, 2012, Jun Average, Brazil, BRA
62.8351, 2012, Jul Average, Brazil, BRA
40.8529, 2012, Aug Average, Brazil, BRA
58.7737, 2012, Sep Average, Brazil, BRA
86.6818, 2012, Oct Average, Brazil, BRA
161.262, 2012, Nov Average, Brazil, BRA
173.289, 2012, Dec Average, Brazil, BRA
234.139, 2013, Jan Average, Brazil, BRA
228.47, 2013, Feb Average, Brazil, BRA
197.588, 2013, Mar Average, Brazil, BRA
173.695, 2013, Apr Average, Brazil, BRA
142.058, 2013, May Average, Brazil, BRA
89.6447, 2013, Jun Average, Brazil, BRA
71.8725, 2013, Jul Average, Brazil, BRA
60.1136, 2013, Aug Average, Brazil, BRA
71.143, 2013, Sep Average, Brazil, BRA
119.35, 2013, Oct Average, Brazil, BRA
172.05, 2013, Nov Average, Brazil, BRA
212.597, 2013, Dec Average, Brazil, BRA
202.178, 2014, Jan Average, Brazil, BRA
229.507, 2014, Feb Average, Brazil, BRA
265.345, 2014, Mar Average, Brazil, BRA
194.447, 2014, Apr Average, Brazil, BRA
136.029, 2014, May Average, Brazil, BRA
83.6343, 2014, Jun Average, Brazil, BRA
69.5019, 2014, Jul Average, Brazil, BRA
49.0319, 2014, Aug Average, Brazil, BRA
67.9334, 2014, Sep Average, Brazil, BRA
95.0624, 2014, Oct Average, Brazil, BRA
171.367, 2014, Nov Average, Brazil, BRA
185.708, 2014, Dec Average, Brazil, BRA
198.674, 2015, Jan Average, Brazil, BRA
197.071, 2015, Feb Average, Brazil, BRA
250.926, 2015, Mar Average, Brazil, BRA
194.346, 2015, Apr Average, Brazil, BRA
148.205, 2015, May Average, Brazil, BRA
71.9657, 2015, Jun Average, Brazil, BRA
78.7769, 2015, Jul Average, Brazil, BRA
47.016, 2015, Aug Average, Brazil, BRA
53.2885, 2015, Sep Average, Brazil, BRA
80.3109, 2015, Oct Average, Brazil, BRA
121.426, 2015, Nov Average, Brazil, BRA
145.08, 2015, Dec Average, Brazil, BRA
253.296, 2016, Jan Average, Brazil, BRA
201.924, 2016, Feb Average, Brazil, BRA
200.512, 2016, Mar Average, Brazil, BRA
150.809, 2016, Apr Average, Brazil, BRA
108.458, 2016, May Average, Brazil, BRA
77.1786, 2016, Jun Average, Brazil, BRA
55.9171, 2016, Jul Average, Brazil, BRA
54.0275, 2016, Aug Average, Brazil, BRA
67.9271, 2016, Sep Average, Brazil, BRA
129.909, 2016, Oct Average, Brazil, BRA
129.564, 2016, Nov Average, Brazil, BRA
197.271, 2016, Dec Average, Brazil, BRA
