lakeid,lakename,year4,daynum,sampledate,depth,temperature_C,dissolvedOxygen,irradianceWater,irradianceDeck,comments
L,Paul Lake,1997,230,8/18/97,0,19,8.4,1181.5,792.6,NA
L,Paul Lake,1997,230,8/18/97,0.25,NA,NA,911.5,817.9,NA
L,Paul Lake,1997,230,8/18/97,0.5,19.1,8.3,760,819.9,NA
L,Paul Lake,1997,230,8/18/97,0.75,NA,NA,625.4,826.6,NA
L,Paul Lake,1997,230,8/18/97,1,19.1,8.3,460.6,836.6,NA
L,Paul Lake,1997,230,8/18/97,1.5,19.1,8.2,322.5,841.6,NA
L,Paul Lake,1997,230,8/18/97,2,19,8.2,227.2,840.2,NA
L,Paul Lake,1997,230,8/18/97,2.5,19,8.2,160.7,837.7,NA
L,Paul Lake,1997,230,8/18/97,3,18.9,8.1,112,844.2,NA
L,Paul Lake,1997,230,8/18/97,3.5,18.9,8.1,77.2,850.3,NA
L,Paul Lake,1997,230,8/18/97,4,17.7,8.4,52.9,850.4,NA
L,Paul Lake,1997,230,8/18/97,4.5,14.9,9.8,39,825.3,NA
L,Paul Lake,1997,230,8/18/97,5,11.9,7.6,29.7,825.2,NA
L,Paul Lake,1997,230,8/18/97,5.5,10.4,4,17.6,836,NA
L,Paul Lake,1997,230,8/18/97,6,8.6,1.5,11.3,841,NA
L,Paul Lake,1997,230,8/18/97,6.5,7.8,0.7,7.2,838.8,NA
L,Paul Lake,1997,230,8/18/97,7,6.8,0.4,NA,NA,NA
L,Paul Lake,1997,230,8/18/97,8,5.8,0.4,NA,NA,NA
L,Paul Lake,1997,230,8/18/97,9,5.4,0.4,NA,NA,NA
R,Peter Lake,1997,231,8/19/97,0,19.3,11.8,903.7,624.6,NA
R,Peter Lake,1997,231,8/19/97,0.25,NA,NA,600.2,596,NA
R,Peter Lake,1997,231,8/19/97,0.5,19.3,12.1,385.8,578.1,NA
R,Peter Lake,1997,231,8/19/97,0.75,NA,NA,259.2,582.2,NA
R,Peter Lake,1997,231,8/19/97,1,19.3,11.9,176.5,587,NA
R,Peter Lake,1997,231,8/19/97,1.5,19.2,11.9,125.5,741.5,NA
R,Peter Lake,1997,231,8/19/97,2,19.2,11.5,66.5,737.8,NA
R,Peter Lake,1997,231,8/19/97,2.5,19.1,11.2,40.2,745.8,NA
R,Peter Lake,1997,231,8/19/97,3,19.1,11.1,23.1,740.2,NA
R,Peter Lake,1997,231,8/19/97,3.5,18,11.1,11.5,637.4,NA
R,Peter Lake,1997,231,8/19/97,4,14.7,11.7,6.2,576.4,NA
R,Peter Lake,1997,231,8/19/97,4.5,11.7,8.9,3.3,488.2,NA
R,Peter Lake,1997,231,8/19/97,5,9.8,4,NA,NA,NA
R,Peter Lake,1997,231,8/19/97,5.5,7.8,0.8,NA,NA,NA
R,Peter Lake,1997,231,8/19/97,6,6.7,0.4,NA,NA,NA
R,Peter Lake,1997,231,8/19/97,6.5,5.9,0.4,NA,NA,NA
R,Peter Lake,1997,231,8/19/97,7,5.3,0.4,NA,NA,NA
R,Peter Lake,1997,231,8/19/97,8,4.8,0.4,NA,NA,NA
R,Peter Lake,1997,231,8/19/97,9,4.5,0.3,NA,NA,NA
R,Peter Lake,1997,231,8/19/97,10,4.4,0.3,NA,NA,NA
R,Peter Lake,1997,231,8/19/97,11,4.4,0.3,NA,NA,NA
R,Peter Lake,1997,231,8/19/97,12,4.4,0.3,NA,NA,NA
W,West Long Lake,1997,232,8/20/97,0,18.1,9.2,100.8,80.8,NA
W,West Long Lake,1997,232,8/20/97,0.25,NA,NA,60.7,78.4,NA
W,West Long Lake,1997,232,8/20/97,0.5,18.1,9.2,35.5,79.9,NA
W,West Long Lake,1997,232,8/20/97,0.75,NA,NA,23,80.1,NA
W,West Long Lake,1997,232,8/20/97,1,18.1,9.2,14,81.7,NA
W,West Long Lake,1997,232,8/20/97,1.5,18.1,9.2,6.2,82.4,NA
W,West Long Lake,1997,232,8/20/97,2,18.1,8.9,2.8,82.5,NA
W,West Long Lake,1997,232,8/20/97,2.5,17.6,6,1.5,83.9,NA
W,West Long Lake,1997,232,8/20/97,3,14.9,0.4,0.7,86.1,NA
W,West Long Lake,1997,232,8/20/97,3.5,11.4,0.4,NA,NA,NA
W,West Long Lake,1997,232,8/20/97,4,9.6,0.4,NA,NA,NA
W,West Long Lake,1997,232,8/20/97,4.5,7.7,0.4,NA,NA,NA
W,West Long Lake,1997,232,8/20/97,5,6.7,0.4,NA,NA,NA
W,West Long Lake,1997,232,8/20/97,5.5,6.1,0.4,NA,NA,NA
W,West Long Lake,1997,232,8/20/97,6,5.5,0.4,NA,NA,NA
W,West Long Lake,1997,232,8/20/97,6.5,5.3,0.4,NA,NA,NA
W,West Long Lake,1997,232,8/20/97,7,5.3,0.4,NA,NA,NA
W,West Long Lake,1997,232,8/20/97,8,5.2,0.4,NA,NA,NA
W,West Long Lake,1997,232,8/20/97,9,5.1,0.4,NA,NA,NA
W,West Long Lake,1997,232,8/20/97,10,5.1,0.4,NA,NA,NA
W,West Long Lake,1997,232,8/20/97,11,5.1,0.3,NA,NA,NA
W,West Long Lake,1997,232,8/20/97,12,5,0.3,NA,NA,NA
E,East Long Lake,1997,233,8/21/97,0,17.3,9.3,484.8,507.3,NA
E,East Long Lake,1997,233,8/21/97,0.25,NA,NA,197.5,500.8,NA
E,East Long Lake,1997,233,8/21/97,0.5,17.1,8.9,59.5,501.1,NA
E,East Long Lake,1997,233,8/21/97,0.75,NA,NA,27.4,514.8,NA
E,East Long Lake,1997,233,8/21/97,1,17.1,8.8,12.2,514.6,NA
E,East Long Lake,1997,233,8/21/97,1.5,17,8.7,3,496.2,NA
E,East Long Lake,1997,233,8/21/97,2,16.7,7.8,0.8,494.3,NA
E,East Long Lake,1997,233,8/21/97,2.5,13.4,0.4,NA,NA,NA
E,East Long Lake,1997,233,8/21/97,3,10.2,0.4,NA,NA,NA
E,East Long Lake,1997,233,8/21/97,3.5,8.3,0.4,NA,NA,NA
E,East Long Lake,1997,233,8/21/97,4,7.3,0.3,NA,NA,NA
E,East Long Lake,1997,233,8/21/97,4.5,6.8,0.3,NA,NA,NA
E,East Long Lake,1997,233,8/21/97,5,6.5,0.3,NA,NA,NA
E,East Long Lake,1997,233,8/21/97,5.5,6.2,0.3,NA,NA,NA
E,East Long Lake,1997,233,8/21/97,6,5.9,0.3,NA,NA,NA
E,East Long Lake,1997,233,8/21/97,6.5,5.7,0.3,NA,NA,NA
E,East Long Lake,1997,233,8/21/97,7,5.5,0.3,NA,NA,NA
E,East Long Lake,1997,233,8/21/97,8,5.3,0.3,NA,NA,NA
E,East Long Lake,1997,233,8/21/97,9,5.2,0.3,NA,NA,NA
E,East Long Lake,1997,233,8/21/97,10,5.1,0.3,NA,NA,NA
E,East Long Lake,1997,233,8/21/97,11,5.1,0.3,NA,NA,NA
E,East Long Lake,1997,233,8/21/97,12,5.1,0.3,NA,NA,NA
T,Tuesday Lake,1997,234,8/22/97,0,17.8,8.9,243.3,199.7,NA
T,Tuesday Lake,1997,234,8/22/97,0.25,NA,NA,144.1,174.5,NA
T,Tuesday Lake,1997,234,8/22/97,0.5,17.8,8.7,81.9,161,NA
T,Tuesday Lake,1997,234,8/22/97,0.75,NA,NA,56.1,153.3,NA
T,Tuesday Lake,1997,234,8/22/97,1,17.8,8.7,35.7,146.1,NA
T,Tuesday Lake,1997,234,8/22/97,1.5,17.8,8.6,18.2,143.8,NA
T,Tuesday Lake,1997,234,8/22/97,2,17.8,8.6,9.8,139,NA
T,Tuesday Lake,1997,234,8/22/97,2.5,17.7,8.5,5.7,137.4,NA
T,Tuesday Lake,1997,234,8/22/97,3,15,6.4,3.2,138.3,NA
T,Tuesday Lake,1997,234,8/22/97,3.5,11.7,6.4,1.4,143.3,NA
T,Tuesday Lake,1997,234,8/22/97,4,8.5,0.5,NA,NA,NA
T,Tuesday Lake,1997,234,8/22/97,4.5,6.8,0.4,NA,NA,NA
T,Tuesday Lake,1997,234,8/22/97,5,5.8,0.4,NA,NA,NA
T,Tuesday Lake,1997,234,8/22/97,5.5,5.4,0.4,NA,NA,NA
T,Tuesday Lake,1997,234,8/22/97,6,4.7,0.4,NA,NA,NA
T,Tuesday Lake,1997,234,8/22/97,6.5,4.5,0.4,NA,NA,NA
T,Tuesday Lake,1997,234,8/22/97,7,4.4,0.4,NA,NA,NA
T,Tuesday Lake,1997,234,8/22/97,8,4.2,0.4,NA,NA,NA
T,Tuesday Lake,1997,234,8/22/97,9,4.2,0.4,NA,NA,NA
T,Tuesday Lake,1997,234,8/22/97,10,4.2,0.4,NA,NA,NA
T,Tuesday Lake,1997,234,8/22/97,11,4.2,0.4,NA,NA,NA
T,Tuesday Lake,1997,234,8/22/97,12,4.2,0.4,NA,NA,NA
L,Paul Lake,1997,237,8/25/97,0,18.8,8.5,1032,718,NA
L,Paul Lake,1997,237,8/25/97,0.25,NA,NA,830,724,NA
L,Paul Lake,1997,237,8/25/97,0.5,18.1,8.4,570,704,NA
L,Paul Lake,1997,237,8/25/97,0.75,NA,NA,493,700,NA
L,Paul Lake,1997,237,8/25/97,1,18.1,8.4,421,729,NA
L,Paul Lake,1997,237,8/25/97,1.5,18.1,8.4,265,702,NA
L,Paul Lake,1997,237,8/25/97,2,18,8.5,207,722,NA
L,Paul Lake,1997,237,8/25/97,2.5,18,8.5,142,744,NA
L,Paul Lake,1997,237,8/25/97,3,18,8.4,112,767,NA
L,Paul Lake,1997,237,8/25/97,3.5,17.9,8.3,81.1,771,NA
L,Paul Lake,1997,237,8/25/97,4,17.6,8.2,57.4,754,NA
L,Paul Lake,1997,237,8/25/97,4.5,15.1,9,42.5,769,NA
L,Paul Lake,1997,237,8/25/97,5,12.4,6.5,29.3,754,NA
L,Paul Lake,1997,237,8/25/97,5.5,10.4,3,19,737,NA
L,Paul Lake,1997,237,8/25/97,6,8.9,1,16.7,719,NA
L,Paul Lake,1997,237,8/25/97,6.5,7.8,0.8,8.7,736,NA
L,Paul Lake,1997,237,8/25/97,7,6.9,0.5,NA,NA,NA
L,Paul Lake,1997,237,8/25/97,8,6.4,0.4,NA,NA,NA
L,Paul Lake,1997,237,8/25/97,9,5.4,0.4,NA,NA,NA
R,Peter Lake,1997,238,8/26/97,0,18.8,11.5,164.3,130.5,NA
R,Peter Lake,1997,238,8/26/97,0.25,NA,NA,119.8,133.1,NA
R,Peter Lake,1997,238,8/26/97,0.5,18.8,11.4,82.9,139.7,NA
R,Peter Lake,1997,238,8/26/97,0.75,NA,NA,59.6,149.8,NA
R,Peter Lake,1997,238,8/26/97,1,18.8,11.4,43.2,158.6,NA
R,Peter Lake,1997,238,8/26/97,1.5,18.4,11.1,22.4,161.1,NA
R,Peter Lake,1997,238,8/26/97,2,18.3,11.7,13.3,167.8,NA
R,Peter Lake,1997,238,8/26/97,2.5,18.2,11.3,8.5,189.6,NA
R,Peter Lake,1997,238,8/26/97,3,18,10.3,5.1,199.4,NA
R,Peter Lake,1997,238,8/26/97,3.5,17,8.5,3.2,211.1,NA
R,Peter Lake,1997,238,8/26/97,4,14.4,7.9,2.1,212.3,NA
R,Peter Lake,1997,238,8/26/97,4.5,12.1,4.5,1.3,207,NA
R,Peter Lake,1997,238,8/26/97,5,9.7,0.4,0.8,201.9,NA
R,Peter Lake,1997,238,8/26/97,5.5,8.3,0.3,NA,NA,NA
R,Peter Lake,1997,238,8/26/97,6,7,0.3,NA,NA,NA
R,Peter Lake,1997,238,8/26/97,6.5,6.2,0.3,NA,NA,NA
R,Peter Lake,1997,238,8/26/97,7,5.4,0.3,NA,NA,NA
R,Peter Lake,1997,238,8/26/97,8,4.8,0.3,NA,NA,NA
R,Peter Lake,1997,238,8/26/97,9,4.6,0.3,NA,NA,NA
R,Peter Lake,1997,238,8/26/97,10,4.4,0.3,NA,NA,NA
R,Peter Lake,1997,238,8/26/97,11,4.4,0.3,NA,NA,NA
R,Peter Lake,1997,238,8/26/97,12,4.4,0.3,NA,NA,NA
W,West Long Lake,1997,239,8/27/97,0,19.6,9,955.8,745.6,NA
W,West Long Lake,1997,239,8/27/97,0.25,NA,NA,624.9,726.5,NA
W,West Long Lake,1997,239,8/27/97,0.5,19.6,9.1,313.1,736,NA
W,West Long Lake,1997,239,8/27/97,0.75,NA,NA,226.5,736,NA
W,West Long Lake,1997,239,8/27/97,1,19,9.2,130.5,732.8,NA
W,West Long Lake,1997,239,8/27/97,1.5,18.4,9.2,51.4,748,NA
W,West Long Lake,1997,239,8/27/97,2,17.5,6.9,18.8,743.8,NA
W,West Long Lake,1997,239,8/27/97,2.5,16.7,5.4,8.5,740.5,NA
W,West Long Lake,1997,239,8/27/97,3,14.8,0.4,4.1,740.8,NA
W,West Long Lake,1997,239,8/27/97,3.5,11.7,0.3,NA,NA,NA
W,West Long Lake,1997,239,8/27/97,4,9.4,0.3,NA,NA,NA
W,West Long Lake,1997,239,8/27/97,4.5,7.8,0.3,NA,NA,NA
W,West Long Lake,1997,239,8/27/97,5,6.8,0.3,NA,NA,NA
W,West Long Lake,1997,239,8/27/97,5.5,6.3,0.3,NA,NA,NA
W,West Long Lake,1997,239,8/27/97,6,5.8,0.3,NA,NA,NA
W,West Long Lake,1997,239,8/27/97,6.5,5.4,0.3,NA,NA,NA
W,West Long Lake,1997,239,8/27/97,7,5.3,0.3,NA,NA,NA
W,West Long Lake,1997,239,8/27/97,8,5.2,0.3,NA,NA,NA
W,West Long Lake,1997,239,8/27/97,9,5.1,0.3,NA,NA,NA
W,West Long Lake,1997,239,8/27/97,10,5.1,0.3,NA,NA,NA
W,West Long Lake,1997,239,8/27/97,11,5.1,0.3,NA,NA,NA
W,West Long Lake,1997,239,8/27/97,12,5.1,0.3,NA,NA,NA
E,East Long Lake,1997,240,8/28/97,0,19.6,9.6,348.2,345.1,NA
E,East Long Lake,1997,240,8/28/97,0.25,NA,NA,147.3,349.3,NA
E,East Long Lake,1997,240,8/28/97,0.5,19.6,9.4,56.2,353.7,NA
E,East Long Lake,1997,240,8/28/97,0.75,NA,NA,27.5,358.8,NA
E,East Long Lake,1997,240,8/28/97,1,19.7,9.4,13.2,364.7,NA
E,East Long Lake,1997,240,8/28/97,1.5,17.1,4.6,3.6,370.1,NA
E,East Long Lake,1997,240,8/28/97,2,15.8,0.6,1,377,NA
E,East Long Lake,1997,240,8/28/97,2.5,13.5,0.3,NA,NA,NA
E,East Long Lake,1997,240,8/28/97,3,10.5,0.3,NA,NA,NA
E,East Long Lake,1997,240,8/28/97,3.5,8.6,0.3,NA,NA,NA
E,East Long Lake,1997,240,8/28/97,4,7.4,0.3,NA,NA,NA
E,East Long Lake,1997,240,8/28/97,4.5,6.9,0.3,NA,NA,NA
E,East Long Lake,1997,240,8/28/97,5,6.5,0.3,NA,NA,NA
E,East Long Lake,1997,240,8/28/97,5.5,6.2,0.3,NA,NA,NA
E,East Long Lake,1997,240,8/28/97,6,6,0.3,NA,NA,NA
E,East Long Lake,1997,240,8/28/97,6.5,5.7,0.3,NA,NA,NA
E,East Long Lake,1997,240,8/28/97,7,5.6,0.3,NA,NA,NA
E,East Long Lake,1997,240,8/28/97,8,5.3,0.3,NA,NA,NA
E,East Long Lake,1997,240,8/28/97,9,5.2,0.3,NA,NA,NA
E,East Long Lake,1997,240,8/28/97,10,5.1,0.3,NA,NA,NA
E,East Long Lake,1997,240,8/28/97,11,5.1,0.3,NA,NA,NA
E,East Long Lake,1997,240,8/28/97,12,5.1,0.3,NA,NA,NA
T,Tuesday Lake,1997,241,8/29/97,0,19.4,8.8,788.3,610.3,NA
T,Tuesday Lake,1997,241,8/29/97,0.25,NA,NA,567.8,608.8,NA
T,Tuesday Lake,1997,241,8/29/97,0.5,19.4,8.6,366,601.1,NA
T,Tuesday Lake,1997,241,8/29/97,0.75,NA,NA,235.9,555.4,NA
T,Tuesday Lake,1997,241,8/29/97,1,19.3,8.6,168.2,541.5,NA
T,Tuesday Lake,1997,241,8/29/97,1.5,19.3,8.6,90.7,531.6,NA
T,Tuesday Lake,1997,241,8/29/97,2,18.6,8.4,51.8,509.3,NA
T,Tuesday Lake,1997,241,8/29/97,2.5,17.5,7.4,30.6,497.7,NA
T,Tuesday Lake,1997,241,8/29/97,3,15.4,6,14.7,483.3,NA
T,Tuesday Lake,1997,241,8/29/97,3.5,11.6,4.2,6.2,472.6,NA
T,Tuesday Lake,1997,241,8/29/97,4,8.9,0.5,3.4,455.6,NA
T,Tuesday Lake,1997,241,8/29/97,4.5,7.1,0.4,NA,NA,NA
T,Tuesday Lake,1997,241,8/29/97,5,6.2,0.4,NA,NA,NA
T,Tuesday Lake,1997,241,8/29/97,5.5,5.3,0.4,NA,NA,NA
T,Tuesday Lake,1997,241,8/29/97,6,4.9,0.4,NA,NA,NA
T,Tuesday Lake,1997,241,8/29/97,6.5,4.6,0.3,NA,NA,NA
T,Tuesday Lake,1997,241,8/29/97,7,4.4,0.3,NA,NA,NA
T,Tuesday Lake,1997,241,8/29/97,8,4.2,0.3,NA,NA,NA
T,Tuesday Lake,1997,241,8/29/97,9,4.2,0.3,NA,NA,NA
T,Tuesday Lake,1997,241,8/29/97,10,4.2,0.3,NA,NA,NA
T,Tuesday Lake,1997,241,8/29/97,11,4.2,0.3,NA,NA,NA
T,Tuesday Lake,1997,241,8/29/97,12,4.2,0.3,NA,NA,NA
L,Paul Lake,1997,244,9/1/97,0,20,8.5,521,404,NA
L,Paul Lake,1997,244,9/1/97,0.25,NA,NA,416,396,NA
L,Paul Lake,1997,244,9/1/97,0.5,20,8.6,325,387,NA
L,Paul Lake,1997,244,9/1/97,0.75,NA,NA,260,381,NA
L,Paul Lake,1997,244,9/1/97,1,19.9,8.6,201,370,NA
L,Paul Lake,1997,244,9/1/97,1.5,19.7,8.6,139,364,NA
L,Paul Lake,1997,244,9/1/97,2,19.5,8.6,100,354,NA
L,Paul Lake,1997,244,9/1/97,2.5,19.3,8.5,74.5,343,NA
L,Paul Lake,1997,244,9/1/97,3,19,8.4,56.4,344,NA
L,Paul Lake,1997,244,9/1/97,3.5,18.6,8,42.8,344,NA
L,Paul Lake,1997,244,9/1/97,4,17.6,7.2,31.7,339,NA
L,Paul Lake,1997,244,9/1/97,4.5,15.6,7.5,23.3,337,NA
L,Paul Lake,1997,244,9/1/97,5,13.2,7.8,16.8,337,NA
L,Paul Lake,1997,244,9/1/97,5.5,11,3.7,11.9,336,NA
L,Paul Lake,1997,244,9/1/97,6,9.5,0.9,7.6,334,NA
L,Paul Lake,1997,244,9/1/97,6.5,8.1,0.6,5.2,337,NA
L,Paul Lake,1997,244,9/1/97,7,7.2,0.4,2.4,342,NA
L,Paul Lake,1997,244,9/1/97,8,6,0.3,NA,NA,NA
L,Paul Lake,1997,244,9/1/97,9,5.5,0.3,NA,NA,NA
R,Peter Lake,1997,245,9/2/97,0,19.6,11.3,1028,612.7,NA
R,Peter Lake,1997,245,9/2/97,0.25,NA,NA,685.3,640.9,NA
R,Peter Lake,1997,245,9/2/97,0.5,19.7,11.3,440.3,637.3,NA
R,Peter Lake,1997,245,9/2/97,0.75,NA,NA,323.5,666.2,NA
R,Peter Lake,1997,245,9/2/97,1,19.7,11.3,214,694.4,NA
R,Peter Lake,1997,245,9/2/97,1.5,19.7,11.3,114.5,719,NA
R,Peter Lake,1997,245,9/2/97,2,19.2,11.9,62.8,751.5,NA
R,Peter Lake,1997,245,9/2/97,2.5,18.8,11.6,34.8,785.7,NA
R,Peter Lake,1997,245,9/2/97,3,18,10,18.6,811,NA
R,Peter Lake,1997,245,9/2/97,3.5,16.4,3.3,11.3,868.6,NA
R,Peter Lake,1997,245,9/2/97,4,14.4,3.2,3.6,389.7,NA
R,Peter Lake,1997,245,9/2/97,4.5,12.7,1.3,NA,NA,NA
R,Peter Lake,1997,245,9/2/97,5,10.4,0.3,NA,NA,NA
R,Peter Lake,1997,245,9/2/97,5.5,8.2,0.3,NA,NA,NA
R,Peter Lake,1997,245,9/2/97,6,7.4,0.3,NA,NA,NA
R,Peter Lake,1997,245,9/2/97,6.5,6.5,0.3,NA,NA,NA
R,Peter Lake,1997,245,9/2/97,7,5.9,0.3,NA,NA,NA
R,Peter Lake,1997,245,9/2/97,8,4.9,0.3,NA,NA,NA
R,Peter Lake,1997,245,9/2/97,9,4.5,0.3,NA,NA,NA
R,Peter Lake,1997,245,9/2/97,10,4.4,0.3,NA,NA,NA
R,Peter Lake,1997,245,9/2/97,11,4.4,0.3,NA,NA,NA
R,Peter Lake,1997,245,9/2/97,12,4.3,0.3,NA,NA,NA
W,West Long Lake,1997,246,9/3/97,0,18.2,8.4,882.6,666.7,NA
W,West Long Lake,1997,246,9/3/97,0.25,NA,NA,529,673.1,NA
W,West Long Lake,1997,246,9/3/97,0.5,18.3,8.3,298,679.7,NA
W,West Long Lake,1997,246,9/3/97,0.75,NA,NA,180.8,677.5,NA
W,West Long Lake,1997,246,9/3/97,1,18.3,8.3,120,682.3,NA
W,West Long Lake,1997,246,9/3/97,1.5,18.2,7.7,54.4,697.7,NA
W,West Long Lake,1997,246,9/3/97,2,18.1,7.6,25.5,693.5,NA
W,West Long Lake,1997,246,9/3/97,2.5,17.1,2.6,12.1,689.9,NA
W,West Long Lake,1997,246,9/3/97,3,13.8,0.4,5.5,691.4,NA
W,West Long Lake,1997,246,9/3/97,3.5,11.7,0.3,2.9,696.6,NA
W,West Long Lake,1997,246,9/3/97,4,9.8,0.4,NA,NA,NA
W,West Long Lake,1997,246,9/3/97,4.5,8.1,0.3,NA,NA,NA
W,West Long Lake,1997,246,9/3/97,5,6.8,0.3,NA,NA,NA
W,West Long Lake,1997,246,9/3/97,5.5,6.2,0.3,NA,NA,NA
W,West Long Lake,1997,246,9/3/97,6,5.7,0.3,NA,NA,NA
W,West Long Lake,1997,246,9/3/97,6.5,5.4,0.3,NA,NA,NA
W,West Long Lake,1997,246,9/3/97,7,5.3,0.3,NA,NA,NA
W,West Long Lake,1997,246,9/3/97,8,5.2,0.3,NA,NA,NA
W,West Long Lake,1997,246,9/3/97,9,5.2,0.3,NA,NA,NA
W,West Long Lake,1997,246,9/3/97,10,5.2,0.3,NA,NA,NA
W,West Long Lake,1997,246,9/3/97,11,5.1,0.3,NA,NA,NA
W,West Long Lake,1997,246,9/3/97,12,5.1,0.3,NA,NA,NA
E,East Long Lake,1997,247,9/4/97,0,17.6,7.9,821.4,666.6,NA
E,East Long Lake,1997,247,9/4/97,0.25,NA,NA,260.5,623.9,NA
E,East Long Lake,1997,247,9/4/97,0.5,17.5,7.3,93.2,641.3,NA
E,East Long Lake,1997,247,9/4/97,0.75,NA,NA,50,645.8,NA
E,East Long Lake,1997,247,9/4/97,1,17.4,7.4,17.8,620.5,NA
E,East Long Lake,1997,247,9/4/97,1.5,17.4,7.5,3.9,663.4,NA
E,East Long Lake,1997,247,9/4/97,2,15.7,0.5,NA,NA,NA
E,East Long Lake,1997,247,9/4/97,2.5,13.4,0.4,NA,NA,NA
E,East Long Lake,1997,247,9/4/97,3,11,0.4,NA,NA,NA
E,East Long Lake,1997,247,9/4/97,3.5,9,0.3,NA,NA,NA
E,East Long Lake,1997,247,9/4/97,4,7.8,0.3,NA,NA,NA
E,East Long Lake,1997,247,9/4/97,4.5,7.1,0.3,NA,NA,NA
E,East Long Lake,1997,247,9/4/97,5,6.6,0.3,NA,NA,NA
E,East Long Lake,1997,247,9/4/97,5.5,6.3,0.3,NA,NA,NA
E,East Long Lake,1997,247,9/4/97,6,6,0.3,NA,NA,NA
E,East Long Lake,1997,247,9/4/97,6.5,5.8,0.3,NA,NA,NA
E,East Long Lake,1997,247,9/4/97,7,5.6,0.3,NA,NA,NA
E,East Long Lake,1997,247,9/4/97,8,5.4,0.3,NA,NA,NA
E,East Long Lake,1997,247,9/4/97,9,5.2,0.3,NA,NA,NA
E,East Long Lake,1997,247,9/4/97,10,5.2,0.3,NA,NA,NA
E,East Long Lake,1997,247,9/4/97,11,5.1,0.3,NA,NA,NA
E,East Long Lake,1997,247,9/4/97,12,5.1,0.3,NA,NA,NA
L,Paul Lake,1998,145,5/25/98,0,19.3,8.7,1370,1167,NA
L,Paul Lake,1998,145,5/25/98,0.25,NA,NA,1145,1160,NA
L,Paul Lake,1998,145,5/25/98,0.5,19.1,8.6,854,1162,NA
L,Paul Lake,1998,145,5/25/98,0.75,NA,NA,708,1162,NA
L,Paul Lake,1998,145,5/25/98,1,19,8.6,541,1152,NA
L,Paul Lake,1998,145,5/25/98,1.5,18.8,8.4,338,1163,NA
L,Paul Lake,1998,145,5/25/98,2,18.7,8.4,232,1156,NA
L,Paul Lake,1998,145,5/25/98,2.5,17.2,11.1,152,1159,NA
L,Paul Lake,1998,145,5/25/98,3,14,12.1,111.9,1159,NA
L,Paul Lake,1998,145,5/25/98,3.5,11.2,13,79.5,1180,NA
L,Paul Lake,1998,145,5/25/98,4,9.2,14.6,55.2,1192,NA
L,Paul Lake,1998,145,5/25/98,4.5,7.5,16.6,33.1,1192,NA
L,Paul Lake,1998,145,5/25/98,5,6.4,11.3,6.7,1186,NA
L,Paul Lake,1998,145,5/25/98,5.5,5.8,1.1,NA,NA,NA
L,Paul Lake,1998,145,5/25/98,6,5.7,0.8,NA,NA,NA
L,Paul Lake,1998,145,5/25/98,6.5,5.6,0.6,NA,NA,NA
L,Paul Lake,1998,145,5/25/98,7,5.6,0.6,NA,NA,NA
L,Paul Lake,1998,145,5/25/98,8,5.6,0.5,NA,NA,NA
L,Paul Lake,1998,145,5/25/98,9,5.3,0.2,NA,NA,NA
R,Peter Lake,1998,146,5/26/98,0,19.9,9.5,1406,1051,NA
R,Peter Lake,1998,146,5/26/98,0.25,NA,NA,1192,1044,NA
R,Peter Lake,1998,146,5/26/98,0.5,19.8,9.6,991,1051,NA
R,Peter Lake,1998,146,5/26/98,0.75,NA,NA,845,1058,NA
R,Peter Lake,1998,146,5/26/98,1,19.7,9.7,711,1063,NA
R,Peter Lake,1998,146,5/26/98,1.5,19.6,9.6,505,1068,NA
R,Peter Lake,1998,146,5/26/98,2,19.5,9.7,362,1076,NA
R,Peter Lake,1998,146,5/26/98,2.5,18.3,14.8,261,1080,NA
R,Peter Lake,1998,146,5/26/98,3,15.6,17.1,180,1076,NA
R,Peter Lake,1998,146,5/26/98,3.5,12.2,18.2,119,1077,NA
R,Peter Lake,1998,146,5/26/98,4,9.7,19.1,76,1085,NA
R,Peter Lake,1998,146,5/26/98,4.5,6.6,14,31,1080,NA
R,Peter Lake,1998,146,5/26/98,5,6,9.6,5.2,1085,NA
R,Peter Lake,1998,146,5/26/98,5.5,5.9,6.2,1.7,1085,NA
R,Peter Lake,1998,146,5/26/98,6,5.8,5.9,NA,NA,NA
R,Peter Lake,1998,146,5/26/98,6.5,5.8,5.8,NA,NA,NA
R,Peter Lake,1998,146,5/26/98,7,5.8,5.7,NA,NA,NA
R,Peter Lake,1998,146,5/26/98,8,5.8,5.6,NA,NA,NA
R,Peter Lake,1998,146,5/26/98,9,5.2,1.2,NA,NA,NA
R,Peter Lake,1998,146,5/26/98,10,4.7,0.6,NA,NA,NA
R,Peter Lake,1998,146,5/26/98,11,4.6,0.4,NA,NA,NA
R,Peter Lake,1998,146,5/26/98,12,4.6,0.4,NA,NA,NA
W,West Long Lake,1998,147,5/27/98,0,20.6,8.9,1270,1012,NA
W,West Long Lake,1998,147,5/27/98,0.25,NA,NA,788.6,1010,NA
W,West Long Lake,1998,147,5/27/98,0.5,20.5,8.8,515.6,1032,NA
W,West Long Lake,1998,147,5/27/98,0.75,NA,NA,364,1014,NA
W,West Long Lake,1998,147,5/27/98,1,20.1,8.5,233,977.3,NA
W,West Long Lake,1998,147,5/27/98,1.5,19.7,8.6,124.7,1001,NA
W,West Long Lake,1998,147,5/27/98,2,19,8.2,66.9,1083,NA
