CAS Number,Chemical Name,Chemical Grade,Chemical Analysis Method,Chemical Purity,Species Scientific Name,Species Common Name,Species Group,Organism Lifestage,Organism Age,Organism Age Units,Exposure Type,Media Type,Test Location,Number of Doses,Conc 1 Type (Author),Conc 1 (Author),Conc 1 Units (Author),Effect,Effect Measurement,Endpoint,Response Site,Observed Duration (Days),Observed Duration Units (Days),Author,Reference Number,Title,Source,Publication Year,Summary of Additional Parameters
138261413,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Not reported,Unmeasured,NR,Chilopoda,Centipede Class,Insects/Spiders,Not reported,NR,Not reported,Ground granular,No substrate,Field natural,2,Active ingredient,0.37/,AI kg/ha,Population,Abundance,NOEL,Not reported,~1948.16,Day(s),"Peck,D.C.",165754,Long-Term Effects of Imidacloprid on the Abundance of Surface- and Soil-Active Nontarget Fauna in Turf,Agric. For. Entomol.11(4): 405-419,2009,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR/ - NR/ AI kg/ha | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
138261413,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Not reported,Measured,1,Chilopoda,Centipede Class,Insects/Spiders,Not reported,NR,Not reported,"Environmental, unspecified",No substrate,Field natural,2,Active ingredient,NR/,ug/kg soil,Population,"Diversity, Evenness",NR,Not reported,126,Day(s),"Hayasaka,D., T. Korenaga, F. Sanchez-Bayo, and K. Goka",157949,Differences in Ecological Impacts of Systemic Insecticides with Different Physicochemical Properties on Biocenosis of Experimental Paddy Fields,Ecotoxicology21(1): 191-201,2012,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient <0.08/ - <10.00/ ug/kg soil | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
138261413,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Not reported,Unmeasured,NR,Choristoneura rosaceana,Oblique Banded Leaf Roller,Insects/Spiders,Not reported,NR,Not reported,Hand spray,No substrate,Field natural,2,Active ingredient,0.4/,AI oz/100 gal,Population,Abundance,NOEL,Not reported,155,Day(s),"Reissig,H., M. Dunham, and C. Smith",150711,"Secondary Insecticide Testing on Apple, 1997",Arthropod Manag. Tests23:31-33,1998,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR/ - NR/ AI oz/100 gal | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
138261413,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Not reported,Unmeasured,NR,Chrysobothris femorata,Flatheaded Appletree Borer,Insects/Spiders,Not reported,NR,Not reported,"Environmental, unspecified",No substrate,Field natural,2,Active ingredient,1.00/,AI g/org,Population,Abundance,LOEL,Not reported,NR,Day(s),"Oliver,J.B., D.C. Fare, N. Youssef, S.S. Scholl, M.E. Reding, C.M. Ranger, J.J. Moyseenko, and M.A. Halcomb",156579,Evaluation of a Single Application of Neonicotinoid and Multi-Application Contact Insecticides for Flatheaded Borer Management in Field Grown Red Maple Cultivars,J. Environ. Hortic.28(3): 135-149,2010,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR/ - NR/ AI g/org | Duration (Days): Ê 289 - 512 NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
138261413,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Not reported,Unmeasured,NR,Chrysobothris femorata,Flatheaded Appletree Borer,Insects/Spiders,Not reported,NR,Not reported,"Environmental, unspecified",No substrate,Field natural,2,Active ingredient,0.50/,AI g/org,Population,Abundance,LOEL,Not reported,209,Day(s),"Oliver,J.B., D.C. Fare, N. Youssef, S.S. Scholl, M.E. Reding, C.M. Ranger, J.J. Moyseenko, and M.A. Halcomb",156579,Evaluation of a Single Application of Neonicotinoid and Multi-Application Contact Insecticides for Flatheaded Borer Management in Field Grown Red Maple Cultivars,J. Environ. Hortic.28(3): 135-149,2010,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR/ - NR/ AI g/org | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
138261413,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Not reported,Unmeasured,NR,Chrysobothris femorata,Flatheaded Appletree Borer,Insects/Spiders,Not reported,NR,Not reported,"Environmental, unspecified",No substrate,Field natural,2,Active ingredient,0.50/,AI g/org,Population,Abundance,LOEL,Not reported,NR,Day(s),"Oliver,J.B., D.C. Fare, N. Youssef, S.S. Scholl, M.E. Reding, C.M. Ranger, J.J. Moyseenko, and M.A. Halcomb",156579,Evaluation of a Single Application of Neonicotinoid and Multi-Application Contact Insecticides for Flatheaded Borer Management in Field Grown Red Maple Cultivars,J. Environ. Hortic.28(3): 135-149,2010,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR/ - NR/ AI g/org | Duration (Days): Ê 748 - 944 NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
138261413,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Not reported,Unmeasured,NR,Chrysobothris femorata,Flatheaded Appletree Borer,Insects/Spiders,Not reported,NR,Not reported,"Environmental, unspecified",No substrate,Field natural,3,Active ingredient,0.5,AI g/org,Population,Abundance,LOEL,Not reported,216,Day(s),"Oliver,J.B., D.C. Fare, N. Youssef, S.S. Scholl, M.E. Reding, C.M. Ranger, J.J. Moyseenko, and M.A. Halcomb",156579,Evaluation of a Single Application of Neonicotinoid and Multi-Application Contact Insecticides for Flatheaded Borer Management in Field Grown Red Maple Cultivars,J. Environ. Hortic.28(3): 135-149,2010,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR - NR AI g/org | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
138261413,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Not reported,Unmeasured,NR,Chrysobothris femorata,Flatheaded Appletree Borer,Insects/Spiders,Not reported,NR,Not reported,"Environmental, unspecified",No substrate,Field natural,3,Active ingredient,0.5,AI g/org,Population,Abundance,LOEL,Not reported,NR,Day(s),"Oliver,J.B., D.C. Fare, N. Youssef, S.S. Scholl, M.E. Reding, C.M. Ranger, J.J. Moyseenko, and M.A. Halcomb",156579,Evaluation of a Single Application of Neonicotinoid and Multi-Application Contact Insecticides for Flatheaded Borer Management in Field Grown Red Maple Cultivars,J. Environ. Hortic.28(3): 135-149,2010,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR - NR AI g/org | Duration (Days): Ê 754 - 950 NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
138261413,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Not reported,Unmeasured,NR,Chrysobothris femorata,Flatheaded Appletree Borer,Insects/Spiders,Not reported,NR,Not reported,"Environmental, unspecified",No substrate,Field natural,2,Active ingredient,1.00/,AI g/org,Population,Abundance,NOEL,Not reported,NR,Day(s),"Oliver,J.B., D.C. Fare, N. Youssef, S.S. Scholl, M.E. Reding, C.M. Ranger, J.J. Moyseenko, and M.A. Halcomb",156579,Evaluation of a Single Application of Neonicotinoid and Multi-Application Contact Insecticides for Flatheaded Borer Management in Field Grown Red Maple Cultivars,J. Environ. Hortic.28(3): 135-149,2010,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR/ - NR/ AI g/org | Duration (Days): Ê 1051 - 1247 NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
138261413,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Not reported,Unmeasured,NR,Chrysobothris femorata,Flatheaded Appletree Borer,Insects/Spiders,Not reported,NR,Not reported,"Environmental, unspecified",No substrate,Field natural,2,Active ingredient,0.50/,AI g/org,Population,Abundance,NOEL,Not reported,NR,Day(s),"Oliver,J.B., D.C. Fare, N. Youssef, S.S. Scholl, M.E. Reding, C.M. Ranger, J.J. Moyseenko, and M.A. Halcomb",156579,Evaluation of a Single Application of Neonicotinoid and Multi-Application Contact Insecticides for Flatheaded Borer Management in Field Grown Red Maple Cultivars,J. Environ. Hortic.28(3): 135-149,2010,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR/ - NR/ AI g/org | Duration (Days): Ê 748 - 944 NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
138261413,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Not reported,Unmeasured,NR,Chrysobothris femorata,Flatheaded Appletree Borer,Insects/Spiders,Not reported,NR,Not reported,"Environmental, unspecified",No substrate,Field natural,3,Active ingredient,1,AI g/org,Population,Abundance,NOEL,Not reported,NR,Day(s),"Oliver,J.B., D.C. Fare, N. Youssef, S.S. Scholl, M.E. Reding, C.M. Ranger, J.J. Moyseenko, and M.A. Halcomb",156579,Evaluation of a Single Application of Neonicotinoid and Multi-Application Contact Insecticides for Flatheaded Borer Management in Field Grown Red Maple Cultivars,J. Environ. Hortic.28(3): 135-149,2010,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR - NR AI g/org | Duration (Days): Ê 754 - 950 NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
138261413,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Not reported,Unmeasured,20,Chrysocharis pentheus,Wasp,Insects/Spiders,Adult,NR,Not reported,Dipped or soaked,No substrate,Lab,2,Active ingredient,0.005/,AI %,Mortality,Mortality,NR-ZERO,Not reported,3,Day(s),"Mafi,S.A., and N. Ohbayashi",105005,"Toxicity of Insecticides to the Citrus Leafminer, Phyllocnistis citrella, and Its Parasitoids, Chrysocharis pentheus and Sympiesis striatipes (Hymenoptera: Eulophidae)",Appl. Entomol. Zool.41(1): 33-39,2006,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR/ - NR/ AI % | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
138261413,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Not reported,Unmeasured,NR,Chrysomelidae,Leaf Beetle Family,Insects/Spiders,Not reported,NR,Not reported,Ground granular,No substrate,Field natural,2,Active ingredient,0.37/,AI kg/ha,Population,Abundance,LOEL,Not reported,~456.6,Day(s),"Peck,D.C.",165754,Long-Term Effects of Imidacloprid on the Abundance of Surface- and Soil-Active Nontarget Fauna in Turf,Agric. For. Entomol.11(4): 405-419,2009,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR/ - NR/ AI kg/ha | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
138261413,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Not reported,Unmeasured,NR,Chrysomelidae,Leaf Beetle Family,Insects/Spiders,Not reported,NR,Not reported,Ground granular,No substrate,Field natural,2,Active ingredient,0.37/,AI kg/ha,Population,Abundance,LOEL,Not reported,~1217.6,Day(s),"Peck,D.C.",165754,Long-Term Effects of Imidacloprid on the Abundance of Surface- and Soil-Active Nontarget Fauna in Turf,Agric. For. Entomol.11(4): 405-419,2009,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR/ - NR/ AI kg/ha | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
138261413,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Not reported,Unmeasured,NR,Chrysomelidae,Leaf Beetle Family,Insects/Spiders,Not reported,NR,Not reported,Ground granular,No substrate,Field natural,2,Active ingredient,0.37/,AI kg/ha,Population,Abundance,LOEL,Not reported,~1917.72,Day(s),"Peck,D.C.",165754,Long-Term Effects of Imidacloprid on the Abundance of Surface- and Soil-Active Nontarget Fauna in Turf,Agric. For. Entomol.11(4): 405-419,2009,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR/ - NR/ AI kg/ha | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
138261413,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Not reported,Unmeasured,NR,Chrysomelidae,Leaf Beetle Family,Insects/Spiders,Not reported,NR,Not reported,Ground granular,No substrate,Field natural,2,Active ingredient,0.37/,AI kg/ha,Population,Abundance,NOEL,Not reported,~395.72,Day(s),"Peck,D.C.",165754,Long-Term Effects of Imidacloprid on the Abundance of Surface- and Soil-Active Nontarget Fauna in Turf,Agric. For. Entomol.11(4): 405-419,2009,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR/ - NR/ AI kg/ha | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
138261413,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Not reported,Unmeasured,NR,Chrysomelidae,Leaf Beetle Family,Insects/Spiders,Not reported,NR,Not reported,Ground granular,No substrate,Field natural,2,Active ingredient,0.37/,AI kg/ha,Population,Abundance,NOEL,Not reported,~426.16,Day(s),"Peck,D.C.",165754,Long-Term Effects of Imidacloprid on the Abundance of Surface- and Soil-Active Nontarget Fauna in Turf,Agric. For. Entomol.11(4): 405-419,2009,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR/ - NR/ AI kg/ha | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
138261413,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Not reported,Unmeasured,NR,Chrysomelidae,Leaf Beetle Family,Insects/Spiders,Not reported,NR,Not reported,Ground granular,No substrate,Field natural,2,Active ingredient,0.37/,AI kg/ha,Population,Abundance,NOEL,Not reported,~487.04,Day(s),"Peck,D.C.",165754,Long-Term Effects of Imidacloprid on the Abundance of Surface- and Soil-Active Nontarget Fauna in Turf,Agric. For. Entomol.11(4): 405-419,2009,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR/ - NR/ AI kg/ha | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
138261413,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Not reported,Unmeasured,NR,Chrysomelidae,Leaf Beetle Family,Insects/Spiders,Not reported,NR,Not reported,Ground granular,No substrate,Field natural,2,Active ingredient,0.37/,AI kg/ha,Population,Abundance,NOEL,Not reported,~761,Day(s),"Peck,D.C.",165754,Long-Term Effects of Imidacloprid on the Abundance of Surface- and Soil-Active Nontarget Fauna in Turf,Agric. For. Entomol.11(4): 405-419,2009,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR/ - NR/ AI kg/ha | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
138261413,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Not reported,Unmeasured,NR,Chrysomelidae,Leaf Beetle Family,Insects/Spiders,Not reported,NR,Not reported,Ground granular,No substrate,Field natural,2,Active ingredient,0.37/,AI kg/ha,Population,Abundance,NOEL,Not reported,~791.44,Day(s),"Peck,D.C.",165754,Long-Term Effects of Imidacloprid on the Abundance of Surface- and Soil-Active Nontarget Fauna in Turf,Agric. For. Entomol.11(4): 405-419,2009,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR/ - NR/ AI kg/ha | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
138261413,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Not reported,Unmeasured,NR,Chrysomelidae,Leaf Beetle Family,Insects/Spiders,Not reported,NR,Not reported,Ground granular,No substrate,Field natural,2,Active ingredient,0.37/,AI kg/ha,Population,Abundance,NOEL,Not reported,~821.88,Day(s),"Peck,D.C.",165754,Long-Term Effects of Imidacloprid on the Abundance of Surface- and Soil-Active Nontarget Fauna in Turf,Agric. For. Entomol.11(4): 405-419,2009,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR/ - NR/ AI kg/ha | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
138261413,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Not reported,Unmeasured,NR,Chrysomelidae,Leaf Beetle Family,Insects/Spiders,Not reported,NR,Not reported,Ground granular,No substrate,Field natural,2,Active ingredient,0.37/,AI kg/ha,Population,Abundance,NOEL,Not reported,~852.32,Day(s),"Peck,D.C.",165754,Long-Term Effects of Imidacloprid on the Abundance of Surface- and Soil-Active Nontarget Fauna in Turf,Agric. For. Entomol.11(4): 405-419,2009,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR/ - NR/ AI kg/ha | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
138261413,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Not reported,Unmeasured,NR,Chrysomelidae,Leaf Beetle Family,Insects/Spiders,Not reported,NR,Not reported,Ground granular,No substrate,Field natural,2,Active ingredient,0.37/,AI kg/ha,Population,Abundance,NOEL,Not reported,~1126.28,Day(s),"Peck,D.C.",165754,Long-Term Effects of Imidacloprid on the Abundance of Surface- and Soil-Active Nontarget Fauna in Turf,Agric. For. Entomol.11(4): 405-419,2009,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR/ - NR/ AI kg/ha | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
138261413,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Not reported,Unmeasured,NR,Chrysomelidae,Leaf Beetle Family,Insects/Spiders,Not reported,NR,Not reported,Ground granular,No substrate,Field natural,2,Active ingredient,0.37/,AI kg/ha,Population,Abundance,NOEL,Not reported,~1156.72,Day(s),"Peck,D.C.",165754,Long-Term Effects of Imidacloprid on the Abundance of Surface- and Soil-Active Nontarget Fauna in Turf,Agric. For. Entomol.11(4): 405-419,2009,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR/ - NR/ AI kg/ha | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
138261413,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Not reported,Unmeasured,NR,Chrysomelidae,Leaf Beetle Family,Insects/Spiders,Not reported,NR,Not reported,Ground granular,No substrate,Field natural,2,Active ingredient,0.37/,AI kg/ha,Population,Abundance,NOEL,Not reported,~1187.16,Day(s),"Peck,D.C.",165754,Long-Term Effects of Imidacloprid on the Abundance of Surface- and Soil-Active Nontarget Fauna in Turf,Agric. For. Entomol.11(4): 405-419,2009,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR/ - NR/ AI kg/ha | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
138261413,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Not reported,Unmeasured,NR,Chrysomelidae,Leaf Beetle Family,Insects/Spiders,Not reported,NR,Not reported,Ground granular,No substrate,Field natural,2,Active ingredient,0.37/,AI kg/ha,Population,Abundance,NOEL,Not reported,~1491.56,Day(s),"Peck,D.C.",165754,Long-Term Effects of Imidacloprid on the Abundance of Surface- and Soil-Active Nontarget Fauna in Turf,Agric. For. Entomol.11(4): 405-419,2009,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR/ - NR/ AI kg/ha | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
138261413,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Not reported,Unmeasured,NR,Chrysomelidae,Leaf Beetle Family,Insects/Spiders,Not reported,NR,Not reported,Ground granular,No substrate,Field natural,2,Active ingredient,0.37/,AI kg/ha,Population,Abundance,NOEL,Not reported,~1522,Day(s),"Peck,D.C.",165754,Long-Term Effects of Imidacloprid on the Abundance of Surface- and Soil-Active Nontarget Fauna in Turf,Agric. For. Entomol.11(4): 405-419,2009,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR/ - NR/ AI kg/ha | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
138261413,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Not reported,Unmeasured,NR,Chrysomelidae,Leaf Beetle Family,Insects/Spiders,Not reported,NR,Not reported,Ground granular,No substrate,Field natural,2,Active ingredient,0.37/,AI kg/ha,Population,Abundance,NOEL,Not reported,~1552.44,Day(s),"Peck,D.C.",165754,Long-Term Effects of Imidacloprid on the Abundance of Surface- and Soil-Active Nontarget Fauna in Turf,Agric. For. Entomol.11(4): 405-419,2009,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR/ - NR/ AI kg/ha | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
138261413,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Not reported,Unmeasured,NR,Chrysomelidae,Leaf Beetle Family,Insects/Spiders,Not reported,NR,Not reported,Ground granular,No substrate,Field natural,2,Active ingredient,0.37/,AI kg/ha,Population,Abundance,NOEL,Not reported,~1582.88,Day(s),"Peck,D.C.",165754,Long-Term Effects of Imidacloprid on the Abundance of Surface- and Soil-Active Nontarget Fauna in Turf,Agric. For. Entomol.11(4): 405-419,2009,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR/ - NR/ AI kg/ha | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
138261413,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Not reported,Unmeasured,NR,Chrysomelidae,Leaf Beetle Family,Insects/Spiders,Not reported,NR,Not reported,Ground granular,No substrate,Field natural,2,Active ingredient,0.37/,AI kg/ha,Population,Abundance,NOEL,Not reported,~1856.84,Day(s),"Peck,D.C.",165754,Long-Term Effects of Imidacloprid on the Abundance of Surface- and Soil-Active Nontarget Fauna in Turf,Agric. For. Entomol.11(4): 405-419,2009,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR/ - NR/ AI kg/ha | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
138261413,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Not reported,Unmeasured,NR,Chrysomelidae,Leaf Beetle Family,Insects/Spiders,Not reported,NR,Not reported,Ground granular,No substrate,Field natural,2,Active ingredient,0.37/,AI kg/ha,Population,Abundance,NOEL,Not reported,~1887.28,Day(s),"Peck,D.C.",165754,Long-Term Effects of Imidacloprid on the Abundance of Surface- and Soil-Active Nontarget Fauna in Turf,Agric. For. Entomol.11(4): 405-419,2009,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR/ - NR/ AI kg/ha | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
138261413,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Not reported,Unmeasured,NR,Chrysomelidae,Leaf Beetle Family,Insects/Spiders,Not reported,NR,Not reported,Ground granular,No substrate,Field natural,2,Active ingredient,0.37/,AI kg/ha,Population,Abundance,NOEL,Not reported,~1948.16,Day(s),"Peck,D.C.",165754,Long-Term Effects of Imidacloprid on the Abundance of Surface- and Soil-Active Nontarget Fauna in Turf,Agric. For. Entomol.11(4): 405-419,2009,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR/ - NR/ AI kg/ha | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
138261413,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Not reported,Unmeasured,NR,Chrysoperla carnea,Common Green Lacewing,Insects/Spiders,Not reported,NR,Not reported,Spray,No substrate,Field natural,2,Formulation,50/,cm3/hL,Population,Abundance,LOEL,Not reported,5,Day(s),"Smaili,M.C., L. El Ghadraoui, F. Gaboun, R. Benkirane, and A. Blenzar",169084,Impact of Some Alternative Methods to Chemical Control in Controlling Aphids (Hemiptera: Sternorrhyncha) and Their Side Effects on Natural Enemies on Young Moroccan Citrus Groves,Phytoparasitica42:421-436,2014,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Formulation NR/ - NR/ cm3/hL | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
