"lakeid","lakename","year4","daynum","month","sampledate","depth","temperature_C","dissolvedOxygen","irradianceWater","irradianceDeck","comments"
"R","Peter Lake",2002,182,7,2002-07-01,9,4.9,0.5,NA,NA,NA
"R","Peter Lake",2002,182,7,2002-07-01,10,4.7,0.4,NA,NA,NA
"R","Peter Lake",2002,182,7,2002-07-01,11,4.6,0.4,NA,NA,NA
"R","Peter Lake",2002,182,7,2002-07-01,12,4.5,0.4,NA,NA,NA
"L","Paul Lake",2002,184,7,2002-07-03,0,27.2,6.9,541,509,NA
"L","Paul Lake",2002,184,7,2002-07-03,0.25,NA,NA,405,490,NA
"L","Paul Lake",2002,184,7,2002-07-03,0.5,27.2,6.9,279,481,NA
"L","Paul Lake",2002,184,7,2002-07-03,0.75,NA,NA,212,480,NA
"L","Paul Lake",2002,184,7,2002-07-03,1,27.2,6.6,143,482,NA
"L","Paul Lake",2002,184,7,2002-07-03,1.5,24.6,7.7,95.4,513,NA
"L","Paul Lake",2002,184,7,2002-07-03,2,20.3,7.5,62.9,561,NA
"L","Paul Lake",2002,184,7,2002-07-03,2.5,16.9,10.2,43,597,NA
"L","Paul Lake",2002,184,7,2002-07-03,3,14.9,11.4,38.1,718,NA
"L","Paul Lake",2002,184,7,2002-07-03,3.5,11.8,12.9,27.4,730,NA
"L","Paul Lake",2002,184,7,2002-07-03,4,9.8,13.8,17.8,728,NA
"L","Paul Lake",2002,184,7,2002-07-03,4.5,7.9,14.2,7.7,566,NA
"L","Paul Lake",2002,184,7,2002-07-03,5,7.1,3.5,3.9,536,NA
"L","Paul Lake",2002,184,7,2002-07-03,5.5,6.5,1,NA,NA,NA
"L","Paul Lake",2002,184,7,2002-07-03,6,6.2,0.7,NA,NA,NA
"L","Paul Lake",2002,184,7,2002-07-03,6.5,6,0.6,NA,NA,NA
"L","Paul Lake",2002,184,7,2002-07-03,7,5.8,0.5,NA,NA,NA
"L","Paul Lake",2002,184,7,2002-07-03,8,5.5,0.4,NA,NA,NA
"L","Paul Lake",2002,184,7,2002-07-03,9,5.5,0.4,NA,NA,NA
"L","Paul Lake",2002,184,7,2002-07-03,10,5.4,0.4,NA,NA,NA
"L","Paul Lake",2002,184,7,2002-07-03,11,5.4,0.3,NA,NA,NA
"L","Paul Lake",2002,184,7,2002-07-03,12,5.4,0.2,NA,NA,NA
"R","Peter Lake",2002,189,7,2002-07-08,0,26.3,7.9,1071,799,NA
"R","Peter Lake",2002,189,7,2002-07-08,0.25,NA,NA,850.2,789.5,NA
"R","Peter Lake",2002,189,7,2002-07-08,0.5,26.3,7.8,627,769.5,NA
"R","Peter Lake",2002,189,7,2002-07-08,0.75,NA,NA,507.5,820,NA
"R","Peter Lake",2002,189,7,2002-07-08,1,26.4,7.9,349.6,835.8,NA
"R","Peter Lake",2002,189,7,2002-07-08,1.5,25.5,8.5,216.1,824.5,NA
"R","Peter Lake",2002,189,7,2002-07-08,2,23.2,12.2,124,844.1,NA
"R","Peter Lake",2002,189,7,2002-07-08,2.5,18.5,12.4,84.6,820.5,NA
"R","Peter Lake",2002,189,7,2002-07-08,3,15.7,13.1,54.8,844.2,NA
"R","Peter Lake",2002,189,7,2002-07-08,3.5,12.8,14.1,33.4,807.8,NA
"R","Peter Lake",2002,189,7,2002-07-08,4,10.6,14.3,20.4,770.1,NA
"R","Peter Lake",2002,189,7,2002-07-08,4.5,8.7,14.1,12.8,764.9,NA
"R","Peter Lake",2002,189,7,2002-07-08,5,7.5,12.6,8.3,760.8,NA
"R","Peter Lake",2002,189,7,2002-07-08,5.5,6.6,6.6,5.2,735.5,NA
"R","Peter Lake",2002,189,7,2002-07-08,6,5.9,0.4,NA,NA,NA
"R","Peter Lake",2002,189,7,2002-07-08,6.5,5.6,0.3,NA,NA,NA
"R","Peter Lake",2002,189,7,2002-07-08,7,5.3,0.2,NA,NA,NA
"R","Peter Lake",2002,189,7,2002-07-08,8,4.9,0.2,NA,NA,NA
"R","Peter Lake",2002,189,7,2002-07-08,9,4.8,0.2,NA,NA,NA
"R","Peter Lake",2002,189,7,2002-07-08,10,4.6,0.1,NA,NA,NA
"R","Peter Lake",2002,189,7,2002-07-08,11,4.5,0.1,NA,NA,NA
"R","Peter Lake",2002,189,7,2002-07-08,12,4.4,0.1,NA,NA,NA
"L","Paul Lake",2002,191,7,2002-07-10,0,24.9,7,874.5,808.6,NA
"L","Paul Lake",2002,191,7,2002-07-10,0.25,NA,NA,685.2,816.6,NA
"L","Paul Lake",2002,191,7,2002-07-10,0.5,24.9,7,490.1,825.7,NA
"L","Paul Lake",2002,191,7,2002-07-10,0.75,NA,NA,376.3,822.4,NA
"L","Paul Lake",2002,191,7,2002-07-10,1,24.9,6.9,253.1,829.1,NA
"L","Paul Lake",2002,191,7,2002-07-10,1.5,24.8,6.8,154.7,821.4,NA
"L","Paul Lake",2002,191,7,2002-07-10,2,23.8,6.6,98.6,819,NA
"L","Paul Lake",2002,191,7,2002-07-10,2.5,19.2,8.8,65.8,813.3,NA
"L","Paul Lake",2002,191,7,2002-07-10,3,15.5,11.4,46.1,811,NA
"L","Paul Lake",2002,191,7,2002-07-10,3.5,12.7,11.7,32.2,812,NA
"L","Paul Lake",2002,191,7,2002-07-10,4,10.4,13.2,22,808.4,NA
"L","Paul Lake",2002,191,7,2002-07-10,4.5,8.7,12.3,13.4,810,NA
"L","Paul Lake",2002,191,7,2002-07-10,5,7.6,5.1,7.9,805.5,NA
"L","Paul Lake",2002,191,7,2002-07-10,5.5,6.9,0.6,4.2,802.5,NA
"L","Paul Lake",2002,191,7,2002-07-10,6,6.4,0.2,NA,NA,NA
"L","Paul Lake",2002,191,7,2002-07-10,6.5,5.9,0.1,NA,NA,NA
"L","Paul Lake",2002,191,7,2002-07-10,7,5.8,0.1,NA,NA,NA
"L","Paul Lake",2002,191,7,2002-07-10,8,5.5,0.1,NA,NA,NA
"L","Paul Lake",2002,191,7,2002-07-10,9,5.4,0.1,NA,NA,NA
"L","Paul Lake",2002,191,7,2002-07-10,10,5.4,0.1,NA,NA,NA
"L","Paul Lake",2002,191,7,2002-07-10,11,5.4,0.1,NA,NA,NA
"L","Paul Lake",2002,191,7,2002-07-10,12,5.4,0.1,NA,NA,NA
"R","Peter Lake",2002,196,7,2002-07-15,0,25.8,11,1047,689.7,NA
"R","Peter Lake",2002,196,7,2002-07-15,0.25,NA,NA,787.6,658.9,NA
"R","Peter Lake",2002,196,7,2002-07-15,0.5,25.8,10.9,571,678.4,NA
"R","Peter Lake",2002,196,7,2002-07-15,0.75,NA,NA,441.6,681.5,NA
"R","Peter Lake",2002,196,7,2002-07-15,1,25.7,11.1,259.4,689.3,NA
"R","Peter Lake",2002,196,7,2002-07-15,1.5,25.2,11.4,140.9,693.8,NA
"R","Peter Lake",2002,196,7,2002-07-15,2,23.7,11.4,81.5,707.2,NA
"R","Peter Lake",2002,196,7,2002-07-15,2.5,20.2,12,47.1,700.1,NA
"R","Peter Lake",2002,196,7,2002-07-15,3,16.1,13.1,30.6,700.6,NA
"R","Peter Lake",2002,196,7,2002-07-15,3.5,13.1,14.1,20.2,708.6,NA
"R","Peter Lake",2002,196,7,2002-07-15,4,10.9,14.1,12.6,710.6,NA
"R","Peter Lake",2002,196,7,2002-07-15,4.5,8.8,13.5,8.3,708.9,NA
"R","Peter Lake",2002,196,7,2002-07-15,5,7.4,9.6,5.6,708,NA
"R","Peter Lake",2002,196,7,2002-07-15,5.5,6.6,2.1,NA,NA,NA
"R","Peter Lake",2002,196,7,2002-07-15,6,6,0.2,NA,NA,NA
"R","Peter Lake",2002,196,7,2002-07-15,6.5,5.6,0.1,NA,NA,NA
"R","Peter Lake",2002,196,7,2002-07-15,7,5.4,0.1,NA,NA,NA
"R","Peter Lake",2002,196,7,2002-07-15,8,5,0.1,NA,NA,NA
"R","Peter Lake",2002,196,7,2002-07-15,9,4.8,0.1,NA,NA,NA
"R","Peter Lake",2002,196,7,2002-07-15,10,4.6,0.1,NA,NA,NA
"R","Peter Lake",2002,196,7,2002-07-15,11,4.5,0.1,NA,NA,NA
"R","Peter Lake",2002,196,7,2002-07-15,12,4.5,0.1,NA,NA,NA
"L","Paul Lake",2002,198,7,2002-07-17,0,26.4,7.4,848.2,684.7,NA
"L","Paul Lake",2002,198,7,2002-07-17,0.25,NA,NA,776.2,773.4,NA
"L","Paul Lake",2002,198,7,2002-07-17,0.5,26.4,7.5,563,733.8,NA
"L","Paul Lake",2002,198,7,2002-07-17,0.75,NA,NA,404.6,697.2,NA
"L","Paul Lake",2002,198,7,2002-07-17,1,26.3,7.4,303,787.9,NA
"L","Paul Lake",2002,198,7,2002-07-17,1.5,25.1,7.5,193.6,803.4,NA
"L","Paul Lake",2002,198,7,2002-07-17,2,21,8.6,126.4,825,NA
"L","Paul Lake",2002,198,7,2002-07-17,2.5,16.6,9.9,78.5,824.1,NA
"L","Paul Lake",2002,198,7,2002-07-17,3,13.6,12.4,51.3,831.8,NA
"L","Paul Lake",2002,198,7,2002-07-17,3.5,10.9,12.9,34.4,828.3,NA
"L","Paul Lake",2002,198,7,2002-07-17,4,9.2,12.3,24,810.3,NA
"L","Paul Lake",2002,198,7,2002-07-17,4.5,7.8,7.6,12.1,812.6,NA
"L","Paul Lake",2002,198,7,2002-07-17,5,7,1,6.5,783.4,NA
"L","Paul Lake",2002,198,7,2002-07-17,5.5,6.4,0.4,NA,NA,NA
"L","Paul Lake",2002,198,7,2002-07-17,6,6.4,0.2,NA,NA,NA
"L","Paul Lake",2002,198,7,2002-07-17,6.5,6.2,0.3,NA,NA,NA
"L","Paul Lake",2002,198,7,2002-07-17,7,5.8,0.2,NA,NA,NA
"L","Paul Lake",2002,198,7,2002-07-17,8,5.6,0.2,NA,NA,NA
"L","Paul Lake",2002,198,7,2002-07-17,9,5.5,0.2,NA,NA,NA
"L","Paul Lake",2002,198,7,2002-07-17,10,5.4,0.2,NA,NA,NA
"L","Paul Lake",2002,198,7,2002-07-17,11,5.4,0.2,NA,NA,NA
"L","Paul Lake",2002,198,7,2002-07-17,12,5.4,0.1,NA,NA,NA
"R","Peter Lake",2002,203,7,2002-07-22,0,25.5,9.5,1488,1250,NA
"R","Peter Lake",2002,203,7,2002-07-22,0.25,NA,NA,1124,1111,NA
"R","Peter Lake",2002,203,7,2002-07-22,0.5,25.5,9.2,701,1211,NA
"R","Peter Lake",2002,203,7,2002-07-22,0.75,NA,NA,437.6,1070,NA
"R","Peter Lake",2002,203,7,2002-07-22,1,25.5,9.6,195.8,757,NA
"R","Peter Lake",2002,203,7,2002-07-22,1.5,25.4,9.2,89.6,715,NA
"R","Peter Lake",2002,203,7,2002-07-22,2,24.2,11.9,26.4,453,NA
"R","Peter Lake",2002,203,7,2002-07-22,2.5,19.5,12.4,12.6,366,NA
"R","Peter Lake",2002,203,7,2002-07-22,3,16.4,11.5,7.4,376.1,NA
"R","Peter Lake",2002,203,7,2002-07-22,3.5,13.8,12.6,5.2,412,NA
"R","Peter Lake",2002,203,7,2002-07-22,4,11.1,11.2,5.2,640,NA
"R","Peter Lake",2002,203,7,2002-07-22,4.5,9.4,12.2,NA,NA,NA
"R","Peter Lake",2002,203,7,2002-07-22,5,7.7,8.2,NA,NA,NA
"R","Peter Lake",2002,203,7,2002-07-22,5.5,6.8,0.7,NA,NA,NA
"R","Peter Lake",2002,203,7,2002-07-22,6,6,0.2,NA,NA,NA
"R","Peter Lake",2002,203,7,2002-07-22,6.5,5.6,0.2,NA,NA,NA
"R","Peter Lake",2002,203,7,2002-07-22,7,5.4,0.2,NA,NA,NA
"R","Peter Lake",2002,203,7,2002-07-22,8,5.1,0.2,NA,NA,NA
"R","Peter Lake",2002,203,7,2002-07-22,9,4.9,0.2,NA,NA,NA
"R","Peter Lake",2002,203,7,2002-07-22,10,4.7,0.2,NA,NA,NA
"R","Peter Lake",2002,203,7,2002-07-22,11,4.6,0.2,NA,NA,NA
"R","Peter Lake",2002,203,7,2002-07-22,12,4.5,0.2,NA,NA,NA
"L","Paul Lake",2002,205,7,2002-07-24,0,24.1,7.3,1244,932,NA
"L","Paul Lake",2002,205,7,2002-07-24,0.25,NA,NA,955,945,NA
"L","Paul Lake",2002,205,7,2002-07-24,0.5,24,7.3,643,940,NA
"L","Paul Lake",2002,205,7,2002-07-24,0.75,NA,NA,550,927,NA
"L","Paul Lake",2002,205,7,2002-07-24,1,23.9,7.2,368,960,NA
"L","Paul Lake",2002,205,7,2002-07-24,1.5,23.8,7.3,225,952,NA
"L","Paul Lake",2002,205,7,2002-07-24,2,23.7,7.2,138.1,951,NA
"L","Paul Lake",2002,205,7,2002-07-24,2.5,22.3,7.6,87.1,965,NA
"L","Paul Lake",2002,205,7,2002-07-24,3,18.1,9.5,54.6,951,NA
"L","Paul Lake",2002,205,7,2002-07-24,3.5,14.8,10.9,34.8,957,NA
"L","Paul Lake",2002,205,7,2002-07-24,4,11.6,11.2,22.4,961,NA
"L","Paul Lake",2002,205,7,2002-07-24,4.5,9.8,9,13,977,NA
"L","Paul Lake",2002,205,7,2002-07-24,5,8.5,4.5,7.2,991,NA
"L","Paul Lake",2002,205,7,2002-07-24,5.5,7.5,0.7,3.9,1002,NA
"L","Paul Lake",2002,205,7,2002-07-24,6,6.7,0.2,NA,NA,NA
"L","Paul Lake",2002,205,7,2002-07-24,6.5,6.3,0.1,NA,NA,NA
"L","Paul Lake",2002,205,7,2002-07-24,7,6,0.1,NA,NA,NA
"L","Paul Lake",2002,205,7,2002-07-24,8,5.6,0.1,NA,NA,NA
"L","Paul Lake",2002,205,7,2002-07-24,9,5.5,0.1,NA,NA,NA
"R","Peter Lake",2002,210,7,2002-07-29,0,25.1,10,443.6,313.5,NA
"R","Peter Lake",2002,210,7,2002-07-29,0.25,NA,NA,270,316.9,NA
"R","Peter Lake",2002,210,7,2002-07-29,0.5,25.2,10.1,151.1,318.5,NA
"R","Peter Lake",2002,210,7,2002-07-29,0.75,NA,NA,104,317.5,NA
"R","Peter Lake",2002,210,7,2002-07-29,1,25.1,10.2,48.6,317.4,NA
"R","Peter Lake",2002,210,7,2002-07-29,1.5,24.1,11,24.5,315.8,NA
"R","Peter Lake",2002,210,7,2002-07-29,2,23.3,11,12.9,316.9,NA
"R","Peter Lake",2002,210,7,2002-07-29,2.5,21.2,14.8,7.1,316.7,NA
"R","Peter Lake",2002,210,7,2002-07-29,3,17.5,13,4.2,318,NA
"R","Peter Lake",2002,210,7,2002-07-29,3.5,14.3,12.1,2.7,323.1,NA
"R","Peter Lake",2002,210,7,2002-07-29,4,11.4,11.8,NA,NA,NA
"R","Peter Lake",2002,210,7,2002-07-29,4.5,9.7,8.7,NA,NA,NA
"R","Peter Lake",2002,210,7,2002-07-29,5,8.3,6.4,NA,NA,NA
"R","Peter Lake",2002,210,7,2002-07-29,5.5,7,1.6,NA,NA,NA
"R","Peter Lake",2002,210,7,2002-07-29,6,6.4,0.2,NA,NA,NA
"R","Peter Lake",2002,210,7,2002-07-29,6.5,6,0.2,NA,NA,NA
"R","Peter Lake",2002,210,7,2002-07-29,7,5.5,0.2,NA,NA,NA
"R","Peter Lake",2002,210,7,2002-07-29,8,5,0.2,NA,NA,NA
"R","Peter Lake",2002,210,7,2002-07-29,9,4.8,0.1,NA,NA,NA
"R","Peter Lake",2002,210,7,2002-07-29,10,4.7,0.1,NA,NA,NA
"R","Peter Lake",2002,210,7,2002-07-29,11,4.6,0.1,NA,NA,NA
"R","Peter Lake",2002,210,7,2002-07-29,12,4.5,0.1,NA,NA,NA
"L","Paul Lake",2002,212,7,2002-07-31,0,25.4,7,147.4,127,NA
"L","Paul Lake",2002,212,7,2002-07-31,0.25,NA,NA,101.1,135.7,NA
"L","Paul Lake",2002,212,7,2002-07-31,0.5,25.4,7,78.8,135.4,NA
"L","Paul Lake",2002,212,7,2002-07-31,0.75,NA,NA,60.4,137.7,NA
"L","Paul Lake",2002,212,7,2002-07-31,1,25.4,7.1,41.3,141.8,NA
"L","Paul Lake",2002,212,7,2002-07-31,1.5,25.3,6.6,31,144.1,NA
"L","Paul Lake",2002,212,7,2002-07-31,2,24.9,7.4,19.9,154,NA
"L","Paul Lake",2002,212,7,2002-07-31,2.5,22.5,7.5,14.3,157.3,NA
"L","Paul Lake",2002,212,7,2002-07-31,3,19.6,8.8,10.2,161.7,NA
"L","Paul Lake",2002,212,7,2002-07-31,3.5,12.4,11.2,7.4,167.5,NA
"L","Paul Lake",2002,212,7,2002-07-31,4,9.8,9.6,5.4,180.9,NA
"L","Paul Lake",2002,212,7,2002-07-31,4.5,9.7,9,3.6,181.7,NA
"L","Paul Lake",2002,212,7,2002-07-31,5,9.4,5.8,2.2,186.6,NA
"L","Paul Lake",2002,212,7,2002-07-31,5.5,7.9,0.5,1.4,188,NA
"L","Paul Lake",2002,212,7,2002-07-31,6,7,0.2,NA,NA,NA
"L","Paul Lake",2002,212,7,2002-07-31,6.5,6.2,0.2,NA,NA,NA
"L","Paul Lake",2002,212,7,2002-07-31,7,5.9,0.2,NA,NA,NA
"L","Paul Lake",2002,212,7,2002-07-31,8,5.6,0.1,NA,NA,NA
"L","Paul Lake",2002,212,7,2002-07-31,9,5.5,0.1,NA,NA,NA
"R","Peter Lake",2002,217,8,2002-08-05,0,22.8,10.2,1154,828,NA
"R","Peter Lake",2002,217,8,2002-08-05,0.25,NA,NA,738,833,NA
"R","Peter Lake",2002,217,8,2002-08-05,0.5,22.8,10.5,489,867,NA
"R","Peter Lake",2002,217,8,2002-08-05,0.75,NA,NA,343,875,NA
"R","Peter Lake",2002,217,8,2002-08-05,1,22.8,10.5,197,852,NA
"R","Peter Lake",2002,217,8,2002-08-05,1.5,22.8,10.3,103,861,NA
"R","Peter Lake",2002,217,8,2002-08-05,2,22.6,10.2,49.8,902,NA
"R","Peter Lake",2002,217,8,2002-08-05,2.5,21.7,11.5,27.8,910,NA
"R","Peter Lake",2002,217,8,2002-08-05,3,18.2,12.6,16.5,914,NA
"R","Peter Lake",2002,217,8,2002-08-05,3.5,14.8,12.2,9.7,874,NA
"R","Peter Lake",2002,217,8,2002-08-05,4,11.9,11.4,6.1,875,NA
"R","Peter Lake",2002,217,8,2002-08-05,4.5,10.1,9.9,3.9,856,NA
"R","Peter Lake",2002,217,8,2002-08-05,5,8.5,6.2,NA,NA,NA
"R","Peter Lake",2002,217,8,2002-08-05,5.5,7.2,0.6,NA,NA,NA
"R","Peter Lake",2002,217,8,2002-08-05,6,6.4,0.2,NA,NA,NA
"R","Peter Lake",2002,217,8,2002-08-05,6.5,5.8,0.2,NA,NA,NA
"R","Peter Lake",2002,217,8,2002-08-05,7,5.4,0.2,NA,NA,NA
"R","Peter Lake",2002,217,8,2002-08-05,8,5,0.2,NA,NA,NA
"R","Peter Lake",2002,217,8,2002-08-05,9,4.8,0.2,NA,NA,NA
"R","Peter Lake",2002,217,8,2002-08-05,10,4.7,0.2,NA,NA,NA
"R","Peter Lake",2002,217,8,2002-08-05,11,4.6,0.2,NA,NA,NA
"R","Peter Lake",2002,217,8,2002-08-05,12,4.5,0.2,NA,NA,NA
"L","Paul Lake",2002,219,8,2002-08-07,0,22,7.2,1162,1016,NA
"L","Paul Lake",2002,219,8,2002-08-07,0.25,NA,NA,933.4,1054,NA
"L","Paul Lake",2002,219,8,2002-08-07,0.5,22,7.3,699.9,1048,NA
"L","Paul Lake",2002,219,8,2002-08-07,0.75,NA,NA,531,1052,NA
"L","Paul Lake",2002,219,8,2002-08-07,1,22,7.4,373.2,1054,NA
"L","Paul Lake",2002,219,8,2002-08-07,1.5,22,7.2,229.5,1056,NA
"L","Paul Lake",2002,219,8,2002-08-07,2,21.9,7.1,150.3,1064,NA
"L","Paul Lake",2002,219,8,2002-08-07,2.5,21.8,6.9,98.1,1060,NA
"L","Paul Lake",2002,219,8,2002-08-07,3,19.6,8.1,64,1055,NA
"L","Paul Lake",2002,219,8,2002-08-07,3.5,15.9,9.5,41,1058,NA
"L","Paul Lake",2002,219,8,2002-08-07,4,12.6,9.3,25.3,1076,NA
"L","Paul Lake",2002,219,8,2002-08-07,4.5,10.4,6.4,15.2,1073,NA
"L","Paul Lake",2002,219,8,2002-08-07,5,9.2,2.6,8.9,1066,NA
"L","Paul Lake",2002,219,8,2002-08-07,5.5,8.2,0.7,4.5,1089,NA
"L","Paul Lake",2002,219,8,2002-08-07,6,7.1,0.3,2.3,1177,NA
"L","Paul Lake",2002,219,8,2002-08-07,6.5,6.5,0.3,NA,NA,NA
"L","Paul Lake",2002,219,8,2002-08-07,7,6,0.2,NA,NA,NA
"L","Paul Lake",2002,219,8,2002-08-07,8,5.8,0.2,NA,NA,NA
"L","Paul Lake",2002,219,8,2002-08-07,9,5.6,0.2,NA,NA,NA
"R","Peter Lake",2002,224,8,2002-08-12,0,23.4,10.3,226.3,203.3,NA
"R","Peter Lake",2002,224,8,2002-08-12,0.25,NA,NA,164.2,203.8,NA
"R","Peter Lake",2002,224,8,2002-08-12,0.5,23.4,10.3,105.6,200.5,NA
"R","Peter Lake",2002,224,8,2002-08-12,0.75,NA,NA,72,199.5,NA
"R","Peter Lake",2002,224,8,2002-08-12,1,23.4,10.3,43.5,197.3,NA
"R","Peter Lake",2002,224,8,2002-08-12,1.5,23.2,10.5,22.6,193.7,NA
"R","Peter Lake",2002,224,8,2002-08-12,2.5,22.9,11,12.2,191.3,NA
"R","Peter Lake",2002,224,8,2002-08-12,3,21.1,13.8,6.8,188.7,NA
"R","Peter Lake",2002,224,8,2002-08-12,3.5,18.3,13.6,4.2,185,NA
"R","Peter Lake",2002,224,8,2002-08-12,4,15,13.7,2.5,182.5,NA
"R","Peter Lake",2002,224,8,2002-08-12,4.5,12,11,1.6,177.2,NA
"R","Peter Lake",2002,224,8,2002-08-12,5,10.2,8.9,NA,NA,NA
"R","Peter Lake",2002,224,8,2002-08-12,5.5,8.4,5.3,NA,NA,NA
"R","Peter Lake",2002,224,8,2002-08-12,6,7.4,0.3,NA,NA,NA
"R","Peter Lake",2002,224,8,2002-08-12,6.5,6.5,0.2,NA,NA,NA
"R","Peter Lake",2002,224,8,2002-08-12,7,5.9,0.1,NA,NA,NA
"R","Peter Lake",2002,224,8,2002-08-12,8,5.5,0.1,NA,NA,NA
"R","Peter Lake",2002,224,8,2002-08-12,9,5.2,0.1,NA,NA,NA
"R","Peter Lake",2002,224,8,2002-08-12,10,4.9,0.1,NA,NA,NA
"R","Peter Lake",2002,224,8,2002-08-12,11,4.7,0.1,NA,NA,NA
"R","Peter Lake",2002,224,8,2002-08-12,12,4.6,0.1,NA,NA,NA
"L","Paul Lake",2002,226,8,2002-08-14,0,22.7,7.6,1115,919.1,NA
"L","Paul Lake",2002,226,8,2002-08-14,0.25,NA,NA,915.4,922.3,NA
"L","Paul Lake",2002,226,8,2002-08-14,0.5,22.7,7.6,639.2,907.5,NA
"L","Paul Lake",2002,226,8,2002-08-14,0.75,NA,NA,503,912.3,NA
"L","Paul Lake",2002,226,8,2002-08-14,1,22.7,7.6,380.1,919,NA
"L","Paul Lake",2002,226,8,2002-08-14,1.5,22.6,7.5,243.3,908.1,NA
"L","Paul Lake",2002,226,8,2002-08-14,2,22.6,7.6,159.6,931,NA
"L","Paul Lake",2002,226,8,2002-08-14,2.5,22.3,7.4,102.1,903.9,NA
"L","Paul Lake",2002,226,8,2002-08-14,3,20.5,7.7,66.4,912.1,NA
"L","Paul Lake",2002,226,8,2002-08-14,3.5,17.2,9.6,43.6,914.8,NA
"L","Paul Lake",2002,226,8,2002-08-14,4,13.4,8.8,26.6,917.4,NA
"L","Paul Lake",2002,226,8,2002-08-14,4.5,11.2,6.1,15.7,914.8,NA
"L","Paul Lake",2002,226,8,2002-08-14,5,9.5,2,8.6,908,NA
"L","Paul Lake",2002,226,8,2002-08-14,5.5,8.4,0.2,4.1,934,NA
"L","Paul Lake",2002,226,8,2002-08-14,6,7.2,0.1,NA,NA,NA
"L","Paul Lake",2002,226,8,2002-08-14,6.5,6.5,0.1,NA,NA,NA
"L","Paul Lake",2002,226,8,2002-08-14,7,6.1,0.1,NA,NA,NA
"L","Paul Lake",2002,226,8,2002-08-14,8,5.8,0.1,NA,NA,NA
"L","Paul Lake",2002,226,8,2002-08-14,9,5.6,0.1,NA,NA,NA
"L","Paul Lake",2002,226,8,2002-08-14,10,5.5,0.1,NA,NA,NA
"L","Paul Lake",2002,226,8,2002-08-14,11,5.5,0.1,NA,NA,NA
"R","Peter Lake",2002,231,8,2002-08-19,0,20.4,10.1,1290,894.8,NA
"R","Peter Lake",2002,231,8,2002-08-19,0.25,NA,NA,858.9,974.9,NA
"R","Peter Lake",2002,231,8,2002-08-19,0.5,20.5,10.1,558.7,1007,NA
"R","Peter Lake",2002,231,8,2002-08-19,0.75,NA,NA,427.7,980.4,NA
"R","Peter Lake",2002,231,8,2002-08-19,1,20.5,10.2,261,1022,NA
"R","Peter Lake",2002,231,8,2002-08-19,1.5,20.5,10.2,139,1013,NA
"R","Peter Lake",2002,231,8,2002-08-19,2,20.4,10,77.3,1039,NA
"R","Peter Lake",2002,231,8,2002-08-19,2.5,20.4,9.8,45.6,1043,NA
"R","Peter Lake",2002,231,8,2002-08-19,3,19.5,11.4,24.8,1059,NA
"R","Peter Lake",2002,231,8,2002-08-19,3.5,15.4,13.1,14.8,1034,NA
"R","Peter Lake",2002,231,8,2002-08-19,4,13.1,10.2,9,1029,NA
"R","Peter Lake",2002,231,8,2002-08-19,4.5,10.3,8.4,NA,NA,NA
"R","Peter Lake",2002,231,8,2002-08-19,5,8.9,4.6,NA,NA,NA
"R","Peter Lake",2002,231,8,2002-08-19,5.5,7.9,0.8,NA,NA,NA
"R","Peter Lake",2002,231,8,2002-08-19,6,6.9,0.2,NA,NA,NA
"R","Peter Lake",2002,231,8,2002-08-19,6.5,6,0.2,NA,NA,NA
"R","Peter Lake",2002,231,8,2002-08-19,7,5.6,0.1,NA,NA,NA
"R","Peter Lake",2002,231,8,2002-08-19,8,5.3,0.1,NA,NA,NA
"R","Peter Lake",2002,231,8,2002-08-19,9,5,0.1,NA,NA,NA
"R","Peter Lake",2002,231,8,2002-08-19,10,4.8,0.2,NA,NA,NA
"R","Peter Lake",2002,231,8,2002-08-19,11,4.6,0.1,NA,NA,NA
"R","Peter Lake",2002,231,8,2002-08-19,12,4.6,0.1,NA,NA,NA
"L","Paul Lake",2002,233,8,2002-08-21,0,20.5,8.1,133.8,137.9,NA
"L","Paul Lake",2002,233,8,2002-08-21,0.25,NA,NA,103.8,136.4,NA
"L","Paul Lake",2002,233,8,2002-08-21,0.5,20.6,8,75.3,134.8,NA
"L","Paul Lake",2002,233,8,2002-08-21,0.75,NA,NA,55.7,147.2,NA
"L","Paul Lake",2002,233,8,2002-08-21,1,20.6,8,48.8,154.2,NA
"L","Paul Lake",2002,233,8,2002-08-21,1.5,20.5,8,32.7,158.5,NA
"L","Paul Lake",2002,233,8,2002-08-21,2,20.5,7.9,22.4,154.1,NA
"L","Paul Lake",2002,233,8,2002-08-21,2.5,20.3,7.9,15.4,145.9,NA
"L","Paul Lake",2002,233,8,2002-08-21,3,20.1,7.8,11.6,149.4,NA
"L","Paul Lake",2002,233,8,2002-08-21,3.5,17.6,7.8,8.2,151.9,NA
"L","Paul Lake",2002,233,8,2002-08-21,4,15.1,8.2,5,140.5,NA
"L","Paul Lake",2002,233,8,2002-08-21,4.5,12,5.7,3.4,142.6,NA
"L","Paul Lake",2002,233,8,2002-08-21,5,10.1,1.8,2.1,139.3,NA
"L","Paul Lake",2002,233,8,2002-08-21,5.5,8.7,0.5,1,131.7,NA
"L","Paul Lake",2002,233,8,2002-08-21,6,7.5,0.2,NA,NA,NA
"L","Paul Lake",2002,233,8,2002-08-21,6.5,6.9,0.2,NA,NA,NA
