"agency_cd","site_no","datetime","discharge.max","discharge.max.approval","discharge.min","discharge.min.approval","discharge.mean","discharge.mean.approval","gage.height.max","gage.height.max.approval","gage.height.min","gage.height.min.approval","gage.height.mean","gage.height.mean.approval"
"USGS",2085000,1967-09-15,NA,"",NA,"",3.9,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-09-16,NA,"",NA,"",3.8,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-09-17,NA,"",NA,"",3.3,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-09-18,NA,"",NA,"",3,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-09-19,NA,"",NA,"",3,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-09-20,NA,"",NA,"",3.1,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-09-21,NA,"",NA,"",6.3,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-09-22,NA,"",NA,"",16,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-09-23,NA,"",NA,"",10,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-09-24,NA,"",NA,"",6,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-09-25,NA,"",NA,"",4.3,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-09-26,NA,"",NA,"",3.4,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-09-27,NA,"",NA,"",3.3,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-09-28,NA,"",NA,"",8.8,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-09-29,NA,"",NA,"",21,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-09-30,NA,"",NA,"",11,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-10-01,NA,"",NA,"",6.6,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-10-02,NA,"",NA,"",5,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-10-03,NA,"",NA,"",4.3,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-10-04,NA,"",NA,"",3.6,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-10-05,NA,"",NA,"",3,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-10-06,NA,"",NA,"",3.1,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-10-07,NA,"",NA,"",3,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-10-08,NA,"",NA,"",3.3,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-10-09,NA,"",NA,"",3,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-10-10,NA,"",NA,"",3.8,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-10-11,NA,"",NA,"",4.1,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-10-12,NA,"",NA,"",4.7,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-10-13,NA,"",NA,"",4.3,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-10-14,NA,"",NA,"",4.1,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-10-15,NA,"",NA,"",4.1,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-10-16,NA,"",NA,"",4,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-10-17,NA,"",NA,"",3.8,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-10-18,NA,"",NA,"",29,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-10-19,NA,"",NA,"",26,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-10-20,NA,"",NA,"",9.9,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-10-21,NA,"",NA,"",6.6,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-10-22,NA,"",NA,"",5.1,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-10-23,NA,"",NA,"",4.7,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-10-24,NA,"",NA,"",4.3,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-10-25,NA,"",NA,"",4.3,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-10-26,NA,"",NA,"",4.5,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-10-27,NA,"",NA,"",4.3,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-10-28,NA,"",NA,"",4.7,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-10-29,NA,"",NA,"",4.5,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-10-30,NA,"",NA,"",4.1,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-10-31,NA,"",NA,"",4.5,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-11-01,NA,"",NA,"",4.5,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-11-02,NA,"",NA,"",4.9,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-11-03,NA,"",NA,"",5.1,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-11-04,NA,"",NA,"",5.3,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-11-05,NA,"",NA,"",4.9,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-11-06,NA,"",NA,"",4.5,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-11-07,NA,"",NA,"",3.9,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-11-08,NA,"",NA,"",4,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-11-09,NA,"",NA,"",3.8,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-11-10,NA,"",NA,"",3.5,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-11-11,NA,"",NA,"",4.3,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-11-12,NA,"",NA,"",4.8,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-11-13,NA,"",NA,"",4.2,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-11-14,NA,"",NA,"",4.3,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-11-15,NA,"",NA,"",4.4,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-11-16,NA,"",NA,"",4.6,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-11-17,NA,"",NA,"",4.5,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-11-18,NA,"",NA,"",4.7,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-11-19,NA,"",NA,"",4.6,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-11-20,NA,"",NA,"",4.6,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-11-21,NA,"",NA,"",4.4,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-11-22,NA,"",NA,"",4.4,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-11-23,NA,"",NA,"",5.6,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-11-24,NA,"",NA,"",6.4,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-11-25,NA,"",NA,"",11,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-11-26,NA,"",NA,"",11,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-11-27,NA,"",NA,"",8,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-11-28,NA,"",NA,"",6.2,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-11-29,NA,"",NA,"",5.5,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-11-30,NA,"",NA,"",7.6,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-12-01,NA,"",NA,"",10,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-12-02,NA,"",NA,"",11,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-12-03,NA,"",NA,"",88,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-12-04,NA,"",NA,"",53,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-12-05,NA,"",NA,"",22,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-12-06,NA,"",NA,"",14,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-12-07,NA,"",NA,"",14,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-12-08,NA,"",NA,"",11,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-12-09,NA,"",NA,"",10,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-12-10,NA,"",NA,"",58,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-12-11,NA,"",NA,"",227,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-12-12,NA,"",NA,"",74,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-12-13,NA,"",NA,"",45,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-12-14,NA,"",NA,"",30,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-12-15,NA,"",NA,"",24,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-12-16,NA,"",NA,"",20,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-12-17,NA,"",NA,"",17,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-12-18,NA,"",NA,"",18,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-12-19,NA,"",NA,"",53,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-12-20,NA,"",NA,"",44,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-12-21,NA,"",NA,"",29,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-12-22,NA,"",NA,"",30,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-12-23,NA,"",NA,"",226,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-12-24,NA,"",NA,"",97,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-12-25,NA,"",NA,"",59,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-12-26,NA,"",NA,"",52,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-12-27,NA,"",NA,"",42,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-12-28,NA,"",NA,"",375,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-12-29,NA,"",NA,"",373,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-12-30,NA,"",NA,"",126,"A",NA,"",NA,"",NA,""
"USGS",2085000,1967-12-31,NA,"",NA,"",72,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-01-01,NA,"",NA,"",56,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-01-02,NA,"",NA,"",45,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-01-03,NA,"",NA,"",39,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-01-04,NA,"",NA,"",50,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-01-05,NA,"",NA,"",56,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-01-06,NA,"",NA,"",46,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-01-07,NA,"",NA,"",134,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-01-08,NA,"",NA,"",81,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-01-09,NA,"",NA,"",53,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-01-10,NA,"",NA,"",62,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-01-11,NA,"",NA,"",82,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-01-12,NA,"",NA,"",59,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-01-13,NA,"",NA,"",154,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-01-14,NA,"",NA,"",666,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-01-15,NA,"",NA,"",280,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-01-16,NA,"",NA,"",148,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-01-17,NA,"",NA,"",101,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-01-18,NA,"",NA,"",93,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-01-19,NA,"",NA,"",109,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-01-20,NA,"",NA,"",120,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-01-21,NA,"",NA,"",108,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-01-22,NA,"",NA,"",97,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-01-23,NA,"",NA,"",77,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-01-24,NA,"",NA,"",71,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-01-25,NA,"",NA,"",62,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-01-26,NA,"",NA,"",52,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-01-27,NA,"",NA,"",53,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-01-28,NA,"",NA,"",59,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-01-29,NA,"",NA,"",55,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-01-30,NA,"",NA,"",49,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-01-31,NA,"",NA,"",45,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-02-01,NA,"",NA,"",42,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-02-02,NA,"",NA,"",45,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-02-03,NA,"",NA,"",85,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-02-04,NA,"",NA,"",59,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-02-05,NA,"",NA,"",47,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-02-06,NA,"",NA,"",42,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-02-07,NA,"",NA,"",40,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-02-08,NA,"",NA,"",38,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-02-09,NA,"",NA,"",35,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-02-10,NA,"",NA,"",34,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-02-11,NA,"",NA,"",32,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-02-12,NA,"",NA,"",29,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-02-13,NA,"",NA,"",28,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-02-14,NA,"",NA,"",27,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-02-15,NA,"",NA,"",28,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-02-16,NA,"",NA,"",28,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-02-17,NA,"",NA,"",27,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-02-18,NA,"",NA,"",27,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-02-19,NA,"",NA,"",24,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-02-20,NA,"",NA,"",26,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-02-21,NA,"",NA,"",26,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-02-22,NA,"",NA,"",24,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-02-23,NA,"",NA,"",23,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-02-24,NA,"",NA,"",24,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-02-25,NA,"",NA,"",23,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-02-26,NA,"",NA,"",22,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-02-27,NA,"",NA,"",22,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-02-28,NA,"",NA,"",22,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-02-29,NA,"",NA,"",29,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-03-01,NA,"",NA,"",42,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-03-02,NA,"",NA,"",35,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-03-03,NA,"",NA,"",31,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-03-04,NA,"",NA,"",26,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-03-05,NA,"",NA,"",24,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-03-06,NA,"",NA,"",24,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-03-07,NA,"",NA,"",23,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-03-08,NA,"",NA,"",22,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-03-09,NA,"",NA,"",22,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-03-10,NA,"",NA,"",25,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-03-11,NA,"",NA,"",28,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-03-12,NA,"",NA,"",520,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-03-13,NA,"",NA,"",466,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-03-14,NA,"",NA,"",178,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-03-15,NA,"",NA,"",114,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-03-16,NA,"",NA,"",79,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-03-17,NA,"",NA,"",233,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-03-18,NA,"",NA,"",147,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-03-19,NA,"",NA,"",97,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-03-20,NA,"",NA,"",75,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-03-21,NA,"",NA,"",63,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-03-22,NA,"",NA,"",54,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-03-23,NA,"",NA,"",81,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-03-24,NA,"",NA,"",83,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-03-25,NA,"",NA,"",56,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-03-26,NA,"",NA,"",48,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-03-27,NA,"",NA,"",44,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-03-28,NA,"",NA,"",41,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-03-29,NA,"",NA,"",40,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-03-30,NA,"",NA,"",38,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-03-31,NA,"",NA,"",37,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-04-01,NA,"",NA,"",35,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-04-02,NA,"",NA,"",31,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-04-03,NA,"",NA,"",36,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-04-04,NA,"",NA,"",48,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-04-05,NA,"",NA,"",50,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-04-06,NA,"",NA,"",73,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-04-07,NA,"",NA,"",50,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-04-08,NA,"",NA,"",42,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-04-09,NA,"",NA,"",39,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-04-10,NA,"",NA,"",35,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-04-11,NA,"",NA,"",37,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-04-12,NA,"",NA,"",34,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-04-13,NA,"",NA,"",33,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-04-14,NA,"",NA,"",30,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-04-15,NA,"",NA,"",28,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-04-16,NA,"",NA,"",26,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-04-17,NA,"",NA,"",25,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-04-18,NA,"",NA,"",25,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-04-19,NA,"",NA,"",24,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-04-20,NA,"",NA,"",23,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-04-21,NA,"",NA,"",23,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-04-22,NA,"",NA,"",22,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-04-23,NA,"",NA,"",22,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-04-24,NA,"",NA,"",27,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-04-25,NA,"",NA,"",28,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-04-26,NA,"",NA,"",22,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-04-27,NA,"",NA,"",20,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-04-28,NA,"",NA,"",19,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-04-29,NA,"",NA,"",21,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-04-30,NA,"",NA,"",36,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-05-01,NA,"",NA,"",26,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-05-02,NA,"",NA,"",20,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-05-03,NA,"",NA,"",18,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-05-04,NA,"",NA,"",18,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-05-05,NA,"",NA,"",18,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-05-06,NA,"",NA,"",16,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-05-07,NA,"",NA,"",15,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-05-08,NA,"",NA,"",13,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-05-09,NA,"",NA,"",12,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-05-10,NA,"",NA,"",17,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-05-11,NA,"",NA,"",14,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-05-12,NA,"",NA,"",25,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-05-13,NA,"",NA,"",26,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-05-14,NA,"",NA,"",18,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-05-15,NA,"",NA,"",21,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-05-16,NA,"",NA,"",18,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-05-17,NA,"",NA,"",15,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-05-18,NA,"",NA,"",14,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-05-19,NA,"",NA,"",14,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-05-20,NA,"",NA,"",12,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-05-21,NA,"",NA,"",10,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-05-22,NA,"",NA,"",9,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-05-23,NA,"",NA,"",8.8,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-05-24,NA,"",NA,"",8.3,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-05-25,NA,"",NA,"",8.7,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-05-26,NA,"",NA,"",11,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-05-27,NA,"",NA,"",298,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-05-28,NA,"",NA,"",133,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-05-29,NA,"",NA,"",59,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-05-30,NA,"",NA,"",38,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-05-31,NA,"",NA,"",26,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-06-01,NA,"",NA,"",20,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-06-02,NA,"",NA,"",16,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-06-03,NA,"",NA,"",16,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-06-04,NA,"",NA,"",14,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-06-05,NA,"",NA,"",12,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-06-06,NA,"",NA,"",11,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-06-07,NA,"",NA,"",10,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-06-08,NA,"",NA,"",15,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-06-09,NA,"",NA,"",20,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-06-10,NA,"",NA,"",16,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-06-11,NA,"",NA,"",14,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-06-12,NA,"",NA,"",19,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-06-13,NA,"",NA,"",31,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-06-14,NA,"",NA,"",12,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-06-15,NA,"",NA,"",9.7,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-06-16,NA,"",NA,"",8.7,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-06-17,NA,"",NA,"",8.8,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-06-18,NA,"",NA,"",13,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-06-19,NA,"",NA,"",11,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-06-20,NA,"",NA,"",9.5,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-06-21,NA,"",NA,"",8.1,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-06-22,NA,"",NA,"",7.4,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-06-23,NA,"",NA,"",6.8,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-06-24,NA,"",NA,"",6.5,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-06-25,NA,"",NA,"",6.8,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-06-26,NA,"",NA,"",6.3,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-06-27,NA,"",NA,"",5.8,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-06-28,NA,"",NA,"",4.6,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-06-29,NA,"",NA,"",4.6,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-06-30,NA,"",NA,"",4.2,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-07-01,NA,"",NA,"",3.6,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-07-02,NA,"",NA,"",2.9,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-07-03,NA,"",NA,"",16,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-07-04,NA,"",NA,"",11,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-07-05,NA,"",NA,"",9,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-07-06,NA,"",NA,"",11,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-07-07,NA,"",NA,"",6.9,"A",NA,"",NA,"",NA,""
"USGS",2085000,1968-07-08,NA,"",NA,"",5.4,"A",NA,"",NA,"",NA,""
