"lakename","year4","daynum","month","sampledate","depth","nutrient","concentration"
"Peter Lake",1995,172,6,1995-06-21,1.9,"po4",1.288
"Peter Lake",1995,172,6,1995-06-21,3.3,"tn_ug",686.21
"Peter Lake",1995,172,6,1995-06-21,3.3,"tp_ug",15.66
"Peter Lake",1995,172,6,1995-06-21,3.3,"nh34",63.42
"Peter Lake",1995,172,6,1995-06-21,3.3,"no23",108.34
"Peter Lake",1995,172,6,1995-06-21,3.3,"po4",3.088
"Peter Lake",1995,172,6,1995-06-21,4.2,"tp_ug",20.009
"Peter Lake",1995,172,6,1995-06-21,4.2,"nh34",39.928
"Peter Lake",1995,172,6,1995-06-21,4.2,"no23",119.299
"Peter Lake",1995,172,6,1995-06-21,4.2,"po4",1.56
"Peter Lake",1995,172,6,1995-06-21,6.2,"tp_ug",52.938
"Peter Lake",1995,172,6,1995-06-21,6.2,"nh34",59.977
"Peter Lake",1995,172,6,1995-06-21,6.2,"no23",81.329
"Peter Lake",1995,172,6,1995-06-21,6.2,"po4",3.885
"Peter Lake",1995,172,6,1995-06-21,12,"tn_ug",1093.316
"Peter Lake",1995,172,6,1995-06-21,12,"tp_ug",38.178
"Peter Lake",1995,172,6,1995-06-21,12,"nh34",435.13
"Peter Lake",1995,172,6,1995-06-21,12,"no23",10.416
"Peter Lake",1995,172,6,1995-06-21,12,"po4",1.291
"Paul Lake",1995,173,6,1995-06-22,0,"tn_ug",324.447
"Paul Lake",1995,173,6,1995-06-22,0,"tp_ug",5.567
"Paul Lake",1995,173,6,1995-06-22,0,"nh34",12.21
"Paul Lake",1995,173,6,1995-06-22,0,"no23",0.539
"Paul Lake",1995,173,6,1995-06-22,0,"po4",1.858
"Paul Lake",1995,173,6,1995-06-22,0.6,"tp_ug",6.114
"Paul Lake",1995,173,6,1995-06-22,0.6,"nh34",5.905
"Paul Lake",1995,173,6,1995-06-22,0.6,"no23",2.414
"Paul Lake",1995,173,6,1995-06-22,0.6,"po4",2.192
"Paul Lake",1995,173,6,1995-06-22,1.5,"tp_ug",7.947
"Paul Lake",1995,173,6,1995-06-22,1.5,"nh34",0.812
"Paul Lake",1995,173,6,1995-06-22,1.5,"no23",2.303
"Paul Lake",1995,173,6,1995-06-22,1.5,"po4",1.414
"Paul Lake",1995,173,6,1995-06-22,2.9,"tn_ug",309.488
"Paul Lake",1995,173,6,1995-06-22,2.9,"tp_ug",11.476
"Paul Lake",1995,173,6,1995-06-22,2.9,"nh34",10.759
"Paul Lake",1995,173,6,1995-06-22,2.9,"no23",2.679
"Paul Lake",1995,173,6,1995-06-22,2.9,"po4",2.196
"Paul Lake",1995,173,6,1995-06-22,3.9,"tp_ug",8.663
"Paul Lake",1995,173,6,1995-06-22,3.9,"nh34",8.191
"Paul Lake",1995,173,6,1995-06-22,3.9,"no23",3.318
"Paul Lake",1995,173,6,1995-06-22,3.9,"po4",1.209
"Paul Lake",1995,173,6,1995-06-22,6,"tp_ug",43.807
"Paul Lake",1995,173,6,1995-06-22,6,"nh34",18.058
"Paul Lake",1995,173,6,1995-06-22,6,"no23",2.855
"Paul Lake",1995,173,6,1995-06-22,6,"po4",1.772
"Paul Lake",1995,173,6,1995-06-22,12,"tn_ug",1183.078
"Paul Lake",1995,173,6,1995-06-22,12,"tp_ug",47.279
"Paul Lake",1995,173,6,1995-06-22,12,"nh34",289.537
"Paul Lake",1995,173,6,1995-06-22,12,"no23",3.945
"Paul Lake",1995,173,6,1995-06-22,12,"po4",4.166
"Peter Lake",1995,179,6,1995-06-28,0,"tn_ug",535.325
"Peter Lake",1995,179,6,1995-06-28,0,"tp_ug",14.59
"Peter Lake",1995,179,6,1995-06-28,0,"nh34",34.268
"Peter Lake",1995,179,6,1995-06-28,0,"no23",66.545
"Peter Lake",1995,179,6,1995-06-28,0,"po4",0
"Peter Lake",1995,179,6,1995-06-28,0.75,"tp_ug",12.683
"Peter Lake",1995,179,6,1995-06-28,0.75,"nh34",34.312
"Peter Lake",1995,179,6,1995-06-28,0.75,"no23",63.955
"Peter Lake",1995,179,6,1995-06-28,0.75,"po4",0
"Peter Lake",1995,179,6,1995-06-28,1.8,"tp_ug",13.521
"Peter Lake",1995,179,6,1995-06-28,1.8,"nh34",36.745
"Peter Lake",1995,179,6,1995-06-28,1.8,"no23",60.533
"Peter Lake",1995,179,6,1995-06-28,1.8,"po4",1.877
"Peter Lake",1995,179,6,1995-06-28,3.3,"tn_ug",679.034
"Peter Lake",1995,179,6,1995-06-28,3.3,"tp_ug",16.692
"Peter Lake",1995,179,6,1995-06-28,3.3,"nh34",89.361
"Peter Lake",1995,179,6,1995-06-28,3.3,"no23",120.232
"Peter Lake",1995,179,6,1995-06-28,3.3,"po4",0.33
"Peter Lake",1995,179,6,1995-06-28,4.3,"tp_ug",27.48
"Peter Lake",1995,179,6,1995-06-28,4.3,"nh34",52.07
"Peter Lake",1995,179,6,1995-06-28,4.3,"no23",102.686
"Peter Lake",1995,179,6,1995-06-28,4.3,"po4",0.294
"Peter Lake",1995,179,6,1995-06-28,6.3,"tp_ug",45.094
"Peter Lake",1995,179,6,1995-06-28,6.3,"nh34",109.295
"Peter Lake",1995,179,6,1995-06-28,6.3,"no23",76.424
"Peter Lake",1995,179,6,1995-06-28,6.3,"po4",1.415
"Peter Lake",1995,179,6,1995-06-28,12,"tn_ug",1011.221
"Peter Lake",1995,179,6,1995-06-28,12,"tp_ug",36.651
"Peter Lake",1995,179,6,1995-06-28,12,"nh34",441.417
"Peter Lake",1995,179,6,1995-06-28,12,"no23",8.891
"Peter Lake",1995,179,6,1995-06-28,12,"po4",1.314
"Paul Lake",1995,180,6,1995-06-29,0,"tn_ug",422.26
"Paul Lake",1995,180,6,1995-06-29,0,"tp_ug",10.353
"Paul Lake",1995,180,6,1995-06-29,0,"nh34",21.643
"Paul Lake",1995,180,6,1995-06-29,0,"no23",5.331
"Paul Lake",1995,180,6,1995-06-29,0,"po4",0.736
"Paul Lake",1995,180,6,1995-06-29,0.8,"tp_ug",12.258
"Paul Lake",1995,180,6,1995-06-29,0.8,"nh34",17.583
"Paul Lake",1995,180,6,1995-06-29,0.8,"no23",3.877
"Paul Lake",1995,180,6,1995-06-29,0.8,"po4",1.214
"Paul Lake",1995,180,6,1995-06-29,1.6,"tp_ug",8.162
"Paul Lake",1995,180,6,1995-06-29,1.6,"nh34",19.223
"Paul Lake",1995,180,6,1995-06-29,1.6,"no23",4.039
"Paul Lake",1995,180,6,1995-06-29,1.6,"po4",0.961
"Paul Lake",1995,180,6,1995-06-29,3.1,"tn_ug",324.382
"Paul Lake",1995,180,6,1995-06-29,3.1,"tp_ug",9.754
"Paul Lake",1995,180,6,1995-06-29,3.1,"nh34",3.479
"Paul Lake",1995,180,6,1995-06-29,3.1,"no23",2.511
"Paul Lake",1995,180,6,1995-06-29,3.1,"po4",1.343
"Paul Lake",1995,180,6,1995-06-29,4.3,"tp_ug",13.442
"Paul Lake",1995,180,6,1995-06-29,4.3,"nh34",3.702
"Paul Lake",1995,180,6,1995-06-29,4.3,"no23",1.384
"Paul Lake",1995,180,6,1995-06-29,4.3,"po4",0.678
"Paul Lake",1995,180,6,1995-06-29,6.2,"tp_ug",32.875
"Paul Lake",1995,180,6,1995-06-29,6.2,"nh34",5.162
"Paul Lake",1995,180,6,1995-06-29,6.2,"no23",1.733
"Paul Lake",1995,180,6,1995-06-29,6.2,"po4",2.464
"Paul Lake",1995,180,6,1995-06-29,12,"tn_ug",904.49
"Paul Lake",1995,180,6,1995-06-29,12,"tp_ug",44.9
"Paul Lake",1995,180,6,1995-06-29,12,"nh34",209.851
"Paul Lake",1995,180,6,1995-06-29,12,"no23",4.629
"Paul Lake",1995,180,6,1995-06-29,12,"po4",2.039
"Peter Lake",1995,186,7,1995-07-05,0,"tn_ug",576.806
"Peter Lake",1995,186,7,1995-07-05,0,"tp_ug",19.982
"Peter Lake",1995,186,7,1995-07-05,0,"nh34",13.667
"Peter Lake",1995,186,7,1995-07-05,0,"no23",79.151
"Peter Lake",1995,186,7,1995-07-05,0,"po4",0.666
"Peter Lake",1995,186,7,1995-07-05,0.85,"tp_ug",18.089
"Peter Lake",1995,186,7,1995-07-05,0.85,"nh34",13.141
"Peter Lake",1995,186,7,1995-07-05,0.85,"no23",79.594
"Peter Lake",1995,186,7,1995-07-05,0.85,"po4",0.707
"Peter Lake",1995,186,7,1995-07-05,1.7,"tp_ug",21.73
"Peter Lake",1995,186,7,1995-07-05,1.7,"nh34",16.196
"Peter Lake",1995,186,7,1995-07-05,1.7,"no23",79.699
"Peter Lake",1995,186,7,1995-07-05,1.7,"po4",1.02
"Peter Lake",1995,186,7,1995-07-05,3.1,"tn_ug",587.803
"Peter Lake",1995,186,7,1995-07-05,3.1,"tp_ug",17.496
"Peter Lake",1995,186,7,1995-07-05,3.1,"nh34",36.813
"Peter Lake",1995,186,7,1995-07-05,3.1,"no23",86.706
"Peter Lake",1995,186,7,1995-07-05,3.1,"po4",0.718
"Peter Lake",1995,186,7,1995-07-05,4.1,"tp_ug",20.185
"Peter Lake",1995,186,7,1995-07-05,4.1,"nh34",52.469
"Peter Lake",1995,186,7,1995-07-05,4.1,"no23",92.847
"Peter Lake",1995,186,7,1995-07-05,4.1,"po4",0.847
"Peter Lake",1995,186,7,1995-07-05,6.1,"tp_ug",46.288
"Peter Lake",1995,186,7,1995-07-05,6.1,"nh34",61.043
"Peter Lake",1995,186,7,1995-07-05,6.1,"no23",43.513
"Peter Lake",1995,186,7,1995-07-05,6.1,"po4",2.3
"Peter Lake",1995,186,7,1995-07-05,12,"tn_ug",1089.271
"Peter Lake",1995,186,7,1995-07-05,12,"tp_ug",41.852
"Peter Lake",1995,186,7,1995-07-05,12,"nh34",640.873
"Peter Lake",1995,186,7,1995-07-05,12,"no23",1.896
"Peter Lake",1995,186,7,1995-07-05,12,"po4",5.915
"Paul Lake",1995,187,7,1995-07-06,0,"tn_ug",335.737
"Paul Lake",1995,187,7,1995-07-06,0,"tp_ug",10.42
"Paul Lake",1995,187,7,1995-07-06,0,"nh34",26.361
"Paul Lake",1995,187,7,1995-07-06,0,"no23",6.323
"Paul Lake",1995,187,7,1995-07-06,0,"po4",2.873
"Paul Lake",1995,187,7,1995-07-06,0.55,"tp_ug",9.609
"Paul Lake",1995,187,7,1995-07-06,0.55,"nh34",20.368
"Paul Lake",1995,187,7,1995-07-06,0.55,"no23",4.979
"Paul Lake",1995,187,7,1995-07-06,0.55,"po4",1.119
"Paul Lake",1995,187,7,1995-07-06,1.5,"tp_ug",10.891
"Paul Lake",1995,187,7,1995-07-06,1.5,"nh34",20.25
"Paul Lake",1995,187,7,1995-07-06,1.5,"no23",4.092
"Paul Lake",1995,187,7,1995-07-06,1.5,"po4",0.675
"Paul Lake",1995,187,7,1995-07-06,2.85,"tp_ug",20.364
"Paul Lake",1995,187,7,1995-07-06,2.85,"nh34",14.195
"Paul Lake",1995,187,7,1995-07-06,2.85,"no23",2.636
"Paul Lake",1995,187,7,1995-07-06,2.85,"po4",0.81
"Paul Lake",1995,187,7,1995-07-06,4.2,"tn_ug",320.702
"Paul Lake",1995,187,7,1995-07-06,4.2,"tp_ug",10.253
"Paul Lake",1995,187,7,1995-07-06,4.2,"nh34",10.113
"Paul Lake",1995,187,7,1995-07-06,4.2,"no23",2.244
"Paul Lake",1995,187,7,1995-07-06,4.2,"po4",0.512
"Paul Lake",1995,187,7,1995-07-06,6.2,"tp_ug",29.818
"Paul Lake",1995,187,7,1995-07-06,6.2,"nh34",5.947
"Paul Lake",1995,187,7,1995-07-06,6.2,"no23",1.663
"Paul Lake",1995,187,7,1995-07-06,6.2,"po4",2.323
"Paul Lake",1995,187,7,1995-07-06,12,"tn_ug",1179.36
"Paul Lake",1995,187,7,1995-07-06,12,"tp_ug",82.052
"Paul Lake",1995,187,7,1995-07-06,12,"nh34",329.544
"Paul Lake",1995,187,7,1995-07-06,12,"no23",4.021
"Paul Lake",1995,187,7,1995-07-06,12,"po4",3.738
"Peter Lake",1995,193,7,1995-07-12,0,"tn_ug",582.801
"Peter Lake",1995,193,7,1995-07-12,0,"tp_ug",19.157
"Peter Lake",1995,193,7,1995-07-12,0,"nh34",13.762
"Peter Lake",1995,193,7,1995-07-12,0,"no23",62.473
"Peter Lake",1995,193,7,1995-07-12,0,"po4",0.83
"Peter Lake",1995,193,7,1995-07-12,0.95,"tp_ug",18.234
"Peter Lake",1995,193,7,1995-07-12,0.95,"nh34",17.82
"Peter Lake",1995,193,7,1995-07-12,0.95,"no23",61.35
"Peter Lake",1995,193,7,1995-07-12,0.95,"po4",1.673
"Peter Lake",1995,193,7,1995-07-12,1.9,"tp_ug",14.216
"Peter Lake",1995,193,7,1995-07-12,1.9,"nh34",8.608
"Peter Lake",1995,193,7,1995-07-12,1.9,"no23",57.452
"Peter Lake",1995,193,7,1995-07-12,1.9,"po4",1.388
"Peter Lake",1995,193,7,1995-07-12,3.1,"tp_ug",13.365
"Peter Lake",1995,193,7,1995-07-12,3.1,"nh34",15.052
"Peter Lake",1995,193,7,1995-07-12,3.1,"no23",80.386
"Peter Lake",1995,193,7,1995-07-12,3.1,"po4",1.143
"Peter Lake",1995,193,7,1995-07-12,3.95,"tn_ug",602.377
"Peter Lake",1995,193,7,1995-07-12,3.95,"tp_ug",8.62
"Peter Lake",1995,193,7,1995-07-12,3.95,"nh34",59.549
"Peter Lake",1995,193,7,1995-07-12,3.95,"no23",94.814
"Peter Lake",1995,193,7,1995-07-12,3.95,"po4",1.348
"Peter Lake",1995,193,7,1995-07-12,5.9,"tp_ug",17.065
"Peter Lake",1995,193,7,1995-07-12,5.9,"nh34",63.821
"Peter Lake",1995,193,7,1995-07-12,5.9,"no23",58.809
"Peter Lake",1995,193,7,1995-07-12,5.9,"po4",2.15
"Peter Lake",1995,193,7,1995-07-12,12,"tn_ug",1168.721
"Peter Lake",1995,193,7,1995-07-12,12,"tp_ug",41.626
"Peter Lake",1995,193,7,1995-07-12,12,"nh34",710.696
"Peter Lake",1995,193,7,1995-07-12,12,"no23",2.148
"Peter Lake",1995,193,7,1995-07-12,12,"po4",10.575
"Paul Lake",1995,194,7,1995-07-13,0,"tn_ug",379.554
"Paul Lake",1995,194,7,1995-07-13,0,"tp_ug",10.444
"Paul Lake",1995,194,7,1995-07-13,0,"nh34",16.969
"Paul Lake",1995,194,7,1995-07-13,0,"no23",5.912
"Paul Lake",1995,194,7,1995-07-13,0,"po4",0.46
"Paul Lake",1995,194,7,1995-07-13,0.8,"tp_ug",10.186
"Paul Lake",1995,194,7,1995-07-13,0.8,"nh34",15.726
"Paul Lake",1995,194,7,1995-07-13,0.8,"no23",5.603
"Paul Lake",1995,194,7,1995-07-13,0.8,"po4",1.39
"Paul Lake",1995,194,7,1995-07-13,1.7,"tp_ug",7.741
"Paul Lake",1995,194,7,1995-07-13,1.7,"nh34",10.152
"Paul Lake",1995,194,7,1995-07-13,1.7,"no23",2.056
"Paul Lake",1995,194,7,1995-07-13,1.7,"po4",1.295
"Paul Lake",1995,194,7,1995-07-13,2.9,"tp_ug",8.41
"Paul Lake",1995,194,7,1995-07-13,2.9,"nh34",13.186
"Paul Lake",1995,194,7,1995-07-13,2.9,"no23",2.558
"Paul Lake",1995,194,7,1995-07-13,2.9,"po4",0.833
"Paul Lake",1995,194,7,1995-07-13,4.1,"tn_ug",278.362
"Paul Lake",1995,194,7,1995-07-13,4.1,"tp_ug",9.134
"Paul Lake",1995,194,7,1995-07-13,4.1,"nh34",12.132
"Paul Lake",1995,194,7,1995-07-13,4.1,"no23",1.183
"Paul Lake",1995,194,7,1995-07-13,4.1,"po4",0
"Paul Lake",1995,194,7,1995-07-13,6.1,"tp_ug",38.871
"Paul Lake",1995,194,7,1995-07-13,6.1,"nh34",9.936
"Paul Lake",1995,194,7,1995-07-13,6.1,"no23",2.156
"Paul Lake",1995,194,7,1995-07-13,6.1,"po4",2.069
"Paul Lake",1995,194,7,1995-07-13,12,"tn_ug",1231.281
"Paul Lake",1995,194,7,1995-07-13,12,"tp_ug",60.51
"Paul Lake",1995,194,7,1995-07-13,12,"nh34",518.949
"Paul Lake",1995,194,7,1995-07-13,12,"no23",4.559
"Paul Lake",1995,194,7,1995-07-13,12,"po4",16.913
"Peter Lake",1995,200,7,1995-07-19,0,"tn_ug",590.792
"Peter Lake",1995,200,7,1995-07-19,0,"tp_ug",19.617
"Peter Lake",1995,200,7,1995-07-19,0,"nh34",13.529
"Peter Lake",1995,200,7,1995-07-19,0,"no23",42.341
"Peter Lake",1995,200,7,1995-07-19,0,"po4",0.938
"Peter Lake",1995,200,7,1995-07-19,0.75,"tp_ug",16.216
"Peter Lake",1995,200,7,1995-07-19,0.75,"nh34",12.492
"Peter Lake",1995,200,7,1995-07-19,0.75,"no23",40.442
"Peter Lake",1995,200,7,1995-07-19,0.75,"po4",0.687
"Peter Lake",1995,200,7,1995-07-19,1.5,"tp_ug",16.372
"Peter Lake",1995,200,7,1995-07-19,1.5,"nh34",9.929
"Peter Lake",1995,200,7,1995-07-19,1.5,"no23",40.05
"Peter Lake",1995,200,7,1995-07-19,1.5,"po4",0.602
"Peter Lake",1995,200,7,1995-07-19,2.7,"tp_ug",14.107
"Peter Lake",1995,200,7,1995-07-19,2.7,"nh34",11.545
"Peter Lake",1995,200,7,1995-07-19,2.7,"no23",50.501
"Peter Lake",1995,200,7,1995-07-19,2.7,"po4",2.103
"Peter Lake",1995,200,7,1995-07-19,3.5,"tn_ug",630.806
"Peter Lake",1995,200,7,1995-07-19,3.5,"tp_ug",18.348
"Peter Lake",1995,200,7,1995-07-19,3.5,"nh34",28.33
"Peter Lake",1995,200,7,1995-07-19,3.5,"no23",80.696
"Peter Lake",1995,200,7,1995-07-19,3.5,"po4",0.617
"Peter Lake",1995,200,7,1995-07-19,5,"tp_ug",37.311
"Peter Lake",1995,200,7,1995-07-19,5,"nh34",30.909
"Peter Lake",1995,200,7,1995-07-19,5,"no23",82.46
"Peter Lake",1995,200,7,1995-07-19,5,"po4",2.087
"Peter Lake",1995,200,7,1995-07-19,12,"tn_ug",1222.206
"Peter Lake",1995,200,7,1995-07-19,12,"tp_ug",55.97
"Peter Lake",1995,200,7,1995-07-19,12,"nh34",681.399
"Peter Lake",1995,200,7,1995-07-19,12,"no23",1.101
"Peter Lake",1995,200,7,1995-07-19,12,"po4",13.776
"Paul Lake",1995,201,7,1995-07-20,0,"tn_ug",306.801
"Paul Lake",1995,201,7,1995-07-20,0,"tp_ug",8.151
"Paul Lake",1995,201,7,1995-07-20,0,"nh34",17.282
"Paul Lake",1995,201,7,1995-07-20,0,"no23",6.119
"Paul Lake",1995,201,7,1995-07-20,0,"po4",1.48
"Paul Lake",1995,201,7,1995-07-20,0.7,"tp_ug",7.053
"Paul Lake",1995,201,7,1995-07-20,0.7,"nh34",18.132
"Paul Lake",1995,201,7,1995-07-20,0.7,"no23",6.033
"Paul Lake",1995,201,7,1995-07-20,0.7,"po4",3.067
"Paul Lake",1995,201,7,1995-07-20,1.5,"tp_ug",9.97
"Paul Lake",1995,201,7,1995-07-20,1.5,"nh34",18.416
"Paul Lake",1995,201,7,1995-07-20,1.5,"no23",6.735
"Paul Lake",1995,201,7,1995-07-20,1.5,"po4",2.879
"Paul Lake",1995,201,7,1995-07-20,2.75,"tn_ug",306.709
"Paul Lake",1995,201,7,1995-07-20,2.75,"tp_ug",6.267
"Paul Lake",1995,201,7,1995-07-20,2.75,"nh34",23.878
"Paul Lake",1995,201,7,1995-07-20,2.75,"no23",5.887
"Paul Lake",1995,201,7,1995-07-20,2.75,"po4",3.625
"Paul Lake",1995,201,7,1995-07-20,5,"tp_ug",13.151
"Paul Lake",1995,201,7,1995-07-20,5,"nh34",3.952
"Paul Lake",1995,201,7,1995-07-20,5,"no23",2.099
"Paul Lake",1995,201,7,1995-07-20,5,"po4",2.139
"Paul Lake",1995,201,7,1995-07-20,6.2,"tp_ug",29.283
"Paul Lake",1995,201,7,1995-07-20,6.2,"nh34",3.416
"Paul Lake",1995,201,7,1995-07-20,6.2,"no23",2.502
"Paul Lake",1995,201,7,1995-07-20,6.2,"po4",2.763
"Paul Lake",1995,201,7,1995-07-20,12,"tn_ug",1193.842
"Paul Lake",1995,201,7,1995-07-20,12,"tp_ug",50.909
"Paul Lake",1995,201,7,1995-07-20,12,"nh34",397.898
"Paul Lake",1995,201,7,1995-07-20,12,"no23",3.554
"Paul Lake",1995,201,7,1995-07-20,12,"po4",15.143
"Peter Lake",1995,207,7,1995-07-26,0,"tn_ug",688.018
"Peter Lake",1995,207,7,1995-07-26,0,"tp_ug",21.664
"Peter Lake",1995,207,7,1995-07-26,0,"nh34",12.064
"Peter Lake",1995,207,7,1995-07-26,0,"no23",16.348
"Peter Lake",1995,207,7,1995-07-26,0,"po4",2.018
"Peter Lake",1995,207,7,1995-07-26,0.7,"tp_ug",24.995
"Peter Lake",1995,207,7,1995-07-26,0.7,"nh34",11.566
"Peter Lake",1995,207,7,1995-07-26,0.7,"no23",16.425
"Peter Lake",1995,207,7,1995-07-26,0.7,"po4",2.312
"Peter Lake",1995,207,7,1995-07-26,1.55,"tp_ug",22.405
"Peter Lake",1995,207,7,1995-07-26,1.55,"nh34",12.104
"Peter Lake",1995,207,7,1995-07-26,1.55,"no23",16.118
"Peter Lake",1995,207,7,1995-07-26,1.55,"po4",1.127
"Peter Lake",1995,207,7,1995-07-26,2.7,"tp_ug",25.696
"Peter Lake",1995,207,7,1995-07-26,2.7,"nh34",12.73
"Peter Lake",1995,207,7,1995-07-26,2.7,"no23",55.368
"Peter Lake",1995,207,7,1995-07-26,2.7,"po4",1.214
"Peter Lake",1995,207,7,1995-07-26,3.4,"tn_ug",880.756
"Peter Lake",1995,207,7,1995-07-26,3.4,"tp_ug",26.759
"Peter Lake",1995,207,7,1995-07-26,3.4,"nh34",16.082
"Peter Lake",1995,207,7,1995-07-26,3.4,"no23",120.27
"Peter Lake",1995,207,7,1995-07-26,3.4,"po4",1.005
"Peter Lake",1995,207,7,1995-07-26,5,"tp_ug",26.346
"Peter Lake",1995,207,7,1995-07-26,5,"nh34",17.244
"Peter Lake",1995,207,7,1995-07-26,5,"no23",78.585
"Peter Lake",1995,207,7,1995-07-26,5,"po4",2.55
"Peter Lake",1995,207,7,1995-07-26,12,"tn_ug",1411.96
"Peter Lake",1995,207,7,1995-07-26,12,"tp_ug",61.632
"Peter Lake",1995,207,7,1995-07-26,12,"nh34",747.098
"Peter Lake",1995,207,7,1995-07-26,12,"no23",3.269
"Peter Lake",1995,207,7,1995-07-26,12,"po4",16.664
"Paul Lake",1995,208,7,1995-07-27,0,"tn_ug",325.446
"Paul Lake",1995,208,7,1995-07-27,0,"tp_ug",10.728
"Paul Lake",1995,208,7,1995-07-27,0,"nh34",10.387
"Paul Lake",1995,208,7,1995-07-27,0,"no23",0.631
"Paul Lake",1995,208,7,1995-07-27,0,"po4",1.656
"Paul Lake",1995,208,7,1995-07-27,0.7,"tp_ug",11.3
"Paul Lake",1995,208,7,1995-07-27,0.7,"nh34",8.505
"Paul Lake",1995,208,7,1995-07-27,0.7,"no23",0.423
"Paul Lake",1995,208,7,1995-07-27,0.7,"po4",2.013
"Paul Lake",1995,208,7,1995-07-27,1.5,"tp_ug",7.092
"Paul Lake",1995,208,7,1995-07-27,1.5,"nh34",7.133
"Paul Lake",1995,208,7,1995-07-27,1.5,"no23",0.287
"Paul Lake",1995,208,7,1995-07-27,1.5,"po4",2.136
"Paul Lake",1995,208,7,1995-07-27,2.7,"tp_ug",10.326
"Paul Lake",1995,208,7,1995-07-27,2.7,"nh34",7.484
"Paul Lake",1995,208,7,1995-07-27,2.7,"no23",0.814
"Paul Lake",1995,208,7,1995-07-27,2.7,"po4",1.913
"Paul Lake",1995,208,7,1995-07-27,3.5,"tn_ug",589.204
"Paul Lake",1995,208,7,1995-07-27,3.5,"tp_ug",10.739
"Paul Lake",1995,208,7,1995-07-27,3.5,"nh34",9.945
"Paul Lake",1995,208,7,1995-07-27,3.5,"no23",0.298
"Paul Lake",1995,208,7,1995-07-27,3.5,"po4",0.863
"Paul Lake",1995,208,7,1995-07-27,5.8,"tp_ug",18.375
"Paul Lake",1995,208,7,1995-07-27,5.8,"nh34",9.628
"Paul Lake",1995,208,7,1995-07-27,5.8,"no23",1.238
"Paul Lake",1995,208,7,1995-07-27,5.8,"po4",2.143
"Paul Lake",1995,208,7,1995-07-27,12,"tn_ug",1431.485
"Paul Lake",1995,208,7,1995-07-27,12,"tp_ug",59.939
"Paul Lake",1995,208,7,1995-07-27,12,"nh34",522.213
"Paul Lake",1995,208,7,1995-07-27,12,"no23",1.667
"Paul Lake",1995,208,7,1995-07-27,12,"po4",12.632
"Peter Lake",1995,214,8,1995-08-02,0,"tn_ug",688.511
"Peter Lake",1995,214,8,1995-08-02,0,"tp_ug",23.225
"Peter Lake",1995,214,8,1995-08-02,0,"nh34",5.748
"Peter Lake",1995,214,8,1995-08-02,0,"no23",5.642
"Peter Lake",1995,214,8,1995-08-02,0,"po4",2.427
"Peter Lake",1995,214,8,1995-08-02,0.6,"tp_ug",22.343
"Peter Lake",1995,214,8,1995-08-02,0.6,"nh34",5.021
"Peter Lake",1995,214,8,1995-08-02,0.6,"no23",4.438
"Peter Lake",1995,214,8,1995-08-02,0.6,"po4",2.252
"Peter Lake",1995,214,8,1995-08-02,1.3,"tp_ug",25.304
"Peter Lake",1995,214,8,1995-08-02,1.3,"nh34",4.825
"Peter Lake",1995,214,8,1995-08-02,1.3,"no23",4.087
"Peter Lake",1995,214,8,1995-08-02,1.3,"po4",2.827
"Peter Lake",1995,214,8,1995-08-02,2.3,"tp_ug",21.442
"Peter Lake",1995,214,8,1995-08-02,2.3,"nh34",1.523
"Peter Lake",1995,214,8,1995-08-02,2.3,"no23",6.131
"Peter Lake",1995,214,8,1995-08-02,2.3,"po4",2.555
"Peter Lake",1995,214,8,1995-08-02,2.9,"tn_ug",850.526
"Peter Lake",1995,214,8,1995-08-02,2.9,"tp_ug",37.541
"Peter Lake",1995,214,8,1995-08-02,2.9,"nh34",42.327
"Peter Lake",1995,214,8,1995-08-02,2.9,"no23",92.117
"Peter Lake",1995,214,8,1995-08-02,2.9,"po4",3.067
"Peter Lake",1995,214,8,1995-08-02,4.5,"tp_ug",29.919
"Peter Lake",1995,214,8,1995-08-02,4.5,"nh34",30.584
"Peter Lake",1995,214,8,1995-08-02,4.5,"no23",88.175
"Peter Lake",1995,214,8,1995-08-02,4.5,"po4",2.87
"Peter Lake",1995,214,8,1995-08-02,12,"tn_ug",1188.886
"Peter Lake",1995,214,8,1995-08-02,12,"tp_ug",50.889
"Peter Lake",1995,214,8,1995-08-02,12,"nh34",645.023
"Peter Lake",1995,214,8,1995-08-02,12,"no23",2.642
"Peter Lake",1995,214,8,1995-08-02,12,"po4",10.345
"Paul Lake",1995,215,8,1995-08-03,0,"tn_ug",419.592
"Paul Lake",1995,215,8,1995-08-03,0,"tp_ug",10.973
"Paul Lake",1995,215,8,1995-08-03,0,"nh34",13.018
"Paul Lake",1995,215,8,1995-08-03,0,"no23",0.923
"Paul Lake",1995,215,8,1995-08-03,0,"po4",1.321
"Paul Lake",1995,215,8,1995-08-03,0.75,"tp_ug",9.416
"Paul Lake",1995,215,8,1995-08-03,0.75,"nh34",12.146
"Paul Lake",1995,215,8,1995-08-03,0.75,"no23",1.12
"Paul Lake",1995,215,8,1995-08-03,0.75,"po4",0.462
"Paul Lake",1995,215,8,1995-08-03,1.5,"tp_ug",8.855
"Paul Lake",1995,215,8,1995-08-03,1.5,"nh34",10.65
"Paul Lake",1995,215,8,1995-08-03,1.5,"no23",1.11
"Paul Lake",1995,215,8,1995-08-03,1.5,"po4",1.597
"Paul Lake",1995,215,8,1995-08-03,2.9,"tp_ug",10.711
