"plotID","trapID","collectDate","functionalGroup","dryMass","qaDryMass","subplotID","decimalLatitude","decimalLongitude","elevation","nlcdClass","plotType","geodeticDatum"
"NIWO_040","NIWO_040_205","2018-07-05","Leaves",0.005,"N",41,40.046551,-105.584709,3364,"evergreenForest","tower","WGS84"
"NIWO_040","NIWO_040_205","2018-07-05","Flowers",0.005,"N",41,40.046551,-105.584709,3364,"evergreenForest","tower","WGS84"
"NIWO_040","NIWO_040_205","2018-07-05","Other",0,"N",41,40.046551,-105.584709,3364,"evergreenForest","tower","WGS84"
"NIWO_040","NIWO_040_205","2018-07-05","Woody material",0.24,"N",41,40.046551,-105.584709,3364,"evergreenForest","tower","WGS84"
"NIWO_040","NIWO_040_205","2018-07-05","Seeds",0.005,"N",41,40.046551,-105.584709,3364,"evergreenForest","tower","WGS84"
"NIWO_040","NIWO_040_205","2018-07-05","Twigs/branches",0.08,"N",41,40.046551,-105.584709,3364,"evergreenForest","tower","WGS84"
"NIWO_040","NIWO_040_205","2018-07-05","Needles",1.81,"N",41,40.046551,-105.584709,3364,"evergreenForest","tower","WGS84"
"NIWO_040","NIWO_040_205","2018-07-05","Mixed",0.34,"N",41,40.046551,-105.584709,3364,"evergreenForest","tower","WGS84"
"NIWO_041","NIWO_041_059","2018-07-05","Flowers",0,"N",32,40.050349,-105.582965,3425.6,"shrubScrub","tower","WGS84"
"NIWO_041","NIWO_041_059","2018-07-05","Needles",25.32,"N",32,40.050349,-105.582965,3425.6,"shrubScrub","tower","WGS84"
"NIWO_041","NIWO_041_059","2018-07-05","Seeds",0.02,"N",32,40.050349,-105.582965,3425.6,"shrubScrub","tower","WGS84"
"NIWO_041","NIWO_041_059","2018-07-05","Woody material",0.73,"N",32,40.050349,-105.582965,3425.6,"shrubScrub","tower","WGS84"
"NIWO_041","NIWO_041_059","2018-07-05","Mixed",22.24,"N",32,40.050349,-105.582965,3425.6,"shrubScrub","tower","WGS84"
"NIWO_041","NIWO_041_059","2018-07-05","Mixed",22.33,"Y",32,40.050349,-105.582965,3425.6,"shrubScrub","tower","WGS84"
"NIWO_041","NIWO_041_059","2018-07-05","Leaves",0.12,"N",32,40.050349,-105.582965,3425.6,"shrubScrub","tower","WGS84"
"NIWO_041","NIWO_041_059","2018-07-05","Woody material",0.73,"Y",32,40.050349,-105.582965,3425.6,"shrubScrub","tower","WGS84"
"NIWO_041","NIWO_041_059","2018-07-05","Other",0.1,"N",32,40.050349,-105.582965,3425.6,"shrubScrub","tower","WGS84"
"NIWO_041","NIWO_041_059","2018-07-05","Twigs/branches",5.21,"N",32,40.050349,-105.582965,3425.6,"shrubScrub","tower","WGS84"
"NIWO_047","NIWO_047_197","2018-07-05","Flowers",0,"N",40,40.054657,-105.584399,3509.8,"grasslandHerbaceous","tower","WGS84"
"NIWO_047","NIWO_047_197","2018-07-05","Leaves",0.005,"N",40,40.054657,-105.584399,3509.8,"grasslandHerbaceous","tower","WGS84"
"NIWO_047","NIWO_047_197","2018-07-05","Seeds",0,"N",40,40.054657,-105.584399,3509.8,"grasslandHerbaceous","tower","WGS84"
"NIWO_047","NIWO_047_197","2018-07-05","Needles",0.35,"N",40,40.054657,-105.584399,3509.8,"grasslandHerbaceous","tower","WGS84"
"NIWO_047","NIWO_047_197","2018-07-05","Woody material",0,"N",40,40.054657,-105.584399,3509.8,"grasslandHerbaceous","tower","WGS84"
"NIWO_047","NIWO_047_197","2018-07-05","Twigs/branches",0.005,"N",40,40.054657,-105.584399,3509.8,"grasslandHerbaceous","tower","WGS84"
"NIWO_047","NIWO_047_197","2018-07-05","Other",0.005,"N",40,40.054657,-105.584399,3509.8,"grasslandHerbaceous","tower","WGS84"
"NIWO_051","NIWO_051_045","2018-07-05","Leaves",0.005,"N",31,40.048439,-105.585417,3427.4,"grasslandHerbaceous","tower","WGS84"
"NIWO_051","NIWO_051_045","2018-07-05","Mixed",2.07,"N",31,40.048439,-105.585417,3427.4,"grasslandHerbaceous","tower","WGS84"
"NIWO_051","NIWO_051_045","2018-07-05","Other",0.08,"N",31,40.048439,-105.585417,3427.4,"grasslandHerbaceous","tower","WGS84"
"NIWO_051","NIWO_051_045","2018-07-05","Seeds",0.04,"N",31,40.048439,-105.585417,3427.4,"grasslandHerbaceous","tower","WGS84"
"NIWO_051","NIWO_051_045","2018-07-05","Woody material",0.16,"N",31,40.048439,-105.585417,3427.4,"grasslandHerbaceous","tower","WGS84"
"NIWO_051","NIWO_051_045","2018-07-05","Needles",22.86,"N",31,40.048439,-105.585417,3427.4,"grasslandHerbaceous","tower","WGS84"
"NIWO_051","NIWO_051_045","2018-07-05","Twigs/branches",0.73,"N",31,40.048439,-105.585417,3427.4,"grasslandHerbaceous","tower","WGS84"
"NIWO_051","NIWO_051_045","2018-07-05","Mixed",2.09,"Y",31,40.048439,-105.585417,3427.4,"grasslandHerbaceous","tower","WGS84"
"NIWO_051","NIWO_051_045","2018-07-05","Flowers",0.005,"N",31,40.048439,-105.585417,3427.4,"grasslandHerbaceous","tower","WGS84"
"NIWO_058","NIWO_058_101","2018-07-05","Other",0.005,"N",32,40.048719,-105.587181,3446.4,"shrubScrub","tower","WGS84"
"NIWO_058","NIWO_058_101","2018-07-05","Flowers",0,"N",32,40.048719,-105.587181,3446.4,"shrubScrub","tower","WGS84"
"NIWO_058","NIWO_058_101","2018-07-05","Woody material",0,"N",32,40.048719,-105.587181,3446.4,"shrubScrub","tower","WGS84"
"NIWO_058","NIWO_058_101","2018-07-05","Twigs/branches",0,"N",32,40.048719,-105.587181,3446.4,"shrubScrub","tower","WGS84"
"NIWO_058","NIWO_058_101","2018-07-05","Seeds",0,"N",32,40.048719,-105.587181,3446.4,"shrubScrub","tower","WGS84"
"NIWO_058","NIWO_058_101","2018-07-05","Leaves",0,"N",32,40.048719,-105.587181,3446.4,"shrubScrub","tower","WGS84"
"NIWO_058","NIWO_058_101","2018-07-05","Needles",1.52,"N",32,40.048719,-105.587181,3446.4,"shrubScrub","tower","WGS84"
"NIWO_061","NIWO_061_169","2018-08-02","Twigs/branches",0.4,"N",41,40.047615,-105.586103,3413.4,"evergreenForest","tower","WGS84"
"NIWO_061","NIWO_061_169","2018-08-02","Seeds",0.005,"N",41,40.047615,-105.586103,3413.4,"evergreenForest","tower","WGS84"
"NIWO_061","NIWO_061_169","2018-08-02","Woody material",0.04,"Y",41,40.047615,-105.586103,3413.4,"evergreenForest","tower","WGS84"
"NIWO_061","NIWO_061_169","2018-08-02","Flowers",0.005,"N",41,40.047615,-105.586103,3413.4,"evergreenForest","tower","WGS84"
"NIWO_061","NIWO_061_169","2018-08-02","Woody material",0.07,"N",41,40.047615,-105.586103,3413.4,"evergreenForest","tower","WGS84"
"NIWO_061","NIWO_061_169","2018-08-02","Needles",1,"N",41,40.047615,-105.586103,3413.4,"evergreenForest","tower","WGS84"
"NIWO_061","NIWO_061_169","2018-08-02","Other",0.2,"N",41,40.047615,-105.586103,3413.4,"evergreenForest","tower","WGS84"
"NIWO_061","NIWO_061_169","2018-08-02","Leaves",0.005,"N",41,40.047615,-105.586103,3413.4,"evergreenForest","tower","WGS84"
"NIWO_064","NIWO_064_103","2018-08-02","Flowers",0.19,"N",32,40.04737,-105.583997,3373.2,"evergreenForest","tower","WGS84"
"NIWO_064","NIWO_064_103","2018-08-02","Woody material",1.18,"Y",32,40.04737,-105.583997,3373.2,"evergreenForest","tower","WGS84"
"NIWO_064","NIWO_064_103","2018-08-02","Woody material",1.18,"N",32,40.04737,-105.583997,3373.2,"evergreenForest","tower","WGS84"
"NIWO_064","NIWO_064_103","2018-08-02","Leaves",0,"N",32,40.04737,-105.583997,3373.2,"evergreenForest","tower","WGS84"
"NIWO_064","NIWO_064_103","2018-08-02","Twigs/branches",0.005,"N",32,40.04737,-105.583997,3373.2,"evergreenForest","tower","WGS84"
"NIWO_064","NIWO_064_103","2018-08-02","Other",0.35,"N",32,40.04737,-105.583997,3373.2,"evergreenForest","tower","WGS84"
"NIWO_064","NIWO_064_103","2018-08-02","Seeds",0,"N",32,40.04737,-105.583997,3373.2,"evergreenForest","tower","WGS84"
"NIWO_064","NIWO_064_103","2018-08-02","Needles",3.06,"N",32,40.04737,-105.583997,3373.2,"evergreenForest","tower","WGS84"
"NIWO_067","NIWO_067_017","2018-08-02","Leaves",0,"N",31,40.04979,-105.585046,3443.5,"grasslandHerbaceous","tower","WGS84"
"NIWO_067","NIWO_067_017","2018-08-02","Flowers",0.005,"N",31,40.04979,-105.585046,3443.5,"grasslandHerbaceous","tower","WGS84"
"NIWO_067","NIWO_067_017","2018-08-02","Other",0.04,"N",31,40.04979,-105.585046,3443.5,"grasslandHerbaceous","tower","WGS84"
"NIWO_067","NIWO_067_017","2018-08-02","Woody material",0.005,"N",31,40.04979,-105.585046,3443.5,"grasslandHerbaceous","tower","WGS84"
"NIWO_067","NIWO_067_017","2018-08-02","Twigs/branches",0.005,"N",31,40.04979,-105.585046,3443.5,"grasslandHerbaceous","tower","WGS84"
"NIWO_067","NIWO_067_017","2018-08-02","Needles",0.93,"N",31,40.04979,-105.585046,3443.5,"grasslandHerbaceous","tower","WGS84"
"NIWO_067","NIWO_067_017","2018-08-02","Mixed",0,"N",31,40.04979,-105.585046,3443.5,"grasslandHerbaceous","tower","WGS84"
"NIWO_067","NIWO_067_017","2018-08-02","Seeds",0.005,"N",31,40.04979,-105.585046,3443.5,"grasslandHerbaceous","tower","WGS84"
"NIWO_040","NIWO_040_205","2018-08-02","Other",0,"N",41,40.046551,-105.584709,3364,"evergreenForest","tower","WGS84"
"NIWO_040","NIWO_040_205","2018-08-02","Leaves",0,"N",41,40.046551,-105.584709,3364,"evergreenForest","tower","WGS84"
"NIWO_040","NIWO_040_205","2018-08-02","Twigs/branches",0.72,"N",41,40.046551,-105.584709,3364,"evergreenForest","tower","WGS84"
"NIWO_040","NIWO_040_205","2018-08-02","Mixed",2.12,"Y",41,40.046551,-105.584709,3364,"evergreenForest","tower","WGS84"
"NIWO_040","NIWO_040_205","2018-08-02","Woody material",0,"N",41,40.046551,-105.584709,3364,"evergreenForest","tower","WGS84"
"NIWO_040","NIWO_040_205","2018-08-02","Needles",3.24,"N",41,40.046551,-105.584709,3364,"evergreenForest","tower","WGS84"
"NIWO_040","NIWO_040_205","2018-08-02","Flowers",0.24,"N",41,40.046551,-105.584709,3364,"evergreenForest","tower","WGS84"
"NIWO_040","NIWO_040_205","2018-08-02","Mixed",2.17,"N",41,40.046551,-105.584709,3364,"evergreenForest","tower","WGS84"
"NIWO_040","NIWO_040_205","2018-08-02","Needles",3.16,"Y",41,40.046551,-105.584709,3364,"evergreenForest","tower","WGS84"
"NIWO_040","NIWO_040_205","2018-08-02","Seeds",0,"N",41,40.046551,-105.584709,3364,"evergreenForest","tower","WGS84"
"NIWO_041","NIWO_041_059","2018-08-02","Mixed",0.17,"N",32,40.050349,-105.582965,3425.6,"shrubScrub","tower","WGS84"
"NIWO_041","NIWO_041_059","2018-08-02","Seeds",0,"N",32,40.050349,-105.582965,3425.6,"shrubScrub","tower","WGS84"
"NIWO_063","NIWO_063_062","2018-08-02","Woody material",0.005,"N",32,40.04898,-105.585058,3432.7,"shrubScrub","tower","WGS84"
"NIWO_063","NIWO_063_062","2018-08-02","Needles",0.24,"N",32,40.04898,-105.585058,3432.7,"shrubScrub","tower","WGS84"
"NIWO_063","NIWO_063_062","2018-08-02","Twigs/branches",0.06,"N",32,40.04898,-105.585058,3432.7,"shrubScrub","tower","WGS84"
"NIWO_063","NIWO_063_062","2018-08-02","Leaves",0,"N",32,40.04898,-105.585058,3432.7,"shrubScrub","tower","WGS84"
"NIWO_063","NIWO_063_062","2018-08-02","Seeds",0,"N",32,40.04898,-105.585058,3432.7,"shrubScrub","tower","WGS84"
"NIWO_041","NIWO_041_059","2018-08-02","Flowers",0.005,"N",32,40.050349,-105.582965,3425.6,"shrubScrub","tower","WGS84"
"NIWO_041","NIWO_041_059","2018-08-02","Needles",1.79,"N",32,40.050349,-105.582965,3425.6,"shrubScrub","tower","WGS84"
"NIWO_041","NIWO_041_059","2018-08-02","Woody material",0.005,"N",32,40.050349,-105.582965,3425.6,"shrubScrub","tower","WGS84"
"NIWO_041","NIWO_041_059","2018-08-02","Other",0,"N",32,40.050349,-105.582965,3425.6,"shrubScrub","tower","WGS84"
"NIWO_041","NIWO_041_059","2018-08-02","Twigs/branches",0.005,"N",32,40.050349,-105.582965,3425.6,"shrubScrub","tower","WGS84"
"NIWO_041","NIWO_041_059","2018-08-02","Leaves",0.005,"N",32,40.050349,-105.582965,3425.6,"shrubScrub","tower","WGS84"
"NIWO_047","NIWO_047_197","2018-08-02","Leaves",0.005,"Y",40,40.054657,-105.584399,3509.8,"grasslandHerbaceous","tower","WGS84"
"NIWO_047","NIWO_047_197","2018-08-02","Woody material",0,"N",40,40.054657,-105.584399,3509.8,"grasslandHerbaceous","tower","WGS84"
"NIWO_047","NIWO_047_197","2018-08-02","Needles",0.03,"N",40,40.054657,-105.584399,3509.8,"grasslandHerbaceous","tower","WGS84"
"NIWO_047","NIWO_047_197","2018-08-02","Flowers",0,"N",40,40.054657,-105.584399,3509.8,"grasslandHerbaceous","tower","WGS84"
"NIWO_047","NIWO_047_197","2018-08-02","Twigs/branches",0,"N",40,40.054657,-105.584399,3509.8,"grasslandHerbaceous","tower","WGS84"
"NIWO_047","NIWO_047_197","2018-08-02","Leaves",0.005,"N",40,40.054657,-105.584399,3509.8,"grasslandHerbaceous","tower","WGS84"
"NIWO_047","NIWO_047_197","2018-08-02","Other",0.005,"N",40,40.054657,-105.584399,3509.8,"grasslandHerbaceous","tower","WGS84"
"NIWO_047","NIWO_047_197","2018-08-02","Seeds",0,"N",40,40.054657,-105.584399,3509.8,"grasslandHerbaceous","tower","WGS84"
"NIWO_051","NIWO_051_045","2018-08-02","Leaves",0,"N",31,40.048439,-105.585417,3427.4,"grasslandHerbaceous","tower","WGS84"
"NIWO_051","NIWO_051_045","2018-08-02","Other",0.005,"N",31,40.048439,-105.585417,3427.4,"grasslandHerbaceous","tower","WGS84"
"NIWO_051","NIWO_051_045","2018-08-02","Twigs/branches",0.05,"N",31,40.048439,-105.585417,3427.4,"grasslandHerbaceous","tower","WGS84"
"NIWO_051","NIWO_051_045","2018-08-02","Needles",0.47,"N",31,40.048439,-105.585417,3427.4,"grasslandHerbaceous","tower","WGS84"
"NIWO_051","NIWO_051_045","2018-08-02","Woody material",0.005,"N",31,40.048439,-105.585417,3427.4,"grasslandHerbaceous","tower","WGS84"
"NIWO_051","NIWO_051_045","2018-08-02","Flowers",0.005,"N",31,40.048439,-105.585417,3427.4,"grasslandHerbaceous","tower","WGS84"
"NIWO_051","NIWO_051_045","2018-08-02","Seeds",0,"N",31,40.048439,-105.585417,3427.4,"grasslandHerbaceous","tower","WGS84"
"NIWO_058","NIWO_058_101","2018-08-02","Woody material",0.005,"N",32,40.048719,-105.587181,3446.4,"shrubScrub","tower","WGS84"
"NIWO_058","NIWO_058_101","2018-08-02","Needles",1.64,"N",32,40.048719,-105.587181,3446.4,"shrubScrub","tower","WGS84"
"NIWO_058","NIWO_058_101","2018-08-02","Twigs/branches",0,"N",32,40.048719,-105.587181,3446.4,"shrubScrub","tower","WGS84"
"NIWO_058","NIWO_058_101","2018-08-02","Needles",1.67,"Y",32,40.048719,-105.587181,3446.4,"shrubScrub","tower","WGS84"
"NIWO_058","NIWO_058_101","2018-08-02","Other",0.005,"N",32,40.048719,-105.587181,3446.4,"shrubScrub","tower","WGS84"
"NIWO_058","NIWO_058_101","2018-08-02","Flowers",0,"N",32,40.048719,-105.587181,3446.4,"shrubScrub","tower","WGS84"
"NIWO_058","NIWO_058_101","2018-08-02","Leaves",0,"N",32,40.048719,-105.587181,3446.4,"shrubScrub","tower","WGS84"
"NIWO_058","NIWO_058_101","2018-08-02","Seeds",0,"N",32,40.048719,-105.587181,3446.4,"shrubScrub","tower","WGS84"
"NIWO_058","NIWO_058_101","2018-08-02","Other",0.005,"Y",32,40.048719,-105.587181,3446.4,"shrubScrub","tower","WGS84"
"NIWO_063","NIWO_063_062","2018-08-02","Other",0.005,"N",32,40.04898,-105.585058,3432.7,"shrubScrub","tower","WGS84"
"NIWO_063","NIWO_063_062","2018-08-02","Flowers",0,"N",32,40.04898,-105.585058,3432.7,"shrubScrub","tower","WGS84"
"NIWO_046","NIWO_046_155","2018-08-02","Needles",3.92,"Y",40,40.048158,-105.586127,3426.9,"shrubScrub","tower","WGS84"
"NIWO_046","NIWO_046_155","2018-08-02","Leaves",0,"N",40,40.048158,-105.586127,3426.9,"shrubScrub","tower","WGS84"
"NIWO_046","NIWO_046_155","2018-08-02","Twigs/branches",0.63,"N",40,40.048158,-105.586127,3426.9,"shrubScrub","tower","WGS84"
"NIWO_046","NIWO_046_155","2018-08-02","Twigs/branches",0.63,"Y",40,40.048158,-105.586127,3426.9,"shrubScrub","tower","WGS84"
"NIWO_046","NIWO_046_155","2018-08-02","Mixed",0.09,"N",40,40.048158,-105.586127,3426.9,"shrubScrub","tower","WGS84"
"NIWO_046","NIWO_046_155","2018-08-02","Other",0,"N",40,40.048158,-105.586127,3426.9,"shrubScrub","tower","WGS84"
"NIWO_046","NIWO_046_155","2018-08-02","Needles",3.92,"N",40,40.048158,-105.586127,3426.9,"shrubScrub","tower","WGS84"
"NIWO_046","NIWO_046_155","2018-08-02","Woody material",0.03,"N",40,40.048158,-105.586127,3426.9,"shrubScrub","tower","WGS84"
"NIWO_046","NIWO_046_155","2018-08-02","Flowers",0.02,"N",40,40.048158,-105.586127,3426.9,"shrubScrub","tower","WGS84"
"NIWO_046","NIWO_046_155","2018-08-02","Seeds",0,"N",40,40.048158,-105.586127,3426.9,"shrubScrub","tower","WGS84"
"NIWO_062","NIWO_062_050","2018-08-02","Seeds",0,"N",31,40.05114,-105.585787,3477,"shrubScrub","tower","WGS84"
"NIWO_062","NIWO_062_050","2018-08-02","Twigs/branches",0,"N",31,40.05114,-105.585787,3477,"shrubScrub","tower","WGS84"
"NIWO_062","NIWO_062_050","2018-08-02","Flowers",0,"N",31,40.05114,-105.585787,3477,"shrubScrub","tower","WGS84"
"NIWO_062","NIWO_062_050","2018-08-02","Leaves",0,"N",31,40.05114,-105.585787,3477,"shrubScrub","tower","WGS84"
"NIWO_062","NIWO_062_050","2018-08-02","Other",0.08,"N",31,40.05114,-105.585787,3477,"shrubScrub","tower","WGS84"
"NIWO_062","NIWO_062_050","2018-08-02","Needles",0.32,"N",31,40.05114,-105.585787,3477,"shrubScrub","tower","WGS84"
"NIWO_062","NIWO_062_050","2018-08-02","Woody material",0.005,"N",31,40.05114,-105.585787,3477,"shrubScrub","tower","WGS84"
"NIWO_061","NIWO_061_169","2018-08-02","Needles",1,"Y",41,40.047615,-105.586103,3413.4,"evergreenForest","tower","WGS84"
"NIWO_040","NIWO_040_205","2018-08-30","Mixed",0.61,"Y",41,40.046551,-105.584709,3364,"evergreenForest","tower","WGS84"
"NIWO_041","NIWO_041_059","2018-08-30","Leaves",0,"N",32,40.050349,-105.582965,3425.6,"shrubScrub","tower","WGS84"
"NIWO_041","NIWO_041_059","2018-08-30","Needles",8.63,"Y",32,40.050349,-105.582965,3425.6,"shrubScrub","tower","WGS84"
"NIWO_041","NIWO_041_059","2018-08-30","Flowers",0.005,"N",32,40.050349,-105.582965,3425.6,"shrubScrub","tower","WGS84"
"NIWO_041","NIWO_041_059","2018-08-30","Seeds",0.005,"N",32,40.050349,-105.582965,3425.6,"shrubScrub","tower","WGS84"
"NIWO_041","NIWO_041_059","2018-08-30","Mixed",1.91,"Y",32,40.050349,-105.582965,3425.6,"shrubScrub","tower","WGS84"
"NIWO_041","NIWO_041_059","2018-08-30","Other",0,"N",32,40.050349,-105.582965,3425.6,"shrubScrub","tower","WGS84"
"NIWO_041","NIWO_041_059","2018-08-30","Mixed",1.9,"N",32,40.050349,-105.582965,3425.6,"shrubScrub","tower","WGS84"
"NIWO_041","NIWO_041_059","2018-08-30","Woody material",0.14,"N",32,40.050349,-105.582965,3425.6,"shrubScrub","tower","WGS84"
"NIWO_041","NIWO_041_059","2018-08-30","Twigs/branches",0.34,"Y",32,40.050349,-105.582965,3425.6,"shrubScrub","tower","WGS84"
"NIWO_041","NIWO_041_059","2018-08-30","Needles",8.62,"N",32,40.050349,-105.582965,3425.6,"shrubScrub","tower","WGS84"
"NIWO_041","NIWO_041_059","2018-08-30","Twigs/branches",0.34,"N",32,40.050349,-105.582965,3425.6,"shrubScrub","tower","WGS84"
"NIWO_047","NIWO_047_197","2018-08-30","Other",0.005,"N",40,40.054657,-105.584399,3509.8,"grasslandHerbaceous","tower","WGS84"
"NIWO_047","NIWO_047_197","2018-08-30","Seeds",0,"N",40,40.054657,-105.584399,3509.8,"grasslandHerbaceous","tower","WGS84"
"NIWO_047","NIWO_047_197","2018-08-30","Leaves",0,"N",40,40.054657,-105.584399,3509.8,"grasslandHerbaceous","tower","WGS84"
"NIWO_047","NIWO_047_197","2018-08-30","Flowers",0,"N",40,40.054657,-105.584399,3509.8,"grasslandHerbaceous","tower","WGS84"
"NIWO_047","NIWO_047_197","2018-08-30","Needles",0.42,"N",40,40.054657,-105.584399,3509.8,"grasslandHerbaceous","tower","WGS84"
"NIWO_047","NIWO_047_197","2018-08-30","Twigs/branches",0,"N",40,40.054657,-105.584399,3509.8,"grasslandHerbaceous","tower","WGS84"
"NIWO_047","NIWO_047_197","2018-08-30","Woody material",0.005,"N",40,40.054657,-105.584399,3509.8,"grasslandHerbaceous","tower","WGS84"
"NIWO_051","NIWO_051_045","2018-08-30","Seeds",0,"N",31,40.048439,-105.585417,3427.4,"grasslandHerbaceous","tower","WGS84"
"NIWO_051","NIWO_051_045","2018-08-30","Other",0.01,"N",31,40.048439,-105.585417,3427.4,"grasslandHerbaceous","tower","WGS84"
"NIWO_051","NIWO_051_045","2018-08-30","Needles",0.9,"N",31,40.048439,-105.585417,3427.4,"grasslandHerbaceous","tower","WGS84"
"NIWO_051","NIWO_051_045","2018-08-30","Twigs/branches",0.02,"N",31,40.048439,-105.585417,3427.4,"grasslandHerbaceous","tower","WGS84"
"NIWO_051","NIWO_051_045","2018-08-30","Leaves",0,"N",31,40.048439,-105.585417,3427.4,"grasslandHerbaceous","tower","WGS84"
"NIWO_051","NIWO_051_045","2018-08-30","Woody material",0.005,"N",31,40.048439,-105.585417,3427.4,"grasslandHerbaceous","tower","WGS84"
"NIWO_051","NIWO_051_045","2018-08-30","Flowers",0,"N",31,40.048439,-105.585417,3427.4,"grasslandHerbaceous","tower","WGS84"
"NIWO_058","NIWO_058_101","2018-08-30","Woody material",0,"N",32,40.048719,-105.587181,3446.4,"shrubScrub","tower","WGS84"
"NIWO_058","NIWO_058_101","2018-08-30","Other",0.005,"N",32,40.048719,-105.587181,3446.4,"shrubScrub","tower","WGS84"
"NIWO_058","NIWO_058_101","2018-08-30","Seeds",0,"N",32,40.048719,-105.587181,3446.4,"shrubScrub","tower","WGS84"
"NIWO_058","NIWO_058_101","2018-08-30","Flowers",0.03,"N",32,40.048719,-105.587181,3446.4,"shrubScrub","tower","WGS84"
"NIWO_058","NIWO_058_101","2018-08-30","Needles",2.82,"N",32,40.048719,-105.587181,3446.4,"shrubScrub","tower","WGS84"
"NIWO_058","NIWO_058_101","2018-08-30","Leaves",0,"N",32,40.048719,-105.587181,3446.4,"shrubScrub","tower","WGS84"
"NIWO_058","NIWO_058_101","2018-08-30","Twigs/branches",0,"N",32,40.048719,-105.587181,3446.4,"shrubScrub","tower","WGS84"
"NIWO_063","NIWO_063_062","2018-08-30","Seeds",0,"N",32,40.04898,-105.585058,3432.7,"shrubScrub","tower","WGS84"
"NIWO_063","NIWO_063_062","2018-08-30","Needles",0.3,"N",32,40.04898,-105.585058,3432.7,"shrubScrub","tower","WGS84"
"NIWO_063","NIWO_063_062","2018-08-30","Leaves",0.005,"N",32,40.04898,-105.585058,3432.7,"shrubScrub","tower","WGS84"
"NIWO_063","NIWO_063_062","2018-08-30","Flowers",0.005,"N",32,40.04898,-105.585058,3432.7,"shrubScrub","tower","WGS84"
"NIWO_063","NIWO_063_062","2018-08-30","Woody material",0,"N",32,40.04898,-105.585058,3432.7,"shrubScrub","tower","WGS84"
"NIWO_063","NIWO_063_062","2018-08-30","Twigs/branches",0.2,"N",32,40.04898,-105.585058,3432.7,"shrubScrub","tower","WGS84"
"NIWO_063","NIWO_063_062","2018-08-30","Other",0,"N",32,40.04898,-105.585058,3432.7,"shrubScrub","tower","WGS84"
"NIWO_046","NIWO_046_155","2018-08-30","Leaves",0,"N",40,40.048158,-105.586127,3426.9,"shrubScrub","tower","WGS84"
"NIWO_046","NIWO_046_155","2018-08-30","Needles",7,"N",40,40.048158,-105.586127,3426.9,"shrubScrub","tower","WGS84"
"NIWO_046","NIWO_046_155","2018-08-30","Other",0.11,"N",40,40.048158,-105.586127,3426.9,"shrubScrub","tower","WGS84"
"NIWO_046","NIWO_046_155","2018-08-30","Woody material",0.09,"N",40,40.048158,-105.586127,3426.9,"shrubScrub","tower","WGS84"
"NIWO_046","NIWO_046_155","2018-08-30","Seeds",0,"N",40,40.048158,-105.586127,3426.9,"shrubScrub","tower","WGS84"
"NIWO_046","NIWO_046_155","2018-08-30","Twigs/branches",1.05,"Y",40,40.048158,-105.586127,3426.9,"shrubScrub","tower","WGS84"
"NIWO_046","NIWO_046_155","2018-08-30","Flowers",0.005,"N",40,40.048158,-105.586127,3426.9,"shrubScrub","tower","WGS84"
"NIWO_046","NIWO_046_155","2018-08-30","Twigs/branches",1.05,"N",40,40.048158,-105.586127,3426.9,"shrubScrub","tower","WGS84"
"NIWO_062","NIWO_062_050","2018-08-30","Seeds",0.005,"N",31,40.05114,-105.585787,3477,"shrubScrub","tower","WGS84"
"NIWO_062","NIWO_062_050","2018-08-30","Flowers",0.005,"N",31,40.05114,-105.585787,3477,"shrubScrub","tower","WGS84"
"NIWO_062","NIWO_062_050","2018-08-30","Leaves",0.06,"N",31,40.05114,-105.585787,3477,"shrubScrub","tower","WGS84"
"NIWO_062","NIWO_062_050","2018-08-30","Woody material",0.05,"N",31,40.05114,-105.585787,3477,"shrubScrub","tower","WGS84"
"NIWO_062","NIWO_062_050","2018-08-30","Other",0.09,"N",31,40.05114,-105.585787,3477,"shrubScrub","tower","WGS84"
"NIWO_062","NIWO_062_050","2018-08-30","Twigs/branches",0,"N",31,40.05114,-105.585787,3477,"shrubScrub","tower","WGS84"
"NIWO_062","NIWO_062_050","2018-08-30","Needles",3.98,"N",31,40.05114,-105.585787,3477,"shrubScrub","tower","WGS84"
"NIWO_061","NIWO_061_169","2018-08-30","Other",0.11,"N",41,40.047615,-105.586103,3413.4,"evergreenForest","tower","WGS84"
"NIWO_061","NIWO_061_169","2018-08-30","Twigs/branches",0.06,"Y",41,40.047615,-105.586103,3413.4,"evergreenForest","tower","WGS84"
"NIWO_061","NIWO_061_169","2018-08-30","Woody material",0.15,"N",41,40.047615,-105.586103,3413.4,"evergreenForest","tower","WGS84"
"NIWO_061","NIWO_061_169","2018-08-30","Flowers",0.06,"N",41,40.047615,-105.586103,3413.4,"evergreenForest","tower","WGS84"
"NIWO_061","NIWO_061_169","2018-08-30","Twigs/branches",0.02,"N",41,40.047615,-105.586103,3413.4,"evergreenForest","tower","WGS84"
"NIWO_061","NIWO_061_169","2018-08-30","Seeds",0,"N",41,40.047615,-105.586103,3413.4,"evergreenForest","tower","WGS84"
"NIWO_061","NIWO_061_169","2018-08-30","Leaves",0,"N",41,40.047615,-105.586103,3413.4,"evergreenForest","tower","WGS84"
"NIWO_061","NIWO_061_169","2018-08-30","Needles",1.53,"N",41,40.047615,-105.586103,3413.4,"evergreenForest","tower","WGS84"
