"lakeid","lakename","year4","daynum","sampledate","depth_id","depth","tn_ug","tp_ug","nh34","no23","po4","comments"
"L","Paul Lake",1997,153,1997-06-02,6,5.85,NA,15.906,NA,NA,NA,""
"L","Paul Lake",1997,153,1997-06-02,7,9,NA,45.249,NA,NA,NA,""
"R","Peter Lake",1997,154,1997-06-03,1,0,NA,18.852,NA,NA,NA,""
"R","Peter Lake",1997,154,1997-06-03,2,0.8,NA,19.984,NA,NA,NA,""
"R","Peter Lake",1997,154,1997-06-03,3,1.7,NA,18.316,NA,NA,NA,""
"R","Peter Lake",1997,154,1997-06-03,4,3.16,NA,13.439,NA,NA,NA,""
"R","Peter Lake",1997,154,1997-06-03,5,4.18,NA,19.229,NA,NA,NA,""
"R","Peter Lake",1997,154,1997-06-03,6,6.3,NA,22.245,NA,NA,NA,""
"R","Peter Lake",1997,154,1997-06-03,7,12,NA,96.842,NA,NA,NA,""
"L","Paul Lake",1997,160,1997-06-09,1,0,NA,6.312,NA,NA,NA,""
"L","Paul Lake",1997,160,1997-06-09,2,0.82,NA,6.18,NA,NA,NA,""
"L","Paul Lake",1997,160,1997-06-09,3,1.75,NA,5.615,NA,NA,NA,""
"L","Paul Lake",1997,160,1997-06-09,4,3.125,NA,4.936,NA,NA,NA,""
"L","Paul Lake",1997,160,1997-06-09,5,4.2,NA,8.603,NA,NA,NA,""
"L","Paul Lake",1997,160,1997-06-09,6,5.8,NA,13.226,NA,NA,NA,""
"L","Paul Lake",1997,160,1997-06-09,7,9,NA,25.39,NA,NA,NA,""
"R","Peter Lake",1997,161,1997-06-10,1,0,NA,20.36,NA,NA,NA,""
"R","Peter Lake",1997,161,1997-06-10,2,1.06,NA,18.093,NA,NA,NA,""
"R","Peter Lake",1997,161,1997-06-10,3,1.55,NA,25.924,NA,NA,NA,""
"R","Peter Lake",1997,161,1997-06-10,4,2.77,NA,19.595,NA,NA,NA,""
"R","Peter Lake",1997,161,1997-06-10,5,3.7,NA,19.869,NA,NA,NA,""
"R","Peter Lake",1997,161,1997-06-10,6,5.75,NA,26.461,NA,NA,NA,""
"R","Peter Lake",1997,161,1997-06-10,7,12,NA,90.276,NA,NA,NA,""
"L","Paul Lake",1997,167,1997-06-16,1,0,NA,17.557,NA,NA,NA,""
"L","Paul Lake",1997,167,1997-06-16,2,0.65,NA,10.857,NA,NA,NA,""
"L","Paul Lake",1997,167,1997-06-16,3,1.43,NA,8.831,NA,NA,NA,""
"L","Paul Lake",1997,167,1997-06-16,4,3,NA,10.776,NA,NA,NA,""
"L","Paul Lake",1997,167,1997-06-16,5,4.3,NA,10.849,NA,NA,NA,""
"L","Paul Lake",1997,167,1997-06-16,6,6,NA,35.999,NA,NA,NA,""
"L","Paul Lake",1997,167,1997-06-16,7,9,NA,41.52,NA,NA,NA,""
"R","Peter Lake",1997,168,1997-06-17,1,0,NA,19.537,NA,NA,NA,""
"R","Peter Lake",1997,168,1997-06-17,2,0.72,NA,24.128,NA,NA,NA,""
"R","Peter Lake",1997,168,1997-06-17,3,1.58,NA,30.919,NA,NA,NA,""
"R","Peter Lake",1997,168,1997-06-17,4,2.66,NA,20.454,NA,NA,NA,""
"R","Peter Lake",1997,168,1997-06-17,5,3.5,NA,20.39,NA,NA,NA,""
"R","Peter Lake",1997,168,1997-06-17,6,5.3,NA,19.002,NA,NA,NA,""
"R","Peter Lake",1997,168,1997-06-17,7,12,NA,99.568,NA,NA,NA,""
"L","Paul Lake",1997,174,1997-06-23,1,0,477.193,9.206,16.58,0.839,1.975,""
"L","Paul Lake",1997,174,1997-06-23,2,0.8,477.193,10.134,16.222,0.872,2.144,""
"L","Paul Lake",1997,174,1997-06-23,3,1.6,477.193,7.001,19.068,0.368,1.898,""
"L","Paul Lake",1997,174,1997-06-23,4,3.3,NA,8.311,NA,NA,NA,""
"L","Paul Lake",1997,174,1997-06-23,5,4.4,NA,11.581,NA,NA,NA,""
"L","Paul Lake",1997,174,1997-06-23,6,6.3,NA,57.043,NA,NA,NA,""
"L","Paul Lake",1997,174,1997-06-23,7,9,1041.22,40.23,383.759,2.05,11.942,""
"R","Peter Lake",1997,175,1997-06-24,1,0,917.878,21.881,25.692,290.803,5.93,""
"R","Peter Lake",1997,175,1997-06-24,2,0.75,917.878,18.144,23.715,287.551,5.717,""
"R","Peter Lake",1997,175,1997-06-24,3,1.5,917.878,21.553,14.904,286.935,4.168,""
"R","Peter Lake",1997,175,1997-06-24,4,2.5,NA,24.023,NA,NA,NA,""
"R","Peter Lake",1997,175,1997-06-24,5,3.5,NA,33.071,NA,NA,NA,""
"R","Peter Lake",1997,175,1997-06-24,6,5.2,NA,56.741,NA,NA,NA,""
"R","Peter Lake",1997,175,1997-06-24,7,12,1799.117,119.612,1411.278,0,23.608,""
"L","Paul Lake",1997,181,1997-06-30,1,0,NA,8.489,NA,NA,NA,""
"L","Paul Lake",1997,181,1997-06-30,2,0.7,NA,11.502,NA,NA,NA,""
"L","Paul Lake",1997,181,1997-06-30,3,1.5,NA,8.21,NA,NA,NA,""
"L","Paul Lake",1997,181,1997-06-30,4,3,NA,18.308,NA,NA,NA,""
"L","Paul Lake",1997,181,1997-06-30,5,4.3,NA,18.9,NA,NA,NA,""
"L","Paul Lake",1997,181,1997-06-30,6,6.4,NA,44.936,NA,NA,NA,""
"L","Paul Lake",1997,181,1997-06-30,7,9,NA,50.102,NA,NA,NA,""
"R","Peter Lake",1997,182,1997-07-01,1,0,NA,33.111,NA,NA,NA,""
"R","Peter Lake",1997,182,1997-07-01,2,0.56,NA,33.667,NA,NA,NA,""
"R","Peter Lake",1997,182,1997-07-01,3,1.2,NA,38.481,NA,NA,NA,""
"R","Peter Lake",1997,182,1997-07-01,4,2,NA,28.83,NA,NA,NA,""
"R","Peter Lake",1997,182,1997-07-01,5,2.9,NA,33.332,NA,NA,NA,""
"R","Peter Lake",1997,182,1997-07-01,6,4.9,NA,43.725,NA,NA,NA,""
"R","Peter Lake",1997,182,1997-07-01,7,12,NA,157.25,NA,NA,NA,""
"L","Paul Lake",1997,188,1997-07-07,1,0,NA,7.778,NA,NA,NA,""
"L","Paul Lake",1997,188,1997-07-07,2,0.8,NA,9.79,NA,NA,NA,""
"L","Paul Lake",1997,188,1997-07-07,3,1.6,NA,11.122,NA,NA,NA,""
"L","Paul Lake",1997,188,1997-07-07,4,2.8,NA,9.307,NA,NA,NA,""
"L","Paul Lake",1997,188,1997-07-07,5,3.8,NA,12.333,NA,NA,NA,""
"L","Paul Lake",1997,188,1997-07-07,6,5.8,NA,20.241,NA,NA,NA,""
"L","Paul Lake",1997,188,1997-07-07,7,9,NA,44.023,NA,NA,NA,""
"R","Peter Lake",1997,189,1997-07-08,1,0,NA,21.273,NA,NA,NA,""
"R","Peter Lake",1997,189,1997-07-08,2,0.56,NA,23.592,NA,NA,NA,""
"R","Peter Lake",1997,189,1997-07-08,3,1.25,NA,21.165,NA,NA,NA,""
"R","Peter Lake",1997,189,1997-07-08,4,2.31,NA,26.492,NA,NA,NA,""
"R","Peter Lake",1997,189,1997-07-08,5,3.05,NA,31.153,NA,NA,NA,""
"R","Peter Lake",1997,189,1997-07-08,6,5,NA,37.081,NA,NA,NA,""
"R","Peter Lake",1997,189,1997-07-08,7,12,NA,116.727,NA,NA,NA,""
"L","Paul Lake",1997,195,1997-07-14,1,0,NA,9.19,NA,NA,NA,""
"L","Paul Lake",1997,195,1997-07-14,2,0.85,NA,8.544,NA,NA,NA,""
"L","Paul Lake",1997,195,1997-07-14,3,1.82,NA,8.007,NA,NA,NA,""
"L","Paul Lake",1997,195,1997-07-14,4,3.2,NA,8.455,NA,NA,NA,""
"L","Paul Lake",1997,195,1997-07-14,5,4.4,NA,12.7,NA,NA,NA,""
"L","Paul Lake",1997,195,1997-07-14,6,6.3,NA,20.089,NA,NA,NA,""
"L","Paul Lake",1997,195,1997-07-14,7,9,NA,64.745,NA,NA,NA,""
"R","Peter Lake",1997,196,1997-07-15,1,0,NA,22.09,NA,NA,NA,""
"R","Peter Lake",1997,196,1997-07-15,2,1.04,NA,18.823,NA,NA,NA,""
"R","Peter Lake",1997,196,1997-07-15,3,1.9,NA,34.978,NA,NA,NA,""
"R","Peter Lake",1997,196,1997-07-15,4,3,NA,26.87,NA,NA,NA,""
"R","Peter Lake",1997,196,1997-07-15,5,3.6,NA,34.9,NA,NA,NA,""
"R","Peter Lake",1997,196,1997-07-15,6,5.4,NA,33.827,NA,NA,NA,""
"R","Peter Lake",1997,196,1997-07-15,7,12,NA,131.785,NA,NA,NA,""
"L","Paul Lake",1997,202,1997-07-21,1,0,374.651,9.42,13.505,2.448,2.011,""
"L","Paul Lake",1997,202,1997-07-21,2,0.72,374.651,6.838,11.188,2.119,6.89,""
"L","Paul Lake",1997,202,1997-07-21,3,1.6,374.651,6.505,13.558,3.975,3.881,""
"L","Paul Lake",1997,202,1997-07-21,4,3.2,NA,7.395,NA,NA,NA,""
"L","Paul Lake",1997,202,1997-07-21,5,4.35,NA,17.533,NA,NA,NA,""
"L","Paul Lake",1997,202,1997-07-21,6,6.4,NA,26.17,NA,NA,NA,""
"L","Paul Lake",1997,202,1997-07-21,7,9,1284.285,48.439,322.888,4.649,6.474,""
"R","Peter Lake",1997,203,1997-07-22,1,0,1162.929,25.869,10.216,317.931,1.976,""
"R","Peter Lake",1997,203,1997-07-22,2,0.75,1162.929,25.865,14.819,314.096,0,""
"R","Peter Lake",1997,203,1997-07-22,3,1.6,1162.929,28.158,14.223,308.031,1.183,""
"R","Peter Lake",1997,203,1997-07-22,4,2.5,NA,22.894,NA,NA,NA,""
"R","Peter Lake",1997,203,1997-07-22,5,3.2,NA,31.28,NA,NA,NA,""
"R","Peter Lake",1997,203,1997-07-22,6,4.8,NA,43.96,NA,NA,NA,""
"R","Peter Lake",1997,203,1997-07-22,7,12,2419.809,146.782,1408.35,4.111,38.036,""
"L","Paul Lake",1997,209,1997-07-28,1,0,NA,12.789,NA,NA,NA,""
"L","Paul Lake",1997,209,1997-07-28,2,0.75,NA,11.954,NA,NA,NA,""
"L","Paul Lake",1997,209,1997-07-28,3,1.6,NA,12.491,NA,NA,NA,""
"L","Paul Lake",1997,209,1997-07-28,4,2.9,NA,12.268,NA,NA,NA,""
"L","Paul Lake",1997,209,1997-07-28,5,3.8,NA,13.926,NA,NA,NA,""
"L","Paul Lake",1997,209,1997-07-28,6,5.9,NA,21.777,NA,NA,NA,""
"L","Paul Lake",1997,209,1997-07-28,7,9,NA,56.778,NA,NA,NA,""
"R","Peter Lake",1997,210,1997-07-29,1,0,NA,36.883,NA,NA,NA,""
"R","Peter Lake",1997,210,1997-07-29,2,0.7,NA,32.164,NA,NA,NA,""
"R","Peter Lake",1997,210,1997-07-29,3,1.2,NA,36.679,NA,NA,NA,""
"R","Peter Lake",1997,210,1997-07-29,4,2.1,NA,26.851,NA,NA,NA,""
"R","Peter Lake",1997,210,1997-07-29,5,2.9,NA,22.071,NA,NA,NA,""
"R","Peter Lake",1997,210,1997-07-29,6,4.25,NA,37.919,NA,NA,NA,""
"R","Peter Lake",1997,210,1997-07-29,7,12,NA,140.317,NA,NA,NA,""
"L","Paul Lake",1997,216,1997-08-04,1,0,NA,8.044,NA,NA,NA,""
"L","Paul Lake",1997,216,1997-08-04,2,0.75,NA,6.077,NA,NA,NA,""
"L","Paul Lake",1997,216,1997-08-04,3,1.7,NA,6.229,NA,NA,NA,""
"L","Paul Lake",1997,216,1997-08-04,4,3,NA,8.923,NA,NA,NA,""
"L","Paul Lake",1997,216,1997-08-04,5,4.4,NA,6.893,NA,NA,NA,""
"L","Paul Lake",1997,216,1997-08-04,6,6.6,NA,16.12,NA,NA,NA,""
"L","Paul Lake",1997,216,1997-08-04,7,9,NA,48.303,NA,NA,NA,""
"R","Peter Lake",1997,217,1997-08-05,1,0,NA,31.659,NA,NA,NA,""
"R","Peter Lake",1997,217,1997-08-05,2,0.52,NA,29.686,NA,NA,NA,""
"R","Peter Lake",1997,217,1997-08-05,3,1.1,NA,29.599,NA,NA,NA,""
"R","Peter Lake",1997,217,1997-08-05,4,1.9,NA,31.162,NA,NA,NA,""
"R","Peter Lake",1997,217,1997-08-05,5,2.5,NA,28.642,NA,NA,NA,""
"R","Peter Lake",1997,217,1997-08-05,6,4,NA,44.32,NA,NA,NA,""
"R","Peter Lake",1997,217,1997-08-05,7,12,NA,132.322,NA,NA,NA,""
"L","Paul Lake",1997,223,1997-08-11,1,0,NA,8.24,NA,NA,NA,""
"L","Paul Lake",1997,223,1997-08-11,2,0.75,NA,12.275,NA,NA,NA,""
"L","Paul Lake",1997,223,1997-08-11,3,1.7,NA,8.312,NA,NA,NA,""
"L","Paul Lake",1997,223,1997-08-11,4,2.9,NA,11.027,NA,NA,NA,""
"L","Paul Lake",1997,223,1997-08-11,5,3.9,NA,8.565,NA,NA,NA,""
"L","Paul Lake",1997,223,1997-08-11,6,6.1,NA,15.576,NA,NA,NA,""
"L","Paul Lake",1997,223,1997-08-11,7,9,NA,53.558,NA,NA,NA,""
"R","Peter Lake",1997,224,1997-08-12,1,0,NA,37.292,NA,NA,NA,""
"R","Peter Lake",1997,224,1997-08-12,2,0.5,NA,38.559,NA,NA,NA,""
"R","Peter Lake",1997,224,1997-08-12,3,1.1,NA,44.711,NA,NA,NA,""
"R","Peter Lake",1997,224,1997-08-12,4,2.2,NA,32.626,NA,NA,NA,""
"R","Peter Lake",1997,224,1997-08-12,5,3,NA,30.689,NA,NA,NA,""
"R","Peter Lake",1997,224,1997-08-12,6,4.9,NA,32.7,NA,NA,NA,""
"R","Peter Lake",1997,224,1997-08-12,7,12,NA,111.618,NA,NA,NA,""
"L","Paul Lake",1997,230,1997-08-18,1,0,360.28,13.873,10.344,11.25,0,""
"L","Paul Lake",1997,230,1997-08-18,2,0.75,360.28,10.008,17.208,4.131,3.196,""
"L","Paul Lake",1997,230,1997-08-18,3,1.6,360.28,10.962,NA,3.913,1.83,""
"L","Paul Lake",1997,230,1997-08-18,4,2.9,NA,16.037,NA,NA,NA,""
"L","Paul Lake",1997,230,1997-08-18,5,3.8,NA,13.077,NA,NA,NA,""
"L","Paul Lake",1997,230,1997-08-18,6,5.9,NA,18.199,NA,NA,NA,""
"L","Paul Lake",1997,230,1997-08-18,7,9,1535.699,58.408,628.341,11.86,35.447,""
"R","Peter Lake",1997,231,1997-08-19,1,0,1251.84,41.426,6.642,272.335,8.218,""
"R","Peter Lake",1997,231,1997-08-19,2,0.46,1251.84,41.422,1.878,264.618,5.781,""
"R","Peter Lake",1997,231,1997-08-19,3,0.89,1251.84,40.3,4.244,264.571,6.042,""
"R","Peter Lake",1997,231,1997-08-19,4,1.65,NA,41.154,NA,NA,NA,""
"R","Peter Lake",1997,231,1997-08-19,5,2.25,NA,33.782,NA,NA,NA,""
"R","Peter Lake",1997,231,1997-08-19,6,3.75,NA,31.509,NA,NA,NA,""
"R","Peter Lake",1997,231,1997-08-19,7,12,1856.502,84.566,1149.843,2.818,29.01,""
"L","Paul Lake",1997,237,1997-08-25,1,0,NA,13.697,NA,NA,NA,""
"L","Paul Lake",1997,237,1997-08-25,2,0.72,NA,16.303,NA,NA,NA,""
"L","Paul Lake",1997,237,1997-08-25,3,1.6,NA,10.713,NA,NA,NA,""
"L","Paul Lake",1997,237,1997-08-25,4,3,NA,11.853,NA,NA,NA,""
"L","Paul Lake",1997,237,1997-08-25,5,4.1,NA,9.641,NA,NA,NA,""
"L","Paul Lake",1997,237,1997-08-25,6,6.4,NA,14.005,NA,NA,NA,""
"L","Paul Lake",1997,237,1997-08-25,7,9,NA,67.193,NA,NA,NA,""
"R","Peter Lake",1997,238,1997-08-26,1,0,NA,46.774,NA,NA,NA,""
"R","Peter Lake",1997,238,1997-08-26,2,0.5,NA,50.329,NA,NA,NA,""
"R","Peter Lake",1997,238,1997-08-26,3,0.9,NA,64.158,NA,NA,NA,""
"R","Peter Lake",1997,238,1997-08-26,4,1.6,NA,49.661,NA,NA,NA,""
"R","Peter Lake",1997,238,1997-08-26,5,2.2,NA,49.594,NA,NA,NA,""
"R","Peter Lake",1997,238,1997-08-26,6,3.7,NA,40.476,NA,NA,NA,""
"R","Peter Lake",1997,238,1997-08-26,7,12,NA,112.418,NA,NA,NA,""
"L","Paul Lake",1997,244,1997-09-01,1,0,NA,7.419,NA,NA,NA,""
"L","Paul Lake",1997,244,1997-09-01,2,0.8,NA,9.934,NA,NA,NA,""
"L","Paul Lake",1997,244,1997-09-01,3,2.8,NA,11.631,NA,NA,NA,""
"L","Paul Lake",1997,244,1997-09-01,4,3.5,NA,11.383,NA,NA,NA,""
"L","Paul Lake",1997,244,1997-09-01,5,4.6,NA,13.242,NA,NA,NA,""
"L","Paul Lake",1997,244,1997-09-01,6,6.6,NA,30.119,NA,NA,NA,""
"L","Paul Lake",1997,244,1997-09-01,7,9,NA,58.582,NA,NA,NA,""
"R","Peter Lake",1997,245,1997-09-02,1,0,NA,52.615,NA,NA,NA,""
"R","Peter Lake",1997,245,1997-09-02,2,0.4,NA,31.597,NA,NA,NA,""
"R","Peter Lake",1997,245,1997-09-02,3,0.8,NA,46.359,NA,NA,NA,""
"R","Peter Lake",1997,245,1997-09-02,4,1.5,NA,34.942,NA,NA,NA,""
"R","Peter Lake",1997,245,1997-09-02,5,2,NA,40.155,NA,NA,NA,""
"R","Peter Lake",1997,245,1997-09-02,6,3.3,NA,61.386,NA,NA,NA,""
"R","Peter Lake",1997,245,1997-09-02,7,12,NA,128.743,NA,NA,NA,""
"L","Paul Lake",1998,145,1998-05-25,1,0,473.371,7.743,24.666,4.178,4.122,""
"L","Paul Lake",1998,145,1998-05-25,2,0.8,473.371,8.778,18.258,2.655,3.752,""
"L","Paul Lake",1998,145,1998-05-25,3,1.5,473.371,5.063,15.778,2.091,5.148,""
"L","Paul Lake",1998,145,1998-05-25,4,2.8,NA,6.533,NA,NA,NA,""
"L","Paul Lake",1998,145,1998-05-25,5,3.8,NA,6.561,NA,NA,NA,""
"L","Paul Lake",1998,145,1998-05-25,6,4.6,NA,22.217,NA,NA,NA,""
"L","Paul Lake",1998,145,1998-05-25,7,9,639.637,25.074,17.969,12.439,4.687,""
"R","Peter Lake",1998,146,1998-05-26,1,0,593.138,8.475,14.821,5.033,6.541,""
"R","Peter Lake",1998,146,1998-05-26,2,1,593.138,8.38,19.864,4.475,4.866,""
"R","Peter Lake",1998,146,1998-05-26,3,2,593.138,7.584,15.766,4.817,3.833,""
"R","Peter Lake",1998,146,1998-05-26,4,3.3,NA,9.383,NA,NA,NA,""
"R","Peter Lake",1998,146,1998-05-26,5,4,NA,9.271,NA,NA,NA,""
"R","Peter Lake",1998,146,1998-05-26,6,4.8,NA,38.249,NA,NA,NA,""
"R","Peter Lake",1998,146,1998-05-26,7,12,3048.958,87.034,2129.721,7.967,17.072,""
"L","Paul Lake",1998,152,1998-06-01,1,0,NA,13.105,NA,NA,NA,""
"L","Paul Lake",1998,152,1998-06-01,2,0.5,NA,11.161,NA,NA,NA,""
"L","Paul Lake",1998,152,1998-06-01,3,1.2,NA,8.051,NA,NA,NA,""
"L","Paul Lake",1998,152,1998-06-01,4,2.4,NA,7.701,NA,NA,NA,""
"L","Paul Lake",1998,152,1998-06-01,5,3.4,NA,9.168,NA,NA,NA,""
"L","Paul Lake",1998,152,1998-06-01,6,4.5,NA,23.972,NA,NA,NA,""
"L","Paul Lake",1998,152,1998-06-01,7,9,NA,34.886,NA,NA,NA,""
"R","Peter Lake",1998,153,1998-06-02,1,0,NA,15.814,NA,NA,NA,""
"R","Peter Lake",1998,153,1998-06-02,2,1,NA,10.172,NA,NA,NA,""
"R","Peter Lake",1998,153,1998-06-02,3,1.9,NA,16.166,NA,NA,NA,""
"R","Peter Lake",1998,153,1998-06-02,4,3.8,NA,18.01,NA,NA,NA,""
"R","Peter Lake",1998,153,1998-06-02,5,4.3,NA,20.331,NA,NA,NA,""
"R","Peter Lake",1998,153,1998-06-02,6,4.8,NA,82.725,NA,NA,NA,""
"R","Peter Lake",1998,153,1998-06-02,7,12,NA,125.536,NA,NA,NA,""
"L","Paul Lake",1998,159,1998-06-08,1,0,NA,10.723,NA,NA,NA,""
"L","Paul Lake",1998,159,1998-06-08,2,0.75,NA,11.69,NA,NA,NA,""
"L","Paul Lake",1998,159,1998-06-08,3,1.5,NA,15.156,NA,NA,NA,""
"L","Paul Lake",1998,159,1998-06-08,4,2.7,NA,11.779,NA,NA,NA,""
"L","Paul Lake",1998,159,1998-06-08,5,3.5,NA,10.859,NA,NA,NA,""
"L","Paul Lake",1998,159,1998-06-08,6,4.8,NA,52.198,NA,NA,NA,""
"L","Paul Lake",1998,159,1998-06-08,7,9,NA,35.325,NA,NA,NA,""
"R","Peter Lake",1998,160,1998-06-09,1,0,NA,9.734,NA,NA,NA,""
"R","Peter Lake",1998,160,1998-06-09,2,1,NA,9.472,NA,NA,NA,""
"R","Peter Lake",1998,160,1998-06-09,3,2.4,NA,10.044,NA,NA,NA,""
"R","Peter Lake",1998,160,1998-06-09,4,4.1,NA,15.754,NA,NA,NA,""
"R","Peter Lake",1998,160,1998-06-09,5,4.6,NA,30.681,NA,NA,NA,""
"R","Peter Lake",1998,160,1998-06-09,6,5,NA,59.429,NA,NA,NA,""
"R","Peter Lake",1998,160,1998-06-09,7,12,NA,75.319,NA,NA,NA,""
"L","Paul Lake",1998,166,1998-06-15,1,0,NA,4.986,NA,NA,NA,""
"L","Paul Lake",1998,166,1998-06-15,2,0.8,NA,3.953,NA,NA,NA,""
"L","Paul Lake",1998,166,1998-06-15,3,1.6,NA,5.729,NA,NA,NA,""
"L","Paul Lake",1998,166,1998-06-15,4,2.8,NA,6.576,NA,NA,NA,""
"L","Paul Lake",1998,166,1998-06-15,5,3.6,NA,6.948,NA,NA,NA,""
"L","Paul Lake",1998,166,1998-06-15,6,4.9,NA,17.807,NA,NA,NA,""
"L","Paul Lake",1998,166,1998-06-15,7,9,NA,32.777,NA,NA,NA,""
"R","Peter Lake",1998,167,1998-06-16,1,0,NA,7.306,NA,NA,NA,""
"R","Peter Lake",1998,167,1998-06-16,2,1,NA,13.015,NA,NA,NA,""
"R","Peter Lake",1998,167,1998-06-16,3,2.2,NA,9.484,NA,NA,NA,""
"R","Peter Lake",1998,167,1998-06-16,4,3.7,NA,10.662,NA,NA,NA,""
"R","Peter Lake",1998,167,1998-06-16,5,4.6,NA,22.302,NA,NA,NA,""
"R","Peter Lake",1998,167,1998-06-16,6,5.4,NA,66.039,NA,NA,NA,""
"R","Peter Lake",1998,167,1998-06-16,7,12,NA,115.857,NA,NA,NA,""
"L","Paul Lake",1998,173,1998-06-22,1,0,628.625,5.564,15.343,2.425,2.962,""
"L","Paul Lake",1998,173,1998-06-22,2,0.7,628.625,6.623,12.74,2.082,2.008,""
"L","Paul Lake",1998,173,1998-06-22,3,1.2,628.625,3.991,11.554,1.561,3.334,""
"L","Paul Lake",1998,173,1998-06-22,4,2.7,NA,6.186,NA,NA,NA,""
"L","Paul Lake",1998,173,1998-06-22,5,3.5,NA,6.142,NA,NA,NA,""
"L","Paul Lake",1998,173,1998-06-22,6,4.9,NA,21.901,NA,NA,NA,""
"L","Paul Lake",1998,173,1998-06-22,7,9,823.915,29.369,107.265,3.564,4.251,""
"R","Peter Lake",1998,174,1998-06-23,1,0,587.544,8.086,15.322,0.819,3.152,""
"R","Peter Lake",1998,174,1998-06-23,2,1,587.544,3.707,13.765,2.732,6.4,""
"R","Peter Lake",1998,174,1998-06-23,3,2,587.544,9.103,8.721,0.872,2.338,""
"R","Peter Lake",1998,174,1998-06-23,4,4,NA,21.165,NA,NA,NA,""
"R","Peter Lake",1998,174,1998-06-23,5,4.5,NA,22.428,NA,NA,NA,""
"R","Peter Lake",1998,174,1998-06-23,6,5,NA,47.869,NA,NA,NA,""
"R","Peter Lake",1998,174,1998-06-23,7,12,2694.623,78.102,1575.159,4.84,10.616,""
"L","Paul Lake",1998,180,1998-06-29,1,0,NA,11.781,NA,NA,NA,""
"L","Paul Lake",1998,180,1998-06-29,2,0.7,NA,12.463,NA,NA,NA,""
"L","Paul Lake",1998,180,1998-06-29,3,1.5,NA,14.508,NA,NA,NA,""
"L","Paul Lake",1998,180,1998-06-29,4,2.8,NA,8.02,NA,NA,NA,""
"L","Paul Lake",1998,180,1998-06-29,5,3.5,NA,4.432,NA,NA,NA,""
"L","Paul Lake",1998,180,1998-06-29,6,5,NA,61.488,NA,NA,NA,""
"L","Paul Lake",1998,180,1998-06-29,7,9,NA,60.728,NA,NA,NA,""
"R","Peter Lake",1998,181,1998-06-30,1,0,NA,14.877,NA,NA,NA,""
"R","Peter Lake",1998,181,1998-06-30,2,0.7,NA,18.41,NA,NA,NA,""
"R","Peter Lake",1998,181,1998-06-30,3,2,NA,13.29,NA,NA,NA,""
"R","Peter Lake",1998,181,1998-06-30,4,4,NA,18.601,NA,NA,NA,""
"R","Peter Lake",1998,181,1998-06-30,5,4.8,NA,25.57,NA,NA,NA,""
"R","Peter Lake",1998,181,1998-06-30,6,5.7,NA,47.091,NA,NA,NA,""
"R","Peter Lake",1998,181,1998-06-30,7,12,NA,86.663,NA,NA,NA,""
"L","Paul Lake",1998,187,1998-07-06,1,0,NA,17.292,NA,NA,NA,""
"L","Paul Lake",1998,187,1998-07-06,2,0.7,NA,15.765,NA,NA,NA,""
"L","Paul Lake",1998,187,1998-07-06,3,1.5,NA,17.489,NA,NA,NA,""
"L","Paul Lake",1998,187,1998-07-06,4,3,NA,11.587,NA,NA,NA,""
"L","Paul Lake",1998,187,1998-07-06,5,3.4,NA,13.054,NA,NA,NA,""
"L","Paul Lake",1998,187,1998-07-06,6,5.1,NA,61.29,NA,NA,NA,""
"L","Paul Lake",1998,187,1998-07-06,7,9,NA,35.533,NA,NA,NA,""
"R","Peter Lake",1998,188,1998-07-07,1,0,NA,15.55,NA,NA,NA,""
"R","Peter Lake",1998,188,1998-07-07,2,0.9,NA,15.37,NA,NA,NA,""
"R","Peter Lake",1998,188,1998-07-07,3,2.2,NA,17.911,NA,NA,NA,""
"R","Peter Lake",1998,188,1998-07-07,4,4,NA,15.005,NA,NA,NA,""
"R","Peter Lake",1998,188,1998-07-07,5,4.8,NA,37.883,NA,NA,NA,""
"R","Peter Lake",1998,188,1998-07-07,6,5.6,NA,65.013,NA,NA,NA,""
"R","Peter Lake",1998,188,1998-07-07,7,12,NA,91.505,NA,NA,NA,""
"L","Paul Lake",1998,194,1998-07-13,1,0,NA,3.43,NA,NA,NA,""
"L","Paul Lake",1998,194,1998-07-13,2,0.9,NA,3.469,NA,NA,NA,""
"L","Paul Lake",1998,194,1998-07-13,3,1.7,NA,3.96,NA,NA,NA,""
"L","Paul Lake",1998,194,1998-07-13,4,3,NA,5.297,NA,NA,NA,""
"L","Paul Lake",1998,194,1998-07-13,5,3.8,NA,13.159,NA,NA,NA,""
"L","Paul Lake",1998,194,1998-07-13,6,5.2,NA,47.229,NA,NA,NA,""
"L","Paul Lake",1998,194,1998-07-13,7,9,NA,73.538,NA,NA,NA,""
"R","Peter Lake",1998,195,1998-07-14,1,0,NA,21.708,NA,NA,NA,""
"R","Peter Lake",1998,195,1998-07-14,2,1.1,NA,17.792,NA,NA,NA,""
"R","Peter Lake",1998,195,1998-07-14,3,2.3,NA,15.474,NA,NA,NA,""
"R","Peter Lake",1998,195,1998-07-14,4,4,NA,28.281,NA,NA,NA,""
"R","Peter Lake",1998,195,1998-07-14,5,4.9,NA,25.732,NA,NA,NA,""
"R","Peter Lake",1998,195,1998-07-14,6,5.8,NA,92.56,NA,NA,NA,""
"R","Peter Lake",1998,195,1998-07-14,7,12,NA,149.491,NA,NA,NA,""
"L","Paul Lake",1998,201,1998-07-20,1,0,338.512,2.305,13.237,1.151,1.499,""
